Title,Abstract,PMID,PMCID,DOI,Cited Number,journal_title,Journal_id,impact_factor,relevance_score,cited_Normalized,impact_Normalized,final_score
[Causes and Consequences of Genome Instability in Psychiatric and Neurodegenerative Diseases],"Each neuron has 100-10000 connections (synapses) with other neural cells, therefore genome pathologies affecting a small proportion of brain cells are capable of causing dysfunction of the entire central nervous system (CNS). Recently, genome and chromosome instability has been uncovered in neurodegeneration (Alzheimer's disease, ataxia telangiectasia). Somatic tissue-specific mosaicism was observed in the brain of individuals with neuropsychiatric diseases including schizophrenia, autism, intellectual disability, and epilepsy. The study of genetic processes in neurons allows determination of a certain number of genetic pathways and candidate processes, modifications of which can cause impaired genome stability. Brain-specific somatic mutations generally occur at the earliest stages of development. Accordingly, genome variability and somatic mosaicism are expected to be mediated by cell cycle regulation, DNA repair, DNA replication, and programmed cell death in the brain. Endomitosis, endoreduplication, and abortive entrance to the cell cycle are also commonly observed in neurodegeneration. Brain-specific genome instability maybe a key element in the pathogenic cascade of neurodegeneration. Here we review the current state of knowledge concerning somatic genome variations in neurodegenerative and psychiatric diseases and analyze the causes and consequences of genomic instability in the CNS.",33566024,,10.31857/S0026898421010158,8,Molekuliarnaia biologiia,0105454,0.0,0.2531217932701111,0.4782608695652174,0.10033444816053512,0.2475252498751101
New Insights into Molecular Mechanisms Underlying Neurodegenerative Disorders,"As a large and heterogeneous group of disorders, neurodegenerative diseases are characterized by the progressive loss of structure or function in neurons, finally leading to neuronal death. Neurodegenerative diseases cause serious threat to a patient's quality of life and the most common are Alzheimer's disease and Parkinson's disease. Currently, little is known of the detailed etiology of these disorders; as such, there are no effective treatments available. Furthermore, the lack of targeted, effective, and resolvable therapy for neurodegenerative diseases, represents an expanding research field for the discovery of new therapeutic strategies. Investigations of the potential pathogenesis of neurodegenerative diseases will become the basis of preventing the occurrence and development of neurodegenerative diseases and finding effective therapies. Existing theories and mechanisms, such as genetic and environmental factors, abnormal protein accumulation, and oxidative stress, are intricately associated with each other. However, there is no molecular theory that can entirely explain the pathological processes underlying neurodegenerative diseases. Due to the development of experimental technology and the support of multidisciplinary integration, it has been possible to perform more in-depth research on potential targets for neurodegenerative diseases and there have been many exciting discoveries in terms of original theories and underlying mechanisms. With this review, we intend to review the existing literature and provide new insights into the molecular mechanisms underlying neurodegenerative diseases.",37258447,,10.31083/j.jin2203058,3,Journal of integrative neuroscience,101156357,1.664,0.25219982862472534,0.31438127090301005,0.22408026755852842,0.5469961513554372
A novel regulator in Alzheimer's disease progression: The astrocyte-derived extracellular vesicles,"Alzheimer's disease (AD) is known as an age-related irreversible neurodegenerative disease. AD seriously endangers the health of the elderly, but there is still no effective treatment. In the past several decades, the significant role of astrocytes in the process of AD has been universally acknowledged. In addition, extracellular vesicles (EVs) have been recognized as an essential mediator in intercellular communication and participate in various pathophysiological processes by carrying and transporting diverse cargoes. Moreover, specific conditions and stimuli can modulate the amount and properties of astrocyte-derived EVs (ADEVs) to affect AD progression. Thus, recent studies focused on the involvement of ADEVs in the pathogenesis of AD and the potential application of ADEVs in the diagnosis and treatment of AD, which provides a new direction and possibility for revealing the mystery of AD. Interestingly, it can be concluded that ADEVs have both pathogenic and protective effects in the process of AD through a comprehensive generalization. In this review, we aim to summarize the multi-faces of ADEVs effects on AD development, which can provide a novel strategy to investigate the underlying mechanism in AD. We also summarize the current ADEVs clinically relevant studies to raise the potential use of ADEVs in the discovery of novel biomarkers for diagnosis and therapeutic targets for AD.",36736378,,10.1016/j.arr.2023.101871,2,Ageing research reviews,101128963,11.788,0.25183168053627014,0.24749163879598662,0.9264214046822743,2.5581973360809593
The regulatory mechanism and therapeutic potential of transcription factor EB in neurodegenerative diseases,"The autophagy-lysosomal pathway (ALP) is involved in the degradation of protein aggregates and damaged organelles. Transcription factor EB (TFEB), a major regulator of ALP, has emerged as a leading factor in addressing neurodegenerative disease pathology, including Alzheimer's disease (AD), Parkinson's disease (PD), PolyQ diseases, and Amyotrophic lateral sclerosis (ALS). In this review, we delineate the regulation of TFEB expression and its functions in ALP. Dysfunctions of TFEB and its role in the pathogenesis of several neurodegenerative diseases are reviewed. We summarize the protective effects and molecular mechanisms of some TFEB-targeted agonists in neurodegenerative diseases. We also offer our perspective on analyzing the pros and cons of these agonists in the treatment of neurodegenerative diseases from the perspective of drug development. More studies on the regulatory mechanisms of TFEB in other biological processes will aid our understanding of the application of TFEB-targeted therapy in neurodegeneration.",36184826,PMC9804079,10.1111/cns.13985,1,CNS neuroscience & therapeutics,101473265,7.035,0.2514638304710388,0.15719063545150502,0.7424749163879598,1.5893164253729242
Review: Somatic mutations in neurodegeneration,"Somatic mutations are postzygotic mutations which may lead to mosaicism, the presence of cells with genetic differences in an organism. Their role in cancer is well established, but detailed investigation in health and other diseases has only been recently possible. This has been empowered by the improvements of sequencing techniques, including single-cell sequencing, which can still be error-prone but is rapidly improving. Mosaicism appears relatively common in the human body, including the normal brain, probably arising in early development, but also potentially during ageing. In this review, we first discuss theoretical considerations and current evidence relevant to somatic mutations in the brain. We present a framework to explain how they may be integrated with current views on neurodegeneration, focusing mainly on sporadic late-onset neurodegenerative diseases (Parkinson's disease, Alzheimer's disease and amyotrophic lateral sclerosis). We review the relevant studies so far, with the first evidence emerging in Alzheimer's in particular. We also discuss the role of mosaicism in inherited neurodegenerative disorders, particularly somatic instability of tandem repeats. We summarize existing views and data to present a model whereby the time of origin and spatial distribution of relevant somatic mutations, combined with any additional risk factors, may partly determine the development and onset age of sporadic neurodegenerative diseases.",29369391,,10.1111/nan.12465,38,Neuropathology and applied neurobiology,7609829,6.25,0.2512800693511963,0.842809364548495,0.7157190635451505,1.569329914520417
O-GlcNAcylation and Its Roles in Neurodegenerative Diseases,"As a non-classical post-translational modification, O-linked Î²-N-acetylglucosamine (O-GlcNAc) modification (O-GlcNAcylation) is widely found in human organ systems, particularly in our brains, and is indispensable for healthy cell biology. With the increasing age of the global population, the incidence of neurodegenerative diseases is increasing, too. The common characteristic of these disorders is the aggregation of abnormal proteins in the brain. Current research has found that O-GlcNAcylation dysregulation is involved in misfolding or aggregation of these abnormal proteins to mediate disease progression, but the specific mechanism has not been defined. This paper reviews recent studies on O-GlcNAcylation's roles in several neurodegenerative disorders such as Alzheimer's disease, Parkinson's disease, amyotrophic lateral sclerosis, Huntington's disease, Machado-Joseph's disease, and giant axonal neuropathy, and shows that O-GlcNAcylation, as glucose metabolism sensor, mediating synaptic function, participating in oxidative stress response and signaling pathway conduction, directly or indirectly regulates characteristic pathological protein toxicity and affects disease progression. The existing results suggest that targeting O-GlcNAcylation will provide new ideas for clinical diagnosis, prevention, and treatment of neurodegenerative diseases.",38250776,,10.3233/JAD-230955,0,Journal of Alzheimer's disease : JAD,9814863,4.16,0.25109636783599854,0.06020066889632107,0.391304347826087,0.9946979544808634
Tau-mediated Neurodegeneration and Potential Implications in Diagnosis and Treatment of Alzheimer's Disease,"Objective:To review recent research advances on tau, a major player in Alzheimer's disease (AD) pathogenesis, a biomarker for AD onset, and potential target for AD therapy.Data sources:This review was based on a comprehensive search using online literature databases, including PubMed, Web of Science, and Google Scholar.Study selection:Literature search was based on the following keywords: Alzheimer's disease, tau protein, biomarker, cerebrospinal fluid (CSF), therapeutics, plasma, imaging, propagation, spreading, seeding, prion, conformational templating, and posttranslational modification. Relevant articles were carefully reviewed, with no exclusions applied to study design and publication type.Results:Amyloid plaques enriched with extracellular amyloid beta (AÎ²) and intracellular neurofibrillary tangles comprised of hyperphosphorylated tau proteins are the two main pathological hallmarks of AD. Although the AÎ² hypothesis has dominated AD research for many years, clinical AÎ²-targeting strategies have consistently failed to effectively treat AD or prevent AD onset. The research focus in AD has recently shifted to the role of tau in AD. In addition to phosphorylation, tau is acetylated and proteolytically cleaved, which also contribute to its physiological and pathological functions. Emerging evidence characterizing pathological tau propagation and spreading provides new avenues for research into the molecular and cellular mechanisms underlying AD pathogenesis. Techniques to detect tau at minute levels in CSF and blood have been developed, and improved tracers have facilitated tau imaging in the brain. These advances have potential to accurately determine tau levels at early diagnostic stages in AD. Given that tau is a potential therapeutic target, anti-tau immunotherapy may potentially be a viable treatment strategy in AD intervention.Conclusion:Detecting changes in tau and targeting tau pathology represent a promising lead in the diagnosis and treatment of AD.",29237931,PMC5742926,10.4103/0366-6999.220313,29,Chinese medical journal,7513795,6.133,0.25091278553009033,0.7859531772575251,0.6254180602006689,1.5343383067695593
Alzheimer's Disease: Lessons Learned from Amyloidocentric Clinical Trials,"Alzheimer's disease (AD) is one of the most debilitating neurodegenerative diseases and is predicted to affect 1 in 85 people by 2050. Despite much effort to discover a therapeutic strategy to prevent progression or to cure AD, to date no effective disease-modifying agent is available that can prevent, halt, or reverse the cognitive and functional decline of patients with AD. Several underlying etiologies to this failure are proposed. First, accumulating evidence from past trials suggests a preventive as opposed to therapeutic paradigm, and the precise temporal and mechanistic relationship of Î²-amyloid (AÎ²) and tau protein should be elucidated to confirm this hypothesis. Second, we are in urgent need of revised diagnostic criteria to support future trials. Third, various technical and methodological improvements are required, based on the lessons learned from previous failed trials.",26187557,,10.1007/s40263-015-0257-8,20,CNS drugs,9431220,6.497,0.2503625452518463,0.705685618729097,0.7224080267558528,1.5907546508969272
The End of the Beginning of the Alzheimer's Disease Nightmare: A Devil's Advocate's View,"Although there have been so many failures in Alzheimer's disease (AD) modifying trials, there are still many compounds in the pipeline and the hope still remains that the entrance of disease-modifying treatment (DMT) for AD will positively and dramatically change the whole situation of AD treatment. However, if DMT does enter the market, it will be the beginning of a great number of challenges and problems. The current infrastructure for diagnostics of early (pre-dementia) AD does not have the capacity to meet the demands and expectations of the population. Neither is there capacity for treatment monitoring and follow-ups. If screening is considered, there will be a great risk for false positive cases and a great number of people who will have to undergo diagnostics. There will be high costs for diagnostics and treatment initially, while potential benefits will occur much later in other sectors than where the payers for treatment are. Although there are great hopes that prevention of cardiovascular risk factors and changes in lifestyle might impact the risk for dementia, there is still no consensus that this is the case. Finally, the relevance of different AD paradigms such as amyloid and tau is still a matter of discussion, particularly regarding the oldest old.",29710714,,10.3233/JAD-179905,6,Journal of Alzheimer's disease : JAD,9814863,4.16,0.2485341727733612,0.41471571906354515,0.39464882943143814,1.0640636474767258
The Pivotal Role of NF-kB in the Pathogenesis and Therapeutics of Alzheimer's Disease,"Alzheimer's Disease (AD) is the most common neurodegenerative disease worldwide, with a high prevalence that is expected to double every 20 years. Besides the formation of AÎ² plaques and neurofibrillary tangles, neuroinflammation is one the major phenotypes that worsens AD progression. Indeed, the nuclear factor-ÎºB (NF-ÎºB) is a well-established inflammatory transcription factor that fuels neurodegeneration. Thus, in this review, we provide an overview of the NF-ÎºB role in the pathogenesis of AD, including its interaction with various molecular factors in AD mice models, neurons, and glial cells. Some of these cell types and molecules include reactive microglia and astrocytes, Î²-secretase, APOE, glutamate, miRNA, and tau protein, among others. Due to the multifactorial nature of AD development and the failure of many drugs designed to dampen AD progression, the pursuit of novel targets for AD therapeutics, including the NF-ÎºB signaling pathway, is rising. Herein, we provide a synopsis of the drug development landscape for AD treatment, offering the perspective that NF-ÎºB inhibitors may generate widespread interest in AD research in the future. Ultimately, the additional investigation of compounds and small molecules that target NF-ÎºB signaling and the complete understanding of NF-ÎºB mechanistic activation in different cell types will broaden and provide more therapeutic options for AD patients.",36012242,PMC9408758,10.3390/ijms23168972,41,International journal of molecular sciences,101092791,6.208,0.2483518421649933,0.8561872909698997,0.6755852842809364,1.5618485634929757
Evaluating the link between Paraoxonase-1 levels and Alzheimer's disease development,"At present, the etiopathogenesis of Alzheimer's disease (AD), the most common form of dementia, remains far to be fully deciphered. In the recent years, also the centrality of amyloid-Î² peptide in the pathogenesis of the neurodegenerative disease has been questioned and other hypotheses have been advanced. Notably, a common denominator of many of these theoretical models is represented by oxidative stress, which is widely proposed to play a role in the disease initiation and/or progression. Paraoxonase 1 (PON1) is a high-density lipoprotein (HDL)-associated enzyme that endows its carrier with multiple biological functions, including the ability to contrast oxidative damage to lipid components of lipoproteins and cells and protect from toxicity of specific organophosphorus pesticides. The peculiar multi-functionality nature of PON1 might be the key for explaining the vast epidemiological data showing a close association between low serum PON1 activity and risk of several diseases, including cardiovascular and neurodegenerative diseases, in particular AD. In this review, we discuss the possible link between PON1 with AD pathogenesis and we hypothesize eventual mechanistic pathways that could account from epidemiological observations. We also highlight the methodological issue limitation in PON1 studies that still impede to give a definitive and certain picture of its effective biological impact on human health including AD.",30334443,PMC7451062,10.23736/S0026-4806.18.05875-5,20,Minerva medica,0400732,0.0,0.2465333193540573,0.7090301003344481,0.10367892976588629,0.289726011679324
Abnormal Glucose Metabolism in Alzheimer's Disease: Relation to Autophagy/Mitophagy and Therapeutic Approaches,"Diminished glucose metabolism accompanies many neurodegenerative diseases including Alzheimer's disease. An understanding of the relation of these metabolic changes to the disease will enable development of novel therapeutic strategies. Following a metabolic challenge, cells generally conserve energy to preserve viability. This requires activation of many cellular repair/regenerative processes such as mitophagy/autophagy and fusion/fission. These responses may diminish cell function in the long term. Prolonged fission induces mitophagy/autophagy which promotes repair but if prolonged progresses to mitochondrial degradation. Abnormal glucose metabolism alters protein signaling including the release of proteins from the mitochondria or migration of proteins from the cytosol to the mitochondria or nucleus. This overview provides an insight into the different mechanisms of autophagy/mitophagy and mitochondrial dynamics in response to the diminished metabolism that occurs with diseases, especially neurodegenerative diseases such as Alzheimer's disease. The review discusses multiple aspects of mitochondrial responses including different signaling proteins and pathways of mitophagy and mitochondrial biogenesis. Improving cellular bioenergetics and mitochondrial dynamics will alter protein signaling and improve cellular/mitochondrial repair and regeneration. An understanding of these changes will suggest new therapeutic strategies.",26077923,PMC4674363,10.1007/s11064-015-1631-0,20,Neurochemical research,7613461,4.414,0.24598956108093262,0.7123745819397993,0.4682274247491639,1.1728686530365193
Disruption of axonal transport in neurodegeneration,"Neurons are markedly compartmentalized, which makes them reliant on axonal transport to maintain their health. Axonal transport is important for anterograde delivery of newly synthesized macromolecules and organelles from the cell body to the synapse and for the retrograde delivery of signaling endosomes and autophagosomes for degradation. Dysregulation of axonal transport occurs early in neurodegenerative diseases and plays a key role in axonal degeneration. Here, we provide an overview of mechanisms for regulation of axonal transport; discuss how these mechanisms are disrupted in neurodegenerative diseases including Alzheimer's disease, Parkinson's disease, Huntington's disease, hereditary spastic paraplegia, amyotrophic lateral sclerosis, and Charcot-Marie-Tooth disease; and discuss therapeutic approaches targeting axonal transport.",37259916,PMC10232001,10.1172/JCI168554,11,The Journal of clinical investigation,7802877,19.456,0.24508501589298248,0.5518394648829431,0.9899665551839465,4.148618902512378
Mechanisms associated with the dysregulation of mitochondrial function due to lead exposure and possible implications on the development of Alzheimer's disease,"Lead (Pb) is a multimedia contaminant with various pathophysiological consequences, including cognitive decline and neural abnormalities. Recent findings have reported an association of Pb toxicity with Alzheimer's disease (AD). Studies have revealed that mitochondrial dysfunction is a pathological characteristic of AD. According to toxicology reports, Pb promotes mitochondrial oxidative stress by lowering complex III activity in the electron transport chain, boosting reactive oxygen species formation, and reducing the cell's antioxidant defence system. Here, we review recent advances in the role of mitochondria in Pb-induced AD pathology, as well as the mechanisms associated with the mitochondrial dysfunction, such as the depolarisation of the mitochondrial membrane potential, mitochondrial permeability transition pore opening; mitochondrial biogenesis, bioenergetics and mitochondrial dynamics alterations; and mitophagy and apoptosis. We also discuss possible therapeutic options for mitochondrial-targeted neurodegenerative disease (AD).",35048237,,10.1007/s10534-021-00360-7,1,"Biometals : an international journal on the role of metal ions in biology,",9208478,3.378,0.24454335868358612,0.1605351170568562,0.3177257525083612,0.8544330386215229
Impact of Neuroinflammation on Hippocampal Neurogenesis: Relevance to Aging and Alzheimer's Disease,"The cognitive reserve is associated with the capacity of the brain to maintain cognitive performance in spite of being challenged by stressful degenerative insults related to aging. Hippocampal neurogenesis is a life-long process of continuous addition of functional new neurons in the memory processing circuits. Accordingly, adult hippocampal neurogenesis is increasingly seen as a key determinant of cognitive reserve robustness. On the other side, neuroinflammation, by releasing a plethora of proinflammatory cytokines and other inflammatory molecules, is increasingly shown to be one of the key determinant pathophysiological factors that negatively impact on neurogenesis and on the cognitive reserve, playing a detrimental role in hippocampal neurogenic niche dynamics and in the progression of neurodegenerative diseases, such as Alzheimer's disease. In the present manuscript, we highlight the functional interplay between neuroinflammation, dynamics of the neurogenic niche, and spatial memory performance in healthy and age-related pathological processes, including progression of Alzheimer's disease.",28671124,,10.3233/JAD-170239,35,Journal of Alzheimer's disease : JAD,9814863,4.16,0.24418270587921143,0.8294314381270903,0.3979933110367893,1.144395911152945
A Unique Microglia Type Associated with Restricting Development of Alzheimer's Disease,"Alzheimer's disease (AD) is a detrimental neurodegenerative disease with no effective treatments. Due to cellular heterogeneity, defining the roles of immune cell subsets in AD onset and progression has been challenging. Using transcriptional single-cell sorting, we comprehensively map all immune populations in wild-type and AD-transgenic (Tg-AD) mouse brains. We describe a novel microglia type associated with neurodegenerative diseases (DAM) and identify markers, spatial localization, and pathways associated with these cells. Immunohistochemical staining of mice and human brain slices shows DAM with intracellular/phagocytic AÎ² particles. Single-cell analysis of DAM in Tg-AD and triggering receptor expressed on myeloid cells 2 (Trem2)-/-Tg-AD reveals that the DAM program is activated in a two-step process. Activation is initiated in a Trem2-independent manner that involves downregulation of microglia checkpoints, followed by activation of a Trem2-dependent program. This unique microglia-type has the potential to restrict neurodegeneration, which may have important implications for future treatment of AD and other neurodegenerative diseases. VIDEO ABSTRACT.",28602351,,10.1016/j.cell.2017.05.018,2104,Cell,0413066,0.0,0.2440025359392166,1.0,0.10702341137123746,0.34640152156353
Role of Bioactives in Neurodegenerative Diseases,"Neurodegenerative diseases (NDs) affect millions worldwide, with the two most prevalent being Alzheimer's and Parkinson disease [...].",38732171,PMC11084358,10.3390/ijms25094951,0,International journal of molecular sciences,101092791,6.208,0.24382245540618896,0.06354515050167224,0.6789297658862876,1.400602503344048
"Emerging pathways to neurodegeneration: Dissecting the critical molecular mechanisms in Alzheimer's disease, Parkinson's disease","Neurodegenerative diseases are usually sporadic in nature and commonly influenced by a wide range of genetic, life style and environmental factors. A unifying feature of Alzheimer's disease (AD) and Parkinson's disease (PD) is the abnormal accumulation and processing of mutant or damaged intra and extracellular proteins; this leads to neuronal vulnerability and dysfunction in the brain. Through a detailed review of ubiquitin proteasome, mRNA splicing, mitochondrial dysfunction, and oxidative stress pathway interrelation on neurodegeneration can improve the understanding of the disease mechanism. The identified pathways common to AD and PD nominate promising new targets for further studies, and as well as biomarkers. These insights suggested would likely provide major stimuli for developing unified treatment approaches to combat neurodegeneration. More broadly, pathways can serve as vehicles for integrating findings from diverse studies of neurodegeneration. The evidence examined in this review provides a brief overview of the current literature on significant pathways in promoting in AD, PD. Additionally, these insights suggest that biomarkers and treatment strategies may require simultaneous targeting of multiple components.",30612001,,10.1016/j.biopha.2018.12.101,44,Biomedicine & pharmacotherapy = Biomedecine & pharmacotherapie,8213295,7.419,0.2423849254846573,0.8762541806020067,0.7658862876254181,1.8044817914111957
Disruption of a RAC1-centred network is associated with Alzheimer's disease pathology and causes age-dependent neurodegeneration,"The molecular biological mechanisms of Alzheimer's disease (AD) involve disease-associated crosstalk through many genes and include a loss of normal as well as a gain of abnormal interactions among genes. A protein domain network (PDN) is a collection of physical bindings that occur between protein domains, and the states of the PDNs in patients with AD are likely to be perturbed compared to those in normal healthy individuals. To identify PDN changes that cause neurodegeneration, we analysed the PDNs that occur among genes co-expressed in each of three brain regions at each stage of AD. Our analysis revealed that the PDNs collapsed with the progression of AD stage and identified five hub genes, including Rac1, as key players in PDN collapse. Using publicly available as well as our own gene expression data, we confirmed that the mRNA expression level of the RAC1 gene was downregulated in the entorhinal cortex (EC) of AD brains. To test the causality of these changes in neurodegeneration, we utilized Drosophila as a genetic model and found that modest knockdown of Rac1 in neurons was sufficient to cause age-dependent behavioural deficits and neurodegeneration. Finally, we identified a microRNA, hsa-miR-101-3p, as a potential regulator of RAC1 in AD brains. As the Braak neurofibrillary tangle (NFT) stage progressed, the expression levels of hsa-miR-101-3p were increased specifically in the EC. Furthermore, overexpression of hsa-miR-101-3p in the human neuronal cell line SH-SY5Y caused RAC1 downregulation. These results highlight the utility of our integrated network approach for identifying causal changes leading to neurodegeneration in AD.",31942999,PMC7191305,10.1093/hmg/ddz320,18,Human molecular genetics,9208958,5.121,0.2420264333486557,0.68561872909699,0.5484949832775919,1.3065396058285914
The Amyloid Cascade Hypothesis in Alzheimer's Disease: Should We Change Our Thinking?,"Old age increases the risk of Alzheimer's disease (AD), the most common neurodegenerative disease, a devastating disorder of the human mind and the leading cause of dementia. Worldwide, 50 million people have the disease, and it is estimated that there will be 150 million by 2050. Today, healthcare for AD patients consumes 1% of the global economy. According to the amyloid cascade hypothesis, AD begins in the brain by accumulating and aggregating AÎ² peptides and forming Î²-amyloid fibrils (AÎ²42). However, in clinical trials, reducing AÎ² peptide production and amyloid formation in the brain did not slow cognitive decline or improve daily life in AD patients. Prevention studies in cognitively unimpaired people at high risk or genetically destined to develop AD also have not slowed cognitive decline. These observations argue against the amyloid hypothesis of AD etiology, its development, and disease mechanisms. Here, we look at other avenues in the research of AD, such as the presenilin hypothesis, synaptic glutamate signaling, and the role of astrocytes and the glutamate transporter EAAT2 in the development of AD.",36979388,PMC10046826,10.3390/biom13030453,9,Biomolecules,101596414,6.064,0.24166831374168396,0.5083612040133779,0.6120401337792643,1.459473229047686
Structural basis of bioenergetic protein complexes in Alzheimer's disease pathogenesis,"Alzheimer's disease (AD) is a progressive neurodegenerative disease with no cure where the underlying causes remain elusive. Mitochondrial dysfunction has become a prime suspect in AD pathogenesis since bioenergetic deficits precede the pathology. With advancing structural biology techniques at synchrotrons and cryo-electron microscopes, it is becoming possible to determine the structures of key proteins suspected to contribute to the initiation and propagation of AD, and investigate their interactions. In this review, we provide an overview of the recent developments concerning the structural aspects of mitochondrial protein complexes and their assembly factors involved the production of energy, in pursuit of therapies to halt or even reverse this disease in the early stages when mitochondria are most sensitive to amyloid toxicity.",36966690,,10.1016/j.sbi.2023.102573,2,Current opinion in structural biology,9107784,7.786,0.24059611558914185,0.2508361204013378,0.8461538461538461,1.7517248934337526
The PERK-Dependent Molecular Mechanisms as a Novel Therapeutic Target for Neurodegenerative Diseases,"Higher prevalence of neurodegenerative diseases is strictly connected with progressive aging of the world population. Interestingly, a broad range of age-related, neurodegenerative diseases is characterized by a common pathological mechanism-accumulation of misfolded and unfolded proteins within the cells. Under certain circumstances, such protein aggregates may evoke endoplasmic reticulum (ER) stress conditions and subsequent activation of the unfolded protein response (UPR) signaling pathways via the protein kinase RNA-like endoplasmic reticulum kinase (PERK)-dependent manner. Under mild to moderate ER stress, UPR has a pro-adaptive role. However, severe or long-termed ER stress conditions directly evoke shift of the UPR toward its pro-apoptotic branch, which is considered to be a possible cause of neurodegeneration. To this day, there is no effective cure for Alzheimer's disease (AD), Parkinson's disease (PD), Huntington's disease (HD), or prion disease. Currently available treatment approaches for these diseases are only symptomatic and cannot affect the disease progression. Treatment strategies, currently under detailed research, include inhibition of the PERK-dependent UPR signaling branches. The newest data have reported that the use of small-molecule inhibitors of the PERK-mediated signaling branches may contribute to the development of a novel, ground-breaking therapeutic approach for neurodegeneration. In this review, we critically describe all the aspects associated with such targeted therapy against neurodegenerative proteopathies.",32204380,PMC7139310,10.3390/ijms21062108,31,International journal of molecular sciences,101092791,6.208,0.23970511555671692,0.8060200668896321,0.6822742474916388,1.5466270827119566
Tau filaments in neurodegenerative diseases,"The ordered assembly of Tau protein into abnormal filamentous inclusions is a defining characteristic of many human neurodegenerative diseases. Thirty years ago, we reported that Tau is an integral component of the intraneuronal filaments of Alzheimer's disease. All six brain Tau isoforms make up those filaments. Twenty years ago, we and others showed that mutations in MAPT, the Tau gene, cause familial forms of frontotemporal dementia, thus proving that dysfunction of Tau protein is sufficient to cause neurodegeneration and dementia. More recently, we showed that high-resolution structures of Tau filaments from human brain can be determined by electron cryo-microscopy. These filaments may form the seeds that underlie the prion-like properties of aggregated tau.",29790176,,10.1002/1873-3468.13108,63,FEBS letters,0155157,0.0,0.23970511555671692,0.9264214046822743,0.11036789297658862,0.329107350270485
Microbiome Influence in the Pathogenesis of Prion and Alzheimer's Diseases,"Misfolded and abnormal Î²-sheets forms of wild-type proteins, such as cellular prion protein (PrPC) and amyloid beta (AÎ²), are believed to be the vectors of neurodegenerative diseases, prion and Alzheimer's disease (AD), respectively. Increasing evidence highlights the ""prion-like"" seeding of protein aggregates as a mechanism for pathological spread in AD, tauopathy, as well as in other neurodegenerative diseases, such as Parkinson's. Mutations in both PrPCand AÎ² precursor protein (APP), have been associated with the pathogenesis of these fatal disorders with clear evidence for their pathogenic significance. In addition, a critical role for the gut microbiota is emerging; indeed, as a consequence of gut-brain axis alterations, the gut microbiota has been involved in the regulation of AÎ² production in AD and, through the microglial inflammation, in the amyloid fibril formation, in prion diseases. Here, we aim to review the role of microbiome (""the other human genome"") alterations in AD and prion disease pathogenesis.",31547531,PMC6801937,10.3390/ijms20194704,28,International journal of molecular sciences,101092791,6.208,0.23899394273757935,0.7759197324414716,0.68561872909699,1.540180312130842
Neuroinflammation in Alzheimer's disease: Current evidence and future directions,"Several attempts have been made to treat Alzheimer's disease (AD) using anti-amyloid strategies with disappointing results. It is clear that the ""amyloid cascade hypothesis"" alone cannot fully explain the neuronal damage in AD, as evidenced both by autopsy and imaging studies. Neuroinflammation plays a significant role in neurodegenerative diseases, whereas the debate is ongoing about its precise role, whether it is protective or harmful. In this review, we focus on the potential mechanism of glial activation and how local and systemic factors influence disease progression. We focus on neuroinflammation in AD, especially in the earliest stages, a vicious cycle of glial priming, release of pro-inflammatory factors, and neuronal damage. We review the evidence from imaging studies, regarding the temporal relationship between amyloid deposition and neuroinflammation, the influence of systemic inflammation on glial activation, both in acute and chronic stimulation and the relevance of inflammation as a diagnostic and therapeutic target.",27179961,,10.1016/j.jalz.2016.02.010,614,Alzheimer's & dementia : the journal of the Alzheimer's Association,101231978,16.655,0.23775286972522736,0.9899665551839465,0.9632107023411371,3.6716450328719263
Palmitoylation in Alzheimer's disease and other neurodegenerative diseases,"Posttranslational modifications of proteins are important regulatory processes endowing the proteins functional complexity. Over the last decade, numerous studies have shed light on the roles of palmitoylation, one of the most common lipid modifications, in various aspects of neuronal functions. Major players regulating palmitoylation are the enzymes that mediate palmitoylation and depalmitoylation which are palmitoyl acyltransferases (PATs) and protein thioesterases, respectively. In this review, we will provide and discuss current understandings on palmitoyation/depalmitoylation control mediated by PATs and/or protein thioesterases for neuronal functions in general and also for Alzheimer's disease in particular, and other neurodegenerative diseases such as Huntington's disease, schizophrenia and intellectual disability.",27293050,,10.1016/j.phrs.2016.06.008,59,Pharmacological research,8907422,10.334,0.23757591843605042,0.9230769230769231,0.903010033444816,2.393960935677015
Emerging therapeutic developments in neurodegenerative diseases: A clinical investigation,"Despite a century of intensive research, there is still a lack of disease-modifying treatments for neurodegenerative diseases that pose a threat to human society. A well-documented knowledge and resource gap has impeded the translation of fundamental research into promising therapies. In addition, the analysis of extensive preclinical data to allow the improved selection of therapeutic technologies and clinical candidates for further development is challenging. To address this need, we describe technologies that have emerged over the past decade that have enabled the development of novel, high-quality, cost-effective treatments for major neurodegenerative diseases, including Alzheimer's disease and Parkinson's disease. Moreover, we benchmark emerging technologies that have been adopted by top pharmaceutical companies looking to bridge the gap between drug discovery and drug development in neurodegenerative disease.",35728774,,10.1016/j.drudis.2022.06.005,6,Drug discovery today,9604391,8.369,0.23739908635616302,0.4180602006688963,0.862876254180602,1.8998514919474772
