Title,Abstract,PMID,PMCID,DOI,Cited Number
"High-quality genome assembly of Huazhan and Tianfeng, the parents of an elite rice hybrid Tian-you-hua-zhan","High-quality rice reference genomes have accelerated the comprehensive identification of genome-wide variations and research on functional genomics and breeding. Tian-you-hua-zhan has been a leading hybrid in China over the past decade. Here, de novo genome assembly strategy optimization for the rice indica lines Huazhan (HZ) and Tianfeng (TF), including sequencing platforms, assembly pipelines and sequence depth, was carried out. The PacBio and Nanopore platforms for long-read sequencing were utilized, with the Canu, wtdbg2, SMARTdenovo, Flye, Canu-wtdbg2, Canu-SMARTdenovo and Canu-Flye assemblers. The combination of PacBio and Canu was optimal, considering the contig N50 length, contig number, assembled genome size and polishing process. The assembled contigs were scaffolded with Hi-C data, resulting in two ""golden quality"" rice reference genomes, and evaluated using the scaffold N50, BUSCO, and LTR assembly index. Furthermore, 42,625 and 41,815 non-transposable element genes were annotated for HZ and TF, respectively. Based on our assembly of HZ and TF, as well as Zhenshan97, Minghui63, Shuhui498 and 9311, comprehensive variations were identified using Nipponbare as a reference. The de novo assembly strategy for rice we optimized and the ""golden quality"" rice genomes we produced for HZ and TF will benefit rice genomics and breeding research, especially with respect to uncovering the genomic basis of the elite traits of HZ and TF.",34251582,,10.1007/s11427-020-1940-9,14
Scalable long read self-correction and assembly polishing with multiple sequence alignment,"Third-generation sequencing technologies allow to sequence long reads of tens of kbp, that are expected to solve various problems. However, they display high error rates, currently capped around 10%. Self-correction is thus regularly used in long reads analysis projects. We introduce CONSENT, a new self-correction method that relies both on multiple sequence alignment and local de Bruijn graphs. To ensure scalability, multiple sequence alignment computation benefits from a new and efficient segmentation strategy, allowing a massive speedup. CONSENT compares well to the state-of-the-art, and performs better on real Oxford Nanopore data. Specifically, CONSENT is the only method that efficiently scales to ultra-long reads, and allows to process a full human dataset, containing reads reaching up to 1.5 Mbp, in 10 days. Moreover, our experiments show that error correction with CONSENT improves the quality of Flye assemblies. Additionally, CONSENT implements a polishing feature, allowing to correct raw assemblies. Our experiments show that CONSENT is 2-38x times faster than other polishing tools, while providing comparable results. Furthermore, we show that, on a human dataset, assembling the raw data and polishing the assembly is less resource consuming than correcting and then assembling the reads, while providing better results. CONSENT is available at https://github.com/morispi/CONSENT .",33436980,PMC7804095,10.1038/s41598-020-80757-5,22
Targeted nanopore sequencing with Cas9-guided adapter ligation,"Despite recent improvements in sequencing methods, there remains a need for assays that provide high sequencing depth and comprehensive variant detection. Current methods1-4are limited by the loss of native modifications, short read length, high input requirements, low yield or long protocols. In the present study, we describe nanopore Cas9-targeted sequencing (nCATS), an enrichment strategy that uses targeted cleavage of chromosomal DNA with Cas9 to ligate adapters for nanopore sequencing. We show that nCATS can simultaneously assess haplotype-resolved single-nucleotide variants, structural variations and CpG methylation. We apply nCATS to four cell lines, to a cell-line-derived xenograft, and to normal and paired tumor/normal primary human breast tissue. Median sequencing coverage was 675× using a MinION flow cell and 34× using the smaller Flongle flow cell. The nCATS sequencing requires only ~3 μg of genomic DNA and can target a large number of loci in a single reaction. The method will facilitate the use of long-read sequencing in research and in the clinic.",32042167,PMC7145730,10.1038/s41587-020-0407-5,159
Nanopore Sequencing and Hi-C Based De Novo Assembly ofTrachidermus fasciatusGenome,"Trachidermus fasciatusis a roughskin sculpin fish widespread across the coastal areas of East Asia. Due to environmental destruction and overfishing, the population of this species is under threat. In order to protect this endangered species, it is important to have the genome sequenced. Reference genomes are essential for studying population genetics, domestic farming, and genetic resource protection. However, currently, no reference genome is available forTrachidermus fasciatus, and this has greatly hindered the research on this species. In this study, we integrated nanopore long-read sequencing, Illumina short-read sequencing, and Hi-C methods to thoroughly assemble theTrachidermus fasciatusgenome. Our results provided a chromosome-level high-quality genome assembly with a predicted genome size of 542.6 Mbp (2n= 40) and a scaffold N50 of 24.9 Mbp. The BUSCO value for genome assembly completeness was higher than 96%, and the single-base accuracy was 99.997%. Based on EVM-StringTie genome annotation, a total of 19,147 protein-coding genes were identified, including 35,093 mRNA transcripts. In addition, a novel gene-finding strategy named RNR was introduced, and in total, 51 (82) novel genes (transcripts) were identified. Lastly, we present here the first reference genome forTrachidermus fasciatus; this sequence is expected to greatly facilitate future research on this species.",34066304,PMC8148166,10.3390/genes12050692,1
Genome annotation with long RNA reads reveals new patterns of gene expression and improves single-cell analyses in an ant brain,"Background:Functional genomic analyses rely on high-quality genome assemblies and annotations. Highly contiguous genome assemblies have become available for a variety of species, but accurate and complete annotation of gene models, inclusive of alternative splice isoforms and transcription start and termination sites, remains difficult with traditional approaches.Results:Here, we utilized full-length isoform sequencing (Iso-Seq), a long-read RNA sequencing technology, to obtain a comprehensive annotation of the transcriptome of the ant Harpegnathos saltator. The improved genome annotations include additional splice isoforms and extended 3' untranslated regions for more than 4000 genes. Reanalysis of RNA-seq experiments using these annotations revealed several genes with caste-specific differential expression and tissue- or caste-specific splicing patterns that were missed in previous analyses. The extended 3' untranslated regions afforded great improvements in the analysis of existing single-cell RNA-seq data, resulting in the recovery of the transcriptomes of 18% more cells. The deeper single-cell transcriptomes obtained with these new annotations allowed us to identify additional markers for several cell types in the ant brain, as well as genes differentially expressed across castes in specific cell types.Conclusions:Our results demonstrate that Iso-Seq is an efficient and effective approach to improve genome annotations and maximize the amount of information that can be obtained from existing and future genomic datasets in Harpegnathos and other organisms.",34838024,PMC8626913,10.1186/s12915-021-01188-w,8
[Progress in the Genetic Detection of Thalassemia Based on Third-Generation Gene Sequencing --Review],"Thalassemia is most widely distributed single gene autosome recessive genetic disease in the world, whose clinical manifestation was changed from asymptomatic anemia to severe anemia requiring continous blood transfusion to maintain life, thus resulting in a serious economic burden to society and families. Therefore, it is necessary to carry out the corresponding prentatal screening and diagnosis. Most of the conventional detection methods can only detect the common thalassemia genotype, it can easy to cause misdiagnosis or missed diagnosis for those rate genetic variantions. The third-generation sequecing (TGS) has been applied to the detection of thalassemia genes, which is more accurate, reliable and superior to the converntional detection methods. This article reviews the latest research progress of the TGS technology in genetic testing of thalassemia.",38660878,,10.19746/j.cnki.issn.1009-2137.2024.02.047,0
CentromereArchitect: inference and analysis of the architecture of centromeres,"Motivation:Recent advances in long-read sequencing technologies led to rapid progress in centromere assembly in the last year and, for the first time, opened a possibility to address the long-standing questions about the architecture and evolution of human centromeres. However, since these advances have not been yet accompanied by the development of the centromere-specific bioinformatics algorithms, even the fundamental questions (e.g. centromere annotation by deriving the complete set of human monomers and high-order repeats), let alone more complex questions (e.g. explaining how monomers and high-order repeats evolved) about human centromeres remain open. Moreover, even though there was a four-decade-long series of studies aimed at cataloging all human monomers and high-order repeats, the rigorous algorithmic definitions of these concepts are still lacking. Thus, the development of a centromere annotation tool is a prerequisite for follow-up personalized biomedical studies of centromeres across the human population and evolutionary studies of centromeres across various species.Results:We describe the CentromereArchitect, the first tool for the centromere annotation in a newly sequenced genome, apply it to the recently generated complete assembly of a human genome by the Telomere-to-Telomere consortium, generate the complete set of human monomers and high-order repeats for 'live' centromeres, and reveal a vast set of hybrid monomers that may represent the focal points of centromere evolution.Availability and implementation:CentromereArchitect is publicly available on https://github.com/ablab/stringdecomposer/tree/ismb2021.Supplementary information:Supplementary data are available at Bioinformatics online.",34252949,PMC8336445,10.1093/bioinformatics/btab265,8
Scaffolding and completing genome assemblies in real-time with nanopore sequencing,"Third generation sequencing technologies provide the opportunity to improve genome assemblies by generating long reads spanning most repeat sequences. However, current analysis methods require substantial amounts of sequence data and computational resources to overcome the high error rates. Furthermore, they can only perform analysis after sequencing has completed, resulting in either over-sequencing, or in a low quality assembly due to under-sequencing. Here we present npScarf, which can scaffold and complete short read assemblies while the long read sequencing run is in progress. It reports assembly metrics in real-time so the sequencing run can be terminated once an assembly of sufficient quality is obtained. In assembling four bacterial and one eukaryotic genomes, we show that npScarf can construct more complete and accurate assemblies while requiring less sequencing data and computational resources than existing methods. Our approach offers a time- and resource-effective strategy for completing short read assemblies.",28218240,PMC5321748,10.1038/ncomms14515,52
Metagenomics Approaches for Improving Food Safety: A Review,"Abstract:Advancements in next-generation sequencing technology have dramatically reduced the cost and increased the ease of microbial whole genome sequencing. This approach is revolutionizing the identification and analysis of foodborne microbial pathogens, facilitating expedited detection and mitigation of foodborne outbreaks, improving public health outcomes, and limiting costly recalls. However, next-generation sequencing is still anchored in the traditional laboratory practice of the selection and culture of a single isolate. Metagenomic-based approaches, including metabarcoding and shotgun and long-read metagenomics, are part of the next disruptive revolution in food safety diagnostics and offer the potential to directly identify entire microbial communities in a single food, ingredient, or environmental sample. In this review, metagenomic-based approaches are introduced and placed within the context of conventional detection and diagnostic techniques, and essential considerations for undertaking metagenomic assays and data analysis are described. Recent applications of the use of metagenomics for food safety are discussed alongside current limitations and knowledge gaps and new opportunities arising from the use of this technology.",34706052,,10.4315/JFP-21-301,8
"Long-Read Sequencing andDe NovoGenome Assembly Pipeline of TwoPlasmodium falciparumClones (Pf3D7,PfW2) Using Only the PromethION Sequencer from Oxford Nanopore Technologies without Whole-Genome Amplification","Antimalarial drug resistance has become a real public health problem despite WHO measures. New sequencing technologies make it possible to investigate genomic variations associated with resistant phenotypes at the genome-wide scale. Based on the use of hemisynthetic nanopores, the PromethION technology from Oxford Nanopore Technologies can produce long-read sequences, in contrast to previous short-read technologies used as the gold standard to sequence Plasmodium. Two clones ofP. falciparum(Pf3D7 andPfW2) were sequenced in long-read using the PromethION sequencer from Oxford Nanopore Technologies without genomic amplification. This made it possible to create a processing analysis pipeline for humanPlasmodiumwith ONT Fastq only.De novoassembly revealed N50 lengths of 18,488 kb and 17,502 kb for thePf3D7 andPfW2, respectively. The genome size was estimated at 23,235,407 base pairs for thePf3D7clone and 21,712,038 base pairs for thePfW2 clone. The average genome coverage depth was estimated at 787X and 653X for thePf3D7 andPfW2 clones, respectively. This study proposes an assembly processing pipeline for the humanPlasmodiumgenome using software adapted to large ONT data and the high AT percentage ofPlasmodium. This search provides all the parameters which were optimized for use with the software selected in the pipeline.",38392307,PMC10886359,10.3390/biology13020089,0
"VIsoQLR: an interactive tool for the detection, quantification and fine-tuning of isoforms in selected genes using long-read sequencing","DNA variants altering the pre-mRNA splicing process represent an underestimated cause of human genetic diseases. Their association with disease traits should be confirmed using functional assays from patient cell lines or alternative models to detect aberrant mRNAs. Long-read sequencing is a suitable technique to identify and quantify mRNA isoforms. Available isoform detection and/or quantification tools are generally designed for the whole transcriptome analysis. However experiments focusing on genes of interest need more precise data fine-tuning and visualization tools.Here we describe VIsoQLR, an interactive analyzer, viewer and editor for the semi-automated identification and quantification of known and novel isoforms using long-read sequencing data. VIsoQLR is tailored to thoroughly analyze mRNA expression in splicing assays of selected genes. Our tool takes sequences aligned to a reference, and for each gene, it defines consensus splice sites and quantifies isoforms. VIsoQLR introduces features to edit the splice sites through dynamic and interactive graphics and tables, allowing accurate manual curation. Known isoforms detected by other methods can also be imported as references for comparison. A benchmark against two other popular transcriptome-based tools shows VIsoQLR accurate performance on both detection and quantification of isoforms. Here, we present VIsoQLR principles and features and its applicability in a case study example using nanopore-based long-read sequencing. VIsoQLR is available at https://github.com/TBLabFJD/VIsoQLR .",36881176,PMC10060319,10.1007/s00439-023-02539-z,1
"Canfam_GSD: De novo chromosome-length genome assembly of the German Shepherd Dog (Canis lupus familiaris) using a combination of long reads, optical mapping, and Hi-C","Background:The German Shepherd Dog (GSD) is one of the most common breeds on earth and has been bred for its utility and intelligence. It is often first choice for police and military work, as well as protection, disability assistance, and search-and-rescue. Yet, GSDs are well known to be susceptible to a range of genetic diseases that can interfere with their training. Such diseases are of particular concern when they occur later in life, and fully trained animals are not able to continue their duties.Findings:Here, we provide the draft genome sequence of a healthy German Shepherd female as a reference for future disease and evolutionary studies. We generated this improved canid reference genome (CanFam_GSD) utilizing a combination of Pacific Bioscience, Oxford Nanopore, 10X Genomics, Bionano, and Hi-C technologies. The GSD assembly is ∼80 times as contiguous as the current canid reference genome (20.9 vs 0.267 Mb contig N50), containing far fewer gaps (306 vs 23,876) and fewer scaffolds (429 vs 3,310) than the current canid reference genome CanFamv3.1. Two chromosomes (4 and 35) are assembled into single scaffolds with no gaps. BUSCO analyses of the genome assembly results show that 93.0% of the conserved single-copy genes are complete in the GSD assembly compared with 92.2% for CanFam v3.1. Homology-based gene annotation increases this value to ∼99%. Detailed examination of the evolutionarily important pancreatic amylase region reveals that there are most likely 7 copies of the gene, indicative of a duplication of 4 ancestral copies and the disruption of 1 copy.Conclusions:GSD genome assembly and annotation were produced with major improvement in completeness, continuity, and quality over the existing canid reference. This resource will enable further research related to canine diseases, the evolutionary relationships of canids, and other aspects of canid biology.",32236524,PMC7111595,10.1093/gigascience/giaa027,23
Identification of a unique conserved region from a kinetoplastid genome of Leishmania orientalis (formerly named Leishmania siamensis) strain PCM2 in Thailand,"Mitochondrial DNAs (mtDNAs) appear in almost all eukaryotic species and are useful molecular markers for phylogenetic studies and species identification. Kinetoplast DNAs (kDNAs) are structurally complex circular mtDNA networks in kinetoplastids, divided into maxicircles and minicircles. Despite several kDNAs of many Leishmania species being examined, the kDNAs of the new species, Leishmania orientalis (formerly named Leishmania siamensis) strain PCM2, have not been explored. This study aimed to investigate the maxicircle and minicircle DNAs of L. orientalis strain PCM2 using hybrid genome sequencing technologies and bioinformatic analyses. The kDNA sequences were isolated and assembled using the SPAdes hybrid assembler from the Illumina short-read and PacBio long-read data. Circular contigs of the maxicircle and minicircle DNAs were reconstructed and confirmed by BLASTn and rKOMICs programs. The kDNA genome was annotated by BLASTn before the genome comparison and phylogenetic analysis by progressiveMauve, MAFFT, and MEGA programs. The maxicircle of L. orientalis strain PCM2 (18,215 bp) showed 99.92% similarity and gene arrangement to Leishmania enriettii strain LEM3045 maxicircle with variation in the 12s rRNA gene and divergent region. Phylogenetics of the whole sequence, coding regions, divergent regions, and 12s rRNA gene also confirmed this relationship and subgenera separation. The identified 105 classes of minicircles (402-1177 bp) were clustered monophyletically and related to the Leishmania donovani minicircles. The kinetoplast maxicircle and minicircle DNAs of L. orientalis strain PCM2 contained a unique conserved region potentially useful for specific diagnosis of L. orientalis and further exploration of this parasite population genetics in Thailand and related regions.",37950023,PMC10638283,10.1038/s41598-023-46638-3,0
A chromosome-scale reference genome and genome-wide genetic variations elucidate adaptation in yak,"Yak is an important livestock animal for the people indigenous to the harsh, oxygen-limited Qinghai-Tibetan Plateau and Hindu Kush ranges of the Himalayas. The yak genome was sequenced in 2012, but its assembly was fragmented because of the inherent limitations of the Illumina sequencing technology used to analyse it. An accurate and complete reference genome is essential for the study of genetic variations in this species. Long-read sequences are more complete than their short-read counterparts and have been successfully applied towards high-quality genome assembly for various species. In this study, we present a high-quality chromosome-scale yak genome assembly (BosGru_PB_v1.0) constructed with long-read sequencing and chromatin interaction technologies. Compared to an existing yak genome assembly (BosGru_v2.0), BosGru_PB_v1.0 shows substantially improved chromosome sequence continuity, reduced repetitive structure ambiguity, and gene model completeness. To characterize genetic variation in yak, we generated de novo genome assemblies based on Illumina short reads for seven recognized domestic yak breeds in Tibet and Sichuan and one wild yak from Hoh Xil. We compared these eight assemblies to the BosGru_PB_v1.0 genome, obtained a comprehensive map of yak genetic diversity at the whole-genome level, and identified several protein-coding genes absent from the BosGru_PB_v1.0 assembly. Despite the genetic bottleneck experienced by wild yak, their diversity was nonetheless higher than that of domestic yak. Here, we identified breed-specific sequences and genes by whole-genome alignment, which may facilitate yak breed identification.",32745324,PMC7754329,10.1111/1755-0998.13236,12
Multiplatform next-generation sequencing identifies novel RNA molecules and transcript isoforms of the endogenous retrovirus isolated from cultured cells,"In this study, we applied short- and long-read RNA sequencing techniques, as well as PCR analysis to investigate the transcriptome of the porcine endogenous retrovirus (PERV) expressed from cultured porcine kidney cell line PK-15. This analysis has revealed six novel transcripts and eight transcript isoforms, including five length and three splice variants. We were able to establish whether a deletion in a transcript is the result of the splicing of mRNAs or of genomic deletion in one of the PERV clones. Additionally, we re-annotated the formerly identified RNA molecules. Our analysis revealed a higher complexity of PERV transcriptome than it was earlier believed.",29361122,PMC6279139,10.1093/femsle/fny013,8
"Complete telomere-to-telomere de novo assembly of the Plasmodium falciparum genome through long-read (>11 kb), single molecule, real-time sequencing","The application of next-generation sequencing to estimate genetic diversity of Plasmodium falciparum, the most lethal malaria parasite, has proved challenging due to the skewed AT-richness [∼80.6% (A + T)] of its genome and the lack of technology to assemble highly polymorphic subtelomeric regions that contain clonally variant, multigene virulence families (Ex: var and rifin). To address this, we performed amplification-free, single molecule, real-time sequencing of P. falciparum genomic DNA and generated reads of average length 12 kb, with 50% of the reads between 15.5 and 50 kb in length. Next, using the Hierarchical Genome Assembly Process, we assembled the P. falciparum genome de novo and successfully compiled all 14 nuclear chromosomes telomere-to-telomere. We also accurately resolved centromeres [∼90-99% (A + T)] and subtelomeric regions and identified large insertions and duplications that add extra var and rifin genes to the genome, along with smaller structural variants such as homopolymer tract expansions. Overall, we show that amplification-free, long-read sequencing combined with de novo assembly overcomes major challenges inherent to studying the P. falciparum genome. Indeed, this technology may not only identify the polymorphic and repetitive subtelomeric sequences of parasite populations from endemic areas but may also evaluate structural variation linked to virulence, drug resistance and disease transmission.",27345719,PMC4991835,10.1093/dnares/dsw022,29
Combined nanopore and single-molecule real-time sequencing survey of human betaherpesvirus 5 transcriptome,"Long-read sequencing (LRS), a powerful novel approach, is able to read full-length transcripts and confers a major advantage over the earlier gold standard short-read sequencing in the efficiency of identifying for example polycistronic transcripts and transcript isoforms, including transcript length- and splice variants. In this work, we profile the human cytomegalovirus transcriptome using two third-generation LRS platforms: the Sequel from Pacific BioSciences, and MinION from Oxford Nanopore Technologies. We carried out both cDNA and direct RNA sequencing, and applied the LoRTIA software, developed in our laboratory, for the transcript annotations. This study identified a large number of novel transcript variants, including splice isoforms and transcript start and end site isoforms, as well as putative mRNAs with truncated in-frame ORFs (located within the larger ORFs of the canonical mRNAs), which potentially encode N-terminally truncated polypeptides. Our work also disclosed a highly complex meshwork of transcriptional read-throughs and overlaps.",34262076,PMC8280142,10.1038/s41598-021-93593-y,6
"An integrated method for targeted Oxford Nanopore sequencing and automated bioinformatics for the simultaneous detection of bacteria, fungi, and ARG","Aims:The use of metagenomics for pathogen identification in clinical practice has been limited. Here we describe a workflow to encourage the clinical utility and potential of NGS for the screening of bacteria, fungi, and antimicrobial resistance genes (ARGs).Methods and results:The method includes target enrichment, long-read sequencing, and automated bioinformatics. Evaluation of several tools and databases was undertaken across standard organisms (n = 12), clinical isolates (n = 114), and blood samples from patients with suspected bloodstream infections (n = 33). The strategy used could offset the presence of host background DNA, error rates of long-read sequencing, and provide accurate and reproducible detection of pathogens. Eleven targets could be successfully tested in a single assay. Organisms could be confidently identified considering ≥60% of best hits of a BLAST-based threshold of e-value 0.001 and a percent identity of >80%. For ARGs, reads with percent identity of >90% and >60% overlap of the complete gene could be confidently annotated. A kappa of 0.83 was observed compared to standard diagnostic methods. Thus, a workflow for the direct-from-sample, on-site sequencing combined with automated genomics was demonstrated to be reproducible.Conclusion:NGS-based technologies overcome several limitations of current day diagnostics. Highly sensitive and comprehensive methods of pathogen screening are the need of the hour. We developed a framework for reliable, on-site, screening of pathogens.",38346849,,10.1093/jambio/lxae037,1
[The principle and application of the single-molecule real-time sequencing technology],"Last decade witnessed the explosive development of the third-generation sequencing strategy, including single-molecule real-time sequencing (SMRT), true single-molecule sequencing (tSMSTM) and the single-molecule nanopore DNA sequencing. In this review, we summarize the principle, performance and application of the SMRT sequencing technology. Compared with the traditional Sanger method and the next-generation sequencing (NGS) technologies, the SMRT approach has several advantages, including long read length, high speed, PCR-free and the capability of direct detection of epigenetic modiﬁcations. However, the disadvantage of its low accuracy, most of which resulted from insertions and deletions, is also notable. So, the raw sequence data need to be corrected before assembly. Up to now, the SMRT is a good fit for applications in the de novo genomic sequencing and the high-quality assemblies of small genomes. In the future, it is expected to play an important role in epigenetics, transcriptomic sequencing, and assemblies of large genomes.",25787000,,10.16288/j.yczz.14-323,8
Technologies for Pharmacogenomics: A Review,"The continuous development of new genotyping technologies requires awareness of their potential advantages and limitations concerning utility for pharmacogenomics (PGx). In this review, we provide an overview of technologies that can be applied in PGx research and clinical practice. Most commonly used are single nucleotide variant (SNV) panels which contain a pre-selected panel of genetic variants. SNV panels offer a short turnaround time and straightforward interpretation, making them suitable for clinical practice. However, they are limited in their ability to assess rare and structural variants. Next-generation sequencing (NGS) and long-read sequencing are promising technologies for the field of PGx research. Both NGS and long-read sequencing often provide more data and more options with regard to deciphering structural and rare variants compared to SNV panels-in particular, in regard to the number of variants that can be identified, as well as the option for haplotype phasing. Nonetheless, while useful for research, not all sequencing data can be applied to clinical practice yet. Ultimately, selecting the right technology is not a matter of fact but a matter of choosing the right technique for the right problem.",33291630,PMC7761897,10.3390/genes11121456,17
Megabase Length Hypermutation Accompanies Human Structural Variation at 17p11.2,"DNA rearrangements resulting in human genome structural variants (SVs) are caused by diverse mutational mechanisms. We used long- and short-read sequencing technologies to investigate end products of de novo chromosome 17p11.2 rearrangements and query the molecular mechanisms underlying both recurrent and non-recurrent events. Evidence for an increased rate of clustered single-nucleotide variant (SNV) mutation in cis with non-recurrent rearrangements was found. Indel and SNV formation are associated with both copy-number gains and losses of 17p11.2, occur up to ∼1 Mb away from the breakpoint junctions, and favor C > G transversion substitutions; results suggest that single-stranded DNA is formed during the genesis of the SV and provide compelling support for a microhomology-mediated break-induced replication (MMBIR) mechanism for SV formation. Our data show an additional mutational burden of MMBIR consisting of hypermutation confined to the locus and manifesting as SNVs and indels predominantly within genes.",30827684,PMC6438178,10.1016/j.cell.2019.01.045,45
abPOA: an SIMD-based C library for fast partial order alignment using adaptive band,"Summary:Partial order alignment, which aligns a sequence to a directed acyclic graph, is now frequently used as a key component in long-read error correction and assembly. We present abPOA (adaptive banded Partial Order Alignment), a Single Instruction Multiple Data (SIMD)-based C library for fast partial order alignment using adaptive banded dynamic programming. It can work as a stand-alone multiple sequence alignment and consensus calling tool or be easily integrated into any long-read error correction and assembly workflow. Compared to a state-of-the-art tool (SPOA), abPOA is up to 10 times faster with a comparable alignment accuracy.Availability and implementation:abPOA is implemented in C. A stand-alone tool and a C/Python software interface are freely available at https://github.com/yangao07/abPOA.Supplementary information:Supplementary data are available at Bioinformatics online.",33165528,,10.1093/bioinformatics/btaa963,10
Long-read single-molecule maps of the functional methylome,"We report on the development of a methylation analysis workflow for optical detection of fluorescent methylation profiles along chromosomal DNA molecules. In combination with Bionano Genomics genome mapping technology, these profiles provide a hybrid genetic/epigenetic genome-wide map composed of DNA molecules spanning hundreds of kilobase pairs. The method provides kilobase pair-scale genomic methylation patterns comparable to whole-genome bisulfite sequencing (WGBS) along genes and regulatory elements. These long single-molecule reads allow for methylation variation calling and analysis of large structural aberrations such as pathogenic macrosatellite arrays not accessible to single-cell second-generation sequencing. The method is applied here to study facioscapulohumeral muscular dystrophy (FSHD), simultaneously recording the haplotype, copy number, and methylation status of the disease-associated, highly repetitive locus on Chromosome 4q.",30846530,PMC6442387,10.1101/gr.240739.118,21
De Novo Assembly of a NewSolanum pennelliiAccession Using Nanopore Sequencing,"Updates in nanopore technology have made it possible to obtain gigabases of sequence data. Prior to this, nanopore sequencing technology was mainly used to analyze microbial samples. Here, we describe the generation of a comprehensive nanopore sequencing data set with a median read length of 11,979 bp for a self-compatible accession of the wild tomato speciesSolanum pennelliiWe describe the assembly of its genome to a contig N50 of 2.5 MB. The assembly pipeline comprised initial read correction with Canu and assembly with SMARTdenovo. The resulting raw nanopore-based de novo genome is structurally highly similar to that of the referenceS. pennelliiLA716 accession but has a high error rate and was rich in homopolymer deletions. After polishing the assembly with Illumina reads, we obtained an error rate of <0.02% when assessed versus the same Illumina data. We obtained a gene completeness of 96.53%, slightly surpassing that of the referenceS. pennelliiTaken together, our data indicate that such long read sequencing data can be used to affordably sequence and assemble gigabase-sized plant genomes.",29025960,PMC5774570,10.1105/tpc.17.00521,98
Time course profiling of host cell response to herpesvirus infection using nanopore and synthetic long-read transcriptome sequencing,"Third-generation sequencing is able to read full-length transcripts and thus to efficiently identify RNA molecules and transcript isoforms, including transcript length and splice isoforms. In this study, we report the time-course profiling of the effect of bovine alphaherpesvirus type 1 on the gene expression of bovine epithelial cells using direct cDNA sequencing carried out on MinION device of Oxford Nanopore Technologies. These investigations revealed a substantial up- and down-regulatory effect of the virus on several gene networks of the host cells, including those that are associated with antiviral response, as well as with viral transcription and translation. Additionally, we report a large number of novel bovine transcript isoforms identified by nanopore and synthetic long-read sequencing. This study demonstrates that viral infection causes differential expression of host transcript isoforms. We could not detect an increased rate of transcriptional readthroughs as described in another alphaherpesvirus. According to our knowledge, this is the first report on the use of LoopSeq for the analysis of eukaryotic transcriptomes. This is also the first report on the application of nanopore sequencing for the kinetic characterization of cellular transcriptomes. This study also demonstrates the utility of nanopore sequencing for the characterization of dynamic transcriptomes in any organisms.",34244540,PMC8270970,10.1038/s41598-021-93142-7,5
An improved draft genome assembly of Meloidogyne graminicola IARI strain using long-read sequencing,"The rice root-knot nematode Meloidogyne graminicola is a major biotic stress for the rice crop under upland, rain-fed lowland and irrigated cultivation conditions. Here, we present an improved draft genome assembly of M. graminicola IARI strain using the long-read sequencing approach (PacBio Sequel platform). The assembled genome size was 36.86 Mb with 514 contigs and N50 value of 105 kb. BUSCO estimated the genome to be 88.6% complete. Meloidogyne graminicola genome contained 17.83% repeat elements and showed 14,062 protein-coding gene models, 4,974 conserved orthologous genes, 561 putative secreted proteins, 49 RNAi pathway genes, 1,853 proteins involved in pathogen-host interactions, 1,575 carbohydrate-active enzymes, and 32,138 microsatellites. Five of the carbohydrate-active enzymes were found only in M. graminicola genome and were not present in any other analysed root-knot nematode genome. Together with the previous two genome assemblies, this improved genome assembly would facilitate comparative and functional genomics for M. graminicola.",34077775,,10.1016/j.gene.2021.145748,6
A high-resolution single-molecule sequencing-based Arabidopsis transcriptome using novel methods of Iso-seq analysis,"Background:Accurate and comprehensive annotation of transcript sequences is essential for transcript quantification and differential gene and transcript expression analysis. Single-molecule long-read sequencing technologies provide improved integrity of transcript structures including alternative splicing, and transcription start and polyadenylation sites. However, accuracy is significantly affected by sequencing errors, mRNA degradation, or incomplete cDNA synthesis.Results:We present a new and comprehensive Arabidopsis thaliana Reference Transcript Dataset 3 (AtRTD3). AtRTD3 contains over 169,000 transcripts-twice that of the best current Arabidopsis transcriptome and including over 1500 novel genes. Seventy-eight percent of transcripts are from Iso-seq with accurately defined splice junctions and transcription start and end sites. We develop novel methods to determine splice junctions and transcription start and end sites accurately. Mismatch profiles around splice junctions provide a powerful feature to distinguish correct splice junctions and remove false splice junctions. Stratified approaches identify high-confidence transcription start and end sites and remove fragmentary transcripts due to degradation. AtRTD3 is a major improvement over existing transcriptomes as demonstrated by analysis of an Arabidopsis cold response RNA-seq time-series. AtRTD3 provides higher resolution of transcript expression profiling and identifies cold-induced differential transcription start and polyadenylation site usage.Conclusions:AtRTD3 is the most comprehensive Arabidopsis transcriptome currently. It improves the precision of differential gene and transcript expression, differential alternative splicing, and transcription start/end site usage analysis from RNA-seq data. The novel methods for identifying accurate splice junctions and transcription start/end sites are widely applicable and will improve single-molecule sequencing analysis from any species.",35799267,PMC9264592,10.1186/s13059-022-02711-0,22
