Title,Abstract,PMID,PMCID,DOI,Cited Number
"Investigating the Spatial Associations Between Amyloid-β Deposition, Grey Matter Volume, and Neuroinflammation in Alzheimer's Disease","Background:It has been proposed that amyloid-β (Aβ) plays a causal role in Alzheimer's disease (AD) by triggering a series of pathologic events-possibly including neuroinflammation-which culminate in progressive brain atrophy. However, the interplay between the two pathological molecular events and how both are associated with neurodegeneration is still unclear.Objective:We aimed to estimate the spatial inter-relationship between neurodegeneration, neuroinflammation and Aβ deposition in a cohort of 20 mild AD patients and 17 healthy controls (HC).Methods:We resorted to magnetic resonance imaging to measure cortical atrophy, using the radiotracer 11C-PK11195 PET to measure neuroinflammation levels and 11C-PiB PET to assess Aβ levels. Between-group comparisons were computed to explore AD-related changes in the three types of markers. To examine the effects of each one of the molecular pathologic mechanisms on neurodegeneration we computed: 1) ANCOVAs with the anatomic data, controlling for radiotracer uptake differences between groups and 2) voxel-based multiple regression analysis between-modalities. In addition, associations in anatomically defined regions of interests were also investigated.Results:We found significant differences between AD and controls in the levels of atrophy, neuroinflammation, and Aβ deposition. Associations between Aβ aggregation and brain atrophy were detected in AD in a widely distributed pattern, whereas associations between microglia activation and structural measures of neurodegeneration were restricted to few anatomically regions.Conclusion:In summary, Aβ deposition, as opposed to neuroinflammation, was more associated with cortical atrophy, suggesting a prominent role of Aβ in neurodegeneration at a mild stage of the AD.",33523050,PMC8075404,10.3233/JAD-200840,6
Integrated Bioinformatics Analysis to Identify Alternative Therapeutic Targets for Alzheimer's Disease: Insights from a Synaptic Machinery Perspective,"Alzheimer's disease (AD), the most common type of dementia, is a serious neurodegenerative disease that has no cure yet, but whose symptoms can be alleviated with available medications. Therefore, early and accurate diagnosis of the disease and elucidation of the molecular mechanisms involved in the progression of pathogenesis are critically important. This study aimed to identify dysregulated miRNAs and their target mRNAs through the integrated analysis of miRNA and mRNA expression profiling in AD patients versus unaffected controls. Expression profiles in postmortem brain samples from AD patients and healthy individuals were extracted from the Gene Expression Omnibus database and were analyzed using bioinformatics approaches to identify gene ontologies, pathways, and networks. Finally, the module analysis of the PPI network and hub gene selection was carried out. A total of five differentially expressed miRNAs were extracted from the miRNA dataset, and 4312 differentially expressed mRNAs were obtained from the mRNA dataset. By comparing the DEGs and the putative targets of the altered miRNAs, 116 (3 upregulated and 113 downregulated) coordinated genes were determined. Also, six hub genes (SNAP25, GRIN2A, GRIN2B, DLG2, ATP2B2, and SCN2A) were identified by constructing a PPI network. The results of the present study provide insight into mechanisms such as synaptic machinery and neuronal communication underlying AD pathogenesis, specifically concerning miRNAs.",34414562,,10.1007/s12031-021-01893-9,11
Genetic model of selective COX2 inhibition improve learning and memory ability and brain pathological changes in 5xFAD mouse,"Alzheimer's disease (AD) is the most common neurodegenerative disease that leads to dementia. Its pathogenesis is very complex, and inflammation is one of the main pathophysiological mechanisms of AD. Non-steroidal anti-inflammatory drugs (NSAIDs), which mainly target cyclooxygenase (COX) activity, are used to reduce the risk of AD, but several side effects limit their application. Here we assess the effect of Cyclooxygenase-2 (COX2) catalytic activity on learning ability and AD pathology using 5x Familial Alzheimer's Disease (FAD) mice with COX2 inhibition (5xFAD/COX2 KO), 5xFAD mice with cyclooxygenase inactivation of COX2 (5xFAD/COX2 Y385F), and 5xFAD mice with peroxidase (POX) inactivation of COX2 (5xFAD/COX2) H374Y), respectively. Our results indicate that learning ability of COX2 KO and mutants is improved compared to 5xFAD mice, further investigations show that Aβ depositions are reduced, microglia and astrocytes homeostasis are changed in COX2 KO and mutants. Especially, there is more responsive microglia in the brain of 5xFAD/COX2 Y385F mice, and Aβ depositions are more effectively cleaned at old age. Taken together, these results identify a role of COX2 Y385F in regulating microglia function and may have important implications for future treatment of AD.",37683778,,10.1016/j.brainres.2023.148566,0
Brain regions show different metabolic and protein arginine methylation phenotypes in frontotemporal dementias and Alzheimer's disease,"Frontotemporal dementia (FTD) is a heterogeneous neurodegenerative disease with multiple histopathological subtypes. FTD patients share similar symptoms with Alzheimer's disease (AD). Hence, FTD patients are commonly misdiagnosed as AD, despite the consensus clinical diagnostic criteria. It is therefore of great clinical need to identify a biomarker that can distinguish FTD from AD and control individuals, and potentially further differentiate between FTD pathological subtypes. We conducted a metabolomic analysis on post-mortem human brain tissue from three regions: cerebellum, frontal cortex and occipital cortex from control, FTLD-TDP type A, type A-C9, type C and AD. Our results indicate that the brain subdivisions responsible for different functions show different metabolic patterns. We further explored the region-specific metabolic characteristics of different FTD subtypes and AD patients. Different FTD subtypes and AD share similar metabolic phenotypes in the cerebellum, but AD exhibited distinct metabolic patterns in the frontal and occipital regions compared to FTD. The identified brain region-specific metabolite biomarkers could provide a tool for distinguishing different FTD subtypes and AD and provide the first insights into the metabolic changes of FTLD-TDP type A, type A-C9, type C and AD in different regions of the brain. The importance of protein arginine methylation in neurodegenerative disease has come to light, so we investigated whether the arginine methylation level contributes to disease pathogenesis. Our findings provide new insights into the relationship between arginine methylation and metabolic changes in FTD subtypes and AD that could be further explored, to study the molecular mechanism of pathogenesis.",36581185,,10.1016/j.pneurobio.2022.102400,2
[Development of peptide binder design method for disease-related phase separation proteins],"Neurodegenerative diseases such as dementia and Alzheimer's disease are caused by liquid-liquid phase separation (LLPS) proteins. LLPS is a phenomenon in which a dense liquid phase of proteins is formed in a liquid phase in which proteins are dispersed at a low concentration. The concentrated proteins enable highly efficient chemical reactions, but at the same time, there is a risk of forming insoluble aggregates that cause diseases. In fact, neurodegenerative disease-related proteins form insoluble aggregates, which cause great damage to nerves, resulting in memory and motor disorders. Drug discovery requires the design of drug candidates that can strongly bind to the intrinsically disordered region of a phase-separated protein and control the phase-separated state. This paper mainly introduces our research on peptide design that binds to phase-separated proteins. For peptide drug discovery, it is necessary to efficiently search for drug candidates among a huge number of peptides. As an efficient search method for peptides that control phase-separated proteins, we searched for amino acids that can control liquid-liquid phase separation, and devised a method for designing peptides containing effective amino acids. It was demonstrated that this method can be used to control the LLPS and solid aggregate formation of the neurodegenerative disease-related protein FUS. Furthermore, we devised a method for rationally designing a peptide that binds complementarily to the intrinsically disordered region of the target, and demonstrated the functional control of the cancer disease-related protein p53. Finally, we discuss the possibility of peptide drug discovery for disease-related LLPS proteins.",36328544,,10.1254/fpj.22016,0
Design and synthesis of astatinated benzothiazole compounds for their potential use in Targeted Alpha Therapy (TAT) strategies to treat Alzheimer's disease-associated amyloid plaques,"Alzheimer's disease (AD) is a terminal neurodegenerative disease characterized by the buildup of amyloid fibrils, amorphous aggregates and tauopathies. Several treatment modalities, which rely on various biological processes to reduce disease burden, have been largely ineffective at treating Alzheimer's disease. Targeted alpha therapy (TAT) has demonstrated positive results in the treatment of cancer. Benzothiazole derivatives have been successfully shown to target these plaques and are used in several imaging applications. One such derivative, Flutemetamol (VizamylTM) is an FDA approved diagnostic tool for PET imaging of AD-associated plaques. We report the radiolabeling of benzothiazole derivatives with211At, a 7.2 h alpha emitting radionuclide, using a copper catalyzed reaction with a boronic acid precursor molecule. Our final compound [211At]3'-At-PIB-OMe had a radiochemical yield of 55% and was found to be stable for at least 3 h in phosphate buffered saline.",36403554,,10.1016/j.apradiso.2022.110555,0
Ferroptotic Potency of ISM1 Expression in the Drug-Induced Alzheimer's Disease-Like Phenotype Under the Influence of Betulin,"Background:Alzheimer's disease (AD) is a progressive neurodegenerative disease characterized by two main pathological mechanisms, mostly hyperphosphorylated tau and amyloid-β toxicity. Although many studies focus on these basic mechanisms, ferroptosis draws attention as an important pathway responsible for neurodegeneration in AD. There is no definitive treatment for AD but alternative phytochemicals to drugs come into prominence. Betulin is usually obtained from the birch tree. It is an abundant triterpene and has a high antioxidant capacity. Isthmin-1 (ISM1) is a secreted adipokine.Objective:In this study, we investigated the potential treatment of AD in the ferroptosis-ISM1-betulin triangle.Methods:For this, we created an AD model with okadaic acid (200 ng/kg)) in 36 Wistar albino male rats and treated with betulin (20 mg/kg/day, i.p). We evaluated ISM1 gene expression, iron accumulation, and total oxidative metabolism parameters (TAS, TOS, OSI) in hippocampal tissue. We analyzed cognitive recovery in AD with Morris Water Maze Test and general locomotor activity, explore, and anti-anxiolytic effect with Open Field Test.Results:We compared the obtained data with metabolic and genetic results. In conclusion, betulin may have a role in neuronal ferroptotic mechanisms by reducing iron accumulation by ISM1 regulation.Conclusions:Betulin may have a role in neuronal ferroptotic mechanisms by reducing iron accumulation by ISM1 regulation. Although this study suggests the corrective effect of betulin and ISM1 on cognitive gain and anxiety, it is the first study to show the total antioxidant capacity of betulin in AD.",37980676,,10.3233/JAD-230940,0
Automated age- and sex-specific volumetric estimation of regional brain atrophy: workflow and feasibility,"Objectives:An automated workflow for age- and sex-specific estimation of regional brain volume changes from structural MRI relative to a standard population is presented and evaluated for feasibility.Methods:T1w MRI scans are preprocessed in a standardized way comprising gray matter (GM) segmentation, normalization, modulation, and spatial smoothing. Resulting GM images are then compared to precomputed age- and sex-specific GM templates derived from the population-based Nathan Kline Institute Rockland Sample, and voxel-wise z-maps are compiled. z-maps are color-coded and fused with the subject's T1w images. The rate of technical success of the proposed workflow was evaluated in 1330 subjects of the Alzheimer's Disease Neuroimaging Initiative (ADNI). Furthermore, medial temporal atrophy (MTA) was assessed using the color-coded maps and with the MTA visual rating scale in these subjects. Sensitivities and specificity of color-coded maps and MTA scale were compared using McNemar's test.Results:One test dataset was excluded due to severe motion artifacts. Out of the remaining 1329 datasets, atrophy map generation was successful in 1323 ADNI subjects (99.5%). Sensitivity for AD diagnosis (71.4 % vs. 53.3%, p < 0.0001 for left; 70.4% vs. 55.3%, p < 0.0001 for right hemisphere) and for MCI (45.4% vs. 17.4, p < 0.0001 for left; 43.5% vs. 14.6%, p < 0.0001 for right hemisphere) based on medial temporal atrophy assessment in color-coded maps was significantly higher than for MTA visual rating scale, while specificity was lower (78.4% vs. 93.8%, p < 0.0001 for left; 79.4% vs. 95.8%, p < 0.0001 for right hemisphere). The workflow is named veganbagel and is published as open-source software with an integrated PACS interface.Conclusions:Automated brain volume change estimation with the proposed workflow is feasible and technically dependable. It provides high potential for radiologic assessment of brain volume changes and neurodegenerative diseases.Key points:• A workflow combining techniques from voxel-based morphometry and population-based neuroimaging data is feasible and technically highly dependable. • The workflow is provided as open-source software, named veganbagel. • Sensitivity of medial temporal atrophy assessment in atrophy maps from veganbagel exceeds the sensitivity of MTA visual rating scale for the diagnosis of Alzheimer's disease.",32852588,PMC7813701,10.1007/s00330-020-07196-8,10
"Interrelations of Alzheimer´s disease candidate biomarkers neurogranin, fatty acid-binding protein 3 and ferritin to neurodegeneration and neuroinflammation","There is growing evidence that promising biomarkers of inflammation in Alzheimer´s disease (AD) and other neurodegenerative diseases correlate strongest to levels of tau or neurofilament, indicating an inflammatory response to neuronal damage or death. To test this hypothesis, we investigated three AD candidate markers (ferritin, fatty acid binding protein 3 (FABP-3), and neurogranin) in interrelation to established AD and inflammatory protein markers. We further aimed to determine if such interrelations would be evident in pathological subjects only or also under non-pathological circumstances. Cerebrospinal fluid levels of the three proteins were quantified in samples from the University Clinic of Bonn (UKB) Department of Neurodegenerative Diseases & Geriatric Psychiatry, Germany. Data were analyzed based on clinical or biomarker-defined stratification of subjects with adjustment for covariates age, sex, and APOE status. Levels of ferritin, FABP-3 and neurogranin were elevated in subjects with pathological levels of t-tau independent of beta-amyloid status. The three markers correlated with each other, tau isoforms, age, and those inflammatory markers previously described as related to neurodegeneration, predominantly sTREM2, macrophage migration inhibitory factor, soluble vascular endothelial growth factor receptor, soluble vascular cell adhesion molecule 1 (sVCAM-1), and C1q. These interrelations existed in subjects with pathological and sub-pathological tau levels, in particular for FABP-3 and neurogranin. Relations to ferritin were independent of absolute levels of tau, too, but showed differing trajectories between pathological and non-pathological subjects. A specific set of inflammatory markers is highly related to markers of neuronal damage such as tau, neurogranin, or FABP-3. These proteins could be used as readouts of the inflammatory response during the neurodegeneration phase of AD.",32894885,,10.1111/jnc.15175,10
The Use of Data Collection and Big Data Analysis in Neurodegenerative Disease Prevention,"Data collection and analysis is becoming more and more important in our everyday lives. It is widely believed that with the power of data collection, almost every problem can be given a possible solution. Machine learning and artificial intelligence algorithms along with the use of the Alzheimer's Disease Neuroimaging Initiative (ADNI) database that collects data from subjects suffering from Alzheimer's disease (AD) can be utilised for recognising biomarkers' patterns that suggest degenerative behavior. Thus, allowing for early prevention. Computers are able to distinguish patterns over millions of data faster than humans can. The suggested methodology will be able to precisely find subjects that might suffer from such diseases due to certain patterns and biomarkers that suggest such predisposition at an early and thus treatable stage of the disease. Due to the quantity of the data collected, an algorithm will be able to distinguish even the slightest change in a healthy neuron in order to treat it. Other databases can be used for other diseases without the concept being changed.",34973023,,10.1007/978-3-030-78775-2_21,0
The regulatory role of non-coding RNAs and their interactions with phytochemicals in neurodegenerative diseases: a systematic review,"Neurodegenerative diseases (NDDs) are on the rise in the world. Therefore, it is a critical issue to reveal the precise pathophysiological mechanisms and novel therapeutic strategies to deal with such conditions. Passing through different mechanisms, non-coding RNAs (ncRNAs) play a pivotal role in NDDs through various mechanisms, by changing the expression of some genes, interference with protein translation and alterations in some signaling pathways. It urges the need to introduce novel strategies and therapeutic agents with multi-targeting potentials. Phytochemicals are hopeful antioxidants and anti-inflammatory agents with promising modulatory roles on dysregulated signaling pathways and protein translation during NDDs. In this study, the role of ncRNAs (e.g. lncRNAs, miRNA, siRNAs and piRNAs) was highlighted in NDDs. This study also aimed to investigate the role of phytochemicals (phenolic compounds, alkaloids, terpenoids and sulfur compounds) in the modulation of ncRNAs during NDDs such as Alzheimer's disease, Parkinson's disease, epilepsy, depression and amyotrophic lateral sclerosis.",36722043,,10.1093/bfgp/elac055,2
Antibody recognizing 4-sulfated chondroitin sulfate proteoglycans restores memory in tauopathy-induced neurodegeneration,"Chondroitin sulfate proteoglycans (CSPGs) are the main active component of perineuronal nets (PNNs). Digestion of the glycosaminoglycan chains of CSPGs with chondroitinase ABC or transgenic attenuation of PNNs leads to prolongation of object recognition memory and activation of various forms of plasticity in the adult central nervous system. The inhibitory properties of the CSPGs depend on the pattern of sulfation of their glycosaminoglycans, with chondroitin 4-sulfate (C4S) being the most inhibitory form. In this study, we tested a number of candidates for functional blocking of C4S, leading to selection of an antibody, Cat316, which specifically recognizes C4S and blocks its inhibitory effects on axon growth. It also partly blocks binding of semaphorin 3A to PNNs and attenuates PNN formation. We asked whether injection of Cat316 into the perirhinal cortex would have the same effects on memory as chondroitinase ABC treatment. We found that masking C4S with the Cat316 antibody extended long-term object recognition memory in normal wild-type mice to 24 hours, similarly to chondroitinase or transgenic PNN attenuation. We then tested Cat316 for restoration of memory in a neurodegeneration model. Mice expressing tau with the P301S mutation showed profound loss of object recognition memory at 4 months of age. Injection of Cat316 into the perirhinal cortex normalized object recognition at 3 hours in P301S mice. These data indicate that Cat316 binding to C4S in the extracellular matrix can restore plasticity and memory in the same way as chondroitinase ABC digestion. Our results suggest that antibodies to C4S could be a useful therapeutic to restore memory function in neurodegenerative disorders.",28890301,,10.1016/j.neurobiolaging.2017.08.002,33
Gene Expression Profiling as a Novel Diagnostic Tool for Neurodegenerative Disorders,"There is a lack of effective diagnostic biomarkers for neurodegenerative disorders (NDDs). Here, we established gene expression profiles for diagnosing Alzheimer's disease (AD), Parkinson's disease (PD), and vascular (VaD)/mixed dementia. Patients with AD had decreased APOE, PSEN1, and ABCA7 mRNA expression. Subjects with VaD/mixed dementia had 98% higher PICALM mRNA levels, but 75% lower ABCA7 mRNA expression than healthy individuals. Patients with PD and PD-related disorders showed increased SNCA mRNA levels. There were no differences in mRNA expression for OPRK1, NTRK2, and LRRK2 between healthy subjects and NDD patients. APOE mRNA expression had high diagnostic accuracy for AD, and moderate accuracy for PD and VaD/mixed dementia. PSEN1 mRNA expression showed promising accuracy for AD. PICALM mRNA expression was less accurate as a biomarker for AD. ABCA7 and SNCA mRNA expression showed high-to-excellent diagnostic accuracy for AD and PD, and moderate-to-high accuracy for VaD/mixed dementia. The APOE E4 allele reduced APOE expression in patients with different APOE genotypes. There was no association between PSEN1, PICALM, ABCA7, and SNCA gene polymorphisms and expression. Our study suggests that gene expression analysis has diagnostic value for NDDs and provides a liquid biopsy alternative to current diagnostic methods.",36982820,PMC10057696,10.3390/ijms24065746,2
Pronounced impairment of everyday skills and self-care in posterior cortical atrophy,"Posterior cortical atrophy (PCA) is a neurodegenerative syndrome characterized by progressive visual dysfunction and parietal, occipital, and occipitotemporal atrophy. The aim of this study was to compare the impact of PCA and typical Alzheimer's disease (tAD) on everyday functional abilities and neuropsychiatric status. The Cambridge Behavioural Inventory-Revised was given to carers of 32 PCA and 71 tAD patients. PCA patients showed significantly greater impairment in everyday skills and self-care while the tAD group showed greater impairment in aspects of memory and orientation, and motivation. We suggest that PCA poses specific challenges for those caring for people affected by the condition.",25096622,,10.3233/JAD-141071,12
An Alternative Approach to Study Primary Events in Neurodegeneration Using Ex Vivo Rat Brain Slices,"Despite numerous studies that attempt to develop reliable animal models which reflecting the primary processes underlying neurodegeneration, very few have been widely accepted. Here, we propose a new procedure adapted from the well-known ex vivo brain slice technique, which offers a closer in vivo-like scenario than in vitro preparations, for investigating the early events triggering cell degeneration, as observed in Alzheimer's disease (AD). This variation consists of simple and easily reproducible steps, which enable preservation of the anatomical cytoarchitecture of the selected brain region and its local functionality in a physiological milieu. Different anatomical areas can be obtained from the same brain, providing the opportunity to perform multiple experiments with the treatments in question in a site-, dose-, and time-dependent manner. Potential limitations which could affect the outcomes related to this methodology are related to the conservation of the tissue, i.e., the maintenance of its anatomical integrity during the slicing and incubation steps and the section thickness, which can influence the biochemical and immunohistochemical analysis. This approach can be employed for different purposes, such as exploring molecular mechanisms involved in physiological or pathological conditions, drug screening, or dose-response assays. Finally, this protocol could also reduce the number of animals employed in behavioral studies. The application reported here has been recently described and tested for the first time on ex vivo rat brain slices containing the basal forebrain (BF), which is one of the cerebral regions primarily affected in AD. Specifically, it has been demonstrated that the administration of a toxic peptide derived from the C-terminus of acetylcholinesterase (AChE) could prompt an AD-like profile, triggering, along the antero-posterior axis of the BF, a differential expression of proteins altered in AD, such as the alpha7 nicotinic receptor (α7-nAChR), phosphorylated Tau (p-Tau), and amyloid beta (Aβ).",29708553,PMC5933479,10.3791/57507,4
[Multifunctional ligands--a new approach in the search for drugs against multi-factorial diseases],"Selective drugs directed at a single biological target often prove ineffective in the treatment of diseases with a complex pathomechanism, e.g. Alzheimer's disease (AD). This situation prompts researchers to design multi-target-directed ligands (MTDLs), capable of interacting with a number of selected biological targets. The paper outlines the concept of the multi-target-directed ligand design and examples of its use in the search of a cure for AD. In the knowledge-based approach for designing MTDLs, selective ligands of different targets are combined in one molecule. In the screening-based approach, libraries of compounds are screened against selected targets, which allows one to find molecules with a desirable pharmacological profile. It is also possible to obtain multifunctional ligands by performing optimization of a drug with known side activity and transforming it into the main activity, with a simultaneous decrease or complete removal of the original activity. The type of biological targets and applied MTDL design strategy affect the physicochemical and pharmacokinetic properties of the resulting molecules. AD is a multifactorial neurodegenerative disease of the central nervous system associated with the formation of neurofibrillary tangles within neurons, formed by the hyperphosphorylated τ proteins, and extracellular β-amyloid deposits (senile plaques). Current AD therapy comprises symptomatic drugs that enhance cholinergic neurotransmission or inhibit glutamate receptors. The literature provides numerous examples of compounds which proved in in vitro tests to be multifunctional ligands. Most of them are derivatives of cholinesterase-inhibiting drugs, also capable of inhibiting the aggregation of Aβ and showing neuroprotective effects in Aβ-induced cytotoxicity assays.",27259214,,,4
Neuronal activity induces symmetry breaking in neurodegenerative disease spreading,"Dynamical systems on networks typically involve several dynamical processes evolving at different timescales. For instance, in Alzheimer's disease, the spread of toxic protein throughout the brain not only disrupts neuronal activity but is also influenced by neuronal activity itself, establishing a feedback loop between the fast neuronal activity and the slow protein spreading. Motivated by the case of Alzheimer's disease, we study the multiple-timescale dynamics of a heterodimer spreading process on an adaptive network of Kuramoto oscillators. Using a minimal two-node model, we establish that heterogeneous oscillatory activity facilitates toxic outbreaks and induces symmetry breaking in the spreading patterns. We then extend the model formulation to larger networks and perform numerical simulations of the slow-fast dynamics on common network motifs and on the brain connectome. The simulations corroborate the findings from the minimal model, underscoring the significance of multiple-timescale dynamics in the modeling of neurodegenerative diseases.",38740613,,10.1007/s00285-024-02103-x,0
Disruption of a RAC1-centred network is associated with Alzheimer's disease pathology and causes age-dependent neurodegeneration,"The molecular biological mechanisms of Alzheimer's disease (AD) involve disease-associated crosstalk through many genes and include a loss of normal as well as a gain of abnormal interactions among genes. A protein domain network (PDN) is a collection of physical bindings that occur between protein domains, and the states of the PDNs in patients with AD are likely to be perturbed compared to those in normal healthy individuals. To identify PDN changes that cause neurodegeneration, we analysed the PDNs that occur among genes co-expressed in each of three brain regions at each stage of AD. Our analysis revealed that the PDNs collapsed with the progression of AD stage and identified five hub genes, including Rac1, as key players in PDN collapse. Using publicly available as well as our own gene expression data, we confirmed that the mRNA expression level of the RAC1 gene was downregulated in the entorhinal cortex (EC) of AD brains. To test the causality of these changes in neurodegeneration, we utilized Drosophila as a genetic model and found that modest knockdown of Rac1 in neurons was sufficient to cause age-dependent behavioural deficits and neurodegeneration. Finally, we identified a microRNA, hsa-miR-101-3p, as a potential regulator of RAC1 in AD brains. As the Braak neurofibrillary tangle (NFT) stage progressed, the expression levels of hsa-miR-101-3p were increased specifically in the EC. Furthermore, overexpression of hsa-miR-101-3p in the human neuronal cell line SH-SY5Y caused RAC1 downregulation. These results highlight the utility of our integrated network approach for identifying causal changes leading to neurodegeneration in AD.",31942999,PMC7191305,10.1093/hmg/ddz320,18
Cerebrospinal Fluid Level of Aquaporin4: A New Window on Glymphatic System Involvement in Neurodegenerative Disease?,"Aquaporin4 (AQP4) is a water channel protein located at astrocyte foot processes that plays a role in glymphatic system, a highly organized fluid transport pathway which seems to be involved in Alzheimer's disease (AD) and normal pressure hydrocephalus (NPH) pathophysiology. Cerebrospinal fluid (CSF) AQP4 levels were determined in 11 patients with AD, 10 patients with NPH, and 9 controls. We found significantly reduced AQP4 in AD patients, a trend in reduction in NPH patients, and a correlation between AQP4 and amyloid-β CSF levels. This study indicates the potential role of AQP4 and glymphatic system in neurodegenerative diseases pathophysiology.",31156164,,10.3233/JAD-190119,15
"Classic Prescription, Kai-Xin-San, Ameliorates Alzheimer's Disease as an Effective Multitarget Treatment: From Neurotransmitter to Protein Signaling Pathway","Alzheimer's disease (AD) is a widespread neurodegenerative disease caused by complicated disease-causing factors. Unsatisfactorily, curative effects of approved anti-AD drugs were not good enough due to their actions on single-target, which led to desperate requirements for more effective drug therapies involved in multiple pathomechanisms of AD. The anti-AD effect with multiple action targets of Kai-Xin-San (KXS), a classic prescription initially recorded inBei Ji Qian Jin Yao Fangand applied in the treatment of dementia for thousands of years, was deciphered with modern biological methods in our study. Aβ25-35and D-gal-induced AD rats and Aβ25-35-induced PC12 cells were applied to establish AD models. KXS could significantly improve cognition impairment by decreasing neurotransmitter loss and enhancing the expression of PI3K/Akt. For the first time, KXS was confirmed to improve the expression of PI3K/Akt by neurotransmitter 5-HT. Thereinto, PI3K/Akt could further inhibit Tau hyperphosphorylation as well as the apoptosis induced by oxidative stress and neuroinflammation. Moreover, all above-mentioned effects were verified and blocked by PI3K inhibitor, LY294002, in Aβ25-35-induced PC12 cells, suggesting the precise regulative role of KXS in the PI3K/Akt pathway. The utilization and mechanism elaboration of KXS have been proposed and dissected in the combination of animal, molecular, and protein strategies. Our results demonstrated that KXS could ameliorate AD by regulating neurotransmitter and PI3K/Akt signal pathway as an effective multitarget treatment so that the potential value of this classic prescription could be explored from a novel perspective.",31354916,PMC6636599,10.1155/2019/9096409,13
Capillary dysfunction is associated with symptom severity and neurodegeneration in Alzheimer's disease,"Introduction:We examined whether cortical microvascular blood volume and hemodynamics in Alzheimer's disease (AD) are consistent with tissue hypoxia and whether they correlate with cognitive performance and the degree of cortical thinning.Methods:Thirty-two AD patients underwent cognitive testing, structural magnetic resonance imaging (MRI), and perfusion MRI at baseline and after 6 months. We measured cortical thickness, microvascular cerebral blood volume (CBV), cerebral blood flow (CBF), mean transit time (MTT), and capillary transit time heterogeneity (CTH) and estimated tissue oxygen tension (PtO2).Results:At baseline, poor cognitive performance and regional cortical thinning correlated with lower CBF and CBV, with higher MTT and CTH and with low PtO2across the cortex. Cognitive decline over time was associated with increasing whole brain relative transit time heterogeneity (RTH = CTH/MTT).Discussion:Our results confirm the importance of microvascular pathology in AD. Deteriorating microvascular hemodynamics may cause hypoxia, which is known to precipitate amyloid retention.",28343848,,10.1016/j.jalz.2017.02.007,48
A roadmap for investigating the role of the prion protein in depression associated with neurodegenerative disease,"The physiological properties of the native, endogenous prion protein (PrP(C)) is a matter of concern, due to its pleiotropic functions and links to neurodegenerative disorders and cancer. In line with our hypothesis that the basic function of PrP(C) is to serve as a cell surface scaffold for the assembly of signaling modules, multiple interactions have been identified of PrP(C) with signaling molecules, including neurotransmitter receptors. We recently reported evidence that PrP(C) may modulate monoaminergic neurotransmission, as well as depressive-like behavior in mice. Here, we discuss how those results, together with a number of other studies, including our previous demonstration that both inflammatory and behavioral stress modulate PrP(C) content in neutrophils, suggest a distributed role of PrP(C) in clinical depression and inflammation associated with neurodegenerative diseases. An overarching understanding of the multiple interventions of PrP(C) upon physiological events may both shed light on the pathogenesis of, as well as help the identification of novel therapeutic targets for clinical depression, Prion and Alzheimer's Diseases.",27057694,PMC4981214,10.1080/19336896.2016.1152437,2
How to Assess Executive Functions in a Low-Educated and Multicultural Population Using a Switching Verbal Fluency Test (the TFA-93) in Neurodegenerative Diseases?,"Few neuropsychological tests are available to assess executive dysfunction in low-educated and multicultural populations. To address this issue, the TFA-93, a switching verbal fluency test to assess cognitive flexibility, was administered to 70 healthy controls, 57 patients with a clinical diagnosis of Alzheimer's disease, and 21 with a clinical diagnosis of a neurodegenerative disease associated with frontal disorders. Most of the participants were low-educated and nonnative French speakers. The TFA-93 comprises 2 categorical fluency tasks (animals and fruits) and a fluency task in which participants have to switch between animals and fruits. Correct responses and errors were collected, and a flexibility index expressed the switching cost. Results showed that correct responses were lower, and the switching cost was greater in both patient groups. In low-educated and multicultural populations, the TFA-93 seems to be a good alternative to assess flexibility compared to the standard neuropsychological tools based on academic abilities.",30827122,PMC10653371,10.1177/1533317519833844,4
"Microtubule-Stabilizing 1,2,4-Triazolo[1,5-a]pyrimidines as Candidate Therapeutics for Neurodegenerative Disease: Matched Molecular Pair Analyses and Computational Studies Reveal New Structure-Activity Insights","Microtubule (MT)-stabilizing 1,2,4-triazolo[1,5-a]pyrimidines (TPDs) hold promise as candidate therapeutics for Alzheimer's disease (AD) and other neurodegenerative conditions. However, depending on the choice of substituents around the TPD core, these compounds can elicit markedly different cellular phenotypes that likely arise from the interaction of TPD congeners with either one or two spatially distinct binding sites within tubulin heterodimers (i.e., the seventh site and the vinca site). In the present study, we report the design, synthesis, and evaluation of a series of new TPD congeners, as well as matched molecular pair analyses and computational studies, that further elucidate the structure-activity relationships of MT-active TPDs. These studies led to the identification of novel MT-normalizing TPD candidates that exhibit favorable ADME-PK, including brain penetration and oral bioavailability, as well as brain pharmacodynamic activity.",36534051,PMC9841533,10.1021/acs.jmedchem.2c01411,5
