Title,Abstract,PMID,PMCID,DOI,Cited Number,relevance_score,cited_Normalized,final_score
Sequencing DNA with nanopores: Troubles and biases,"Oxford Nanopore Technologies' (ONT) long read sequencers offer access to longer DNA fragments than previous sequencer generations, at the cost of a higher error rate. While many papers have studied read correction methods, few have addressed the detailed characterization of observed errors, a task complicated by frequent changes in chemistry and software in ONT technology. The MinION sequencer is now more stable and this paper proposes an up-to-date view of its error landscape, using the most mature flowcell and basecaller. We studied Nanopore sequencing error biases on both bacterial and human DNA reads. We found that, although Nanopore sequencing is expected not to suffer from GC bias, it is a crucial parameter with respect to errors. In particular, low-GC reads have fewer errors than high-GC reads (about 6% and 8% respectively). The error profile for homopolymeric regions or regions with short repeats, the source of about half of all sequencing errors, also depends on the GC rate and mainly shows deletions, although there are some reads with long insertions. Another interesting finding is that the quality measure, although over-estimated, offers valuable information to predict the error rate as well as the abundance of reads. We supplemented this study with an analysis of a rapeseed RNA read set and shown a higher level of errors with a higher level of deletion in these data. Finally, we have implemented an open source pipeline for long-term monitoring of the error profile, which enables users to easily compute various analysis presented in this work, including for future developments of the sequencing device. Overall, we hope this work will provide a basis for the design of better error-correction methods.",34597327,PMC8486125,10.1371/journal.pone.0257521,132,0.34037554264068604,0.9565217391304348,0.5868340212365856
Unraveling metagenomics through long-read sequencing: a comprehensive review,"The study of microbial communities has undergone significant advancements, starting from the initial use of 16S rRNA sequencing to the adoption of shotgun metagenomics. However, a new era has emerged with the advent of long-read sequencing (LRS), which offers substantial improvements over its predecessor, short-read sequencing (SRS). LRS produces reads that are several kilobases long, enabling researchers to obtain more complete and contiguous genomic information, characterize structural variations, and study epigenetic modifications. The current leaders in LRS technologies are Pacific Biotechnologies (PacBio) and Oxford Nanopore Technologies (ONT), each offering a distinct set of advantages. This review covers the workflow of long-read metagenomics sequencing, including sample preparation (sample collection, sample extraction, and library preparation), sequencing, processing (quality control, assembly, and binning), and analysis (taxonomic annotation and functional annotation). Each section provides a concise outline of the key concept of the methodology, presenting the original concept as well as how it is challenged or modified in the context of LRS. Additionally, the section introduces a range of tools that are compatible with LRS and can be utilized to execute the LRS process. This review aims to present the workflow of metagenomics, highlight the transformative impact of LRS, and provide researchers with a selection of tools suitable for this task.",38282030,PMC10823668,10.1186/s12967-024-04917-1,4,0.340046763420105,0.2842809364548495,0.3177404326340028
Overcoming uncollapsed haplotypes in long-read assemblies of non-model organisms,"Background:Long-read sequencing is revolutionizing genome assembly: as PacBio and Nanopore technologies become more accessible in technicity and in cost, long-read assemblers flourish and are starting to deliver chromosome-level assemblies. However, these long reads are usually error-prone, making the generation of a haploid reference out of a diploid genome a difficult enterprise. Failure to properly collapse haplotypes results in fragmented and structurally incorrect assemblies and wreaks havoc on orthology inference pipelines, yet this serious issue is rarely acknowledged and dealt with in genomic projects, and an independent, comparative benchmark of the capacity of assemblers and post-processing tools to properly collapse or purge haplotypes is still lacking.Results:We tested different assembly strategies on the genome of the rotifer Adineta vaga, a non-model organism for which high coverages of both PacBio and Nanopore reads were available. The assemblers we tested (Canu, Flye, NextDenovo, Ra, Raven, Shasta and wtdbg2) exhibited strikingly different behaviors when dealing with highly heterozygous regions, resulting in variable amounts of uncollapsed haplotypes. Filtering reads generally improved haploid assemblies, and we also benchmarked three post-processing tools aimed at detecting and purging uncollapsed haplotypes in long-read assemblies: HaploMerger2, purge_haplotigs and purge_dups.Conclusions:We provide a thorough evaluation of popular assemblers on a non-model eukaryote genome with variable levels of heterozygosity. Our study highlights several strategies using pre and post-processing approaches to generate haploid assemblies with high continuity and completeness. This benchmark will help users to improve haploid assemblies of non-model organisms, and evaluate the quality of their own assemblies.",34090340,PMC8178825,10.1186/s12859-021-04118-3,24,0.338733047246933,0.7090301003344481,0.48685186848193907
A New Way to Discover IRESs in Pathology or Stress Conditions? Harnessing Latest High-Throughput Technologies,"The cellular internal ribosomal entry site (IRES) is one of the most important elements to mediate cap-independent translational initiation, especially under conditions of stress and pathology. However, a high-throughput method to discover IRESs in these conditions is still lacking. Here, a possible way IRES long-read sequencing based on the latest high-throughput technologies is proposed to solve this problem. Based on this design, diversity and integrity of the transcriptome from original samples can be kept. The micro-environment that stimulates or inhibits IRES activity can also be mimicked. By using long read-length sequencing technology, additional experiments that are essential for ruling out the cryptic promoters or splicing events in routine IRES identification processes can be circumvented. It is hoped that this proposed methodology may be adopted for IRES element discovery, hence uncovering the full extent of the role of IRESs in disease, development, and stress. Also see the video abstract here https://youtu.be/JuWBbMzWXS8.",31909834,,10.1002/bies.201900180,0,0.33862367272377014,0.05351170568561873,0.22457888590850955
Fast Short Read De-Novo Assembly Using Overlap-Layout-Consensus Approach,"The de-novo genome assembly is a challenging computational problem for which several pipelines have been developed. The advent of long-read sequencing technology has resulted in a new set of algorithmic approaches for the assembly process. In this work, we identify that one of these new and fast long-read assembly techniques (using Minimap2 and Miniasm) can be modified for the short-read assembly process. This possibility motivated us to customize a long-read assembly approach for applications in a short-read assembly scenario. Here, we compare and contrast our proposed de-novo assembly pipeline (MiniSR) with three other recently developed programs for the assembly of bacterial and small eukaryotic genomes. We have documented two trade-offs: one between speed and accuracy and the other between contiguity and base-calling errors. Our proposed assembly pipeline shows a good balance in these trade-offs. The resulting pipeline is 6 and 2.2 times faster than the short-read assemblers Spades and SGA, respectively. MiniSR generates assemblies of superior N50 and NGA50 to SGA, although assemblies are less complete and accurate than those from Spades. A third tool, SOAPdenovo2, is as fast as our proposed pipeline but had poorer assembly quality.",30307874,,10.1109/TCBB.2018.2875479,3,0.3385143280029297,0.23745819397993312,0.2980918743937311
Information-optimal genome assembly via sparse read-overlap graphs,"Motivation:In the context of third-generation long-read sequencing technologies, read-overlap-based approaches are expected to play a central role in the assembly step. A fundamental challenge in assembling from a read-overlap graph is that the true sequence corresponds to a Hamiltonian path on the graph, and, under most formulations, the assembly problem becomes NP-hard, restricting practical approaches to heuristics. In this work, we avoid this seemingly fundamental barrier by first setting the computational complexity issue aside, and seeking an algorithm that targets information limits In particular, we consider a basic feasibility question: when does the set of reads contain enough information to allow unambiguous reconstruction of the true sequence?Results:Based on insights from this information feasibility question, we present an algorithm-the Not-So-Greedy algorithm-to construct a sparse read-overlap graph. Unlike most other assembly algorithms, Not-So-Greedy comes with a performance guarantee: whenever information feasibility conditions are satisfied, the algorithm reduces the assembly problem to an Eulerian path problem on the resulting graph, and can thus be solved in linear time. In practice, this theoretical guarantee translates into assemblies of higher quality. Evaluations on both simulated reads from real genomes and a PacBio Escherichia coli K12 dataset demonstrate that Not-So-Greedy compares favorably with standard string graph approaches in terms of accuracy of the resulting read-overlap graph and contig N50.Availability:Available at github.com/samhykim/nsgContact:courtade@eecs.berkeley.edu or dntse@stanford.eduSupplementary information:Supplementary data are available at Bioinformatics online.",27587667,,10.1093/bioinformatics/btw450,7,0.3384050130844116,0.39464882943143814,0.3609025396232222
Detecting a long insertion variant in SAMD12 by SMRT sequencing: implications of long-read whole-genome sequencing for repeat expansion diseases,"Long-read sequencing technology is now capable of reading single-molecule DNA with an average read length of more than 10 kb, fully enabling the coverage of large structural variations (SVs). This advantage may pave the way for the detection of unprecedented SVs as well as repeat expansions. Pathogenic SVs of only known genes used to be selectively analyzed based on prior knowledge of target DNA sequence. The unbiased application of long-read whole-genome sequencing (WGS) for the detection of pathogenic SVs has just begun. Here, we apply PacBio SMRT sequencing in a Japanese family with benign adult familial myoclonus epilepsy (BAFME). Our SV selection of low-coverage WGS data (7Ã) narrowed down the candidates to only six SVs in a 7.16-Mb region of the BAFME1 locus and correctly determined an approximately 4.6-kb SAMD12 intronic repeat insertion, which is causal of BAFME1. These results indicate that long-read WGS is potentially useful for evaluating all of the known SVs in a genome and identifying new disease-causing SVs in combination with other genetic methods to resolve the genetic causes of currently unexplained diseases.",30559482,,10.1038/s10038-018-0551-7,21,0.3380771279335022,0.6722408026755853,0.47174259783033545
Opportunities and tradeoffs in single-cell transcriptomic technologies,"Recent technological and algorithmic advances enable single-cell transcriptomic analysis with remarkable depth and breadth. Nonetheless, a persistent challenge is the compromise between the ability to profile high numbers of cells and the achievement of full-length transcript coverage. Currently, the field is progressing and developing new and creative solutions that improve cellular throughput, gene detection sensitivity and full-length transcript capture. Furthermore, long-read sequencing approaches for single-cell transcripts are breaking frontiers that have previously blocked full transcriptome characterization. We here present a comprehensive overview of available options for single-cell transcriptome profiling, highlighting the key advantages and disadvantages of each approach.",37953195,,10.1016/j.tig.2023.10.003,1,0.3379678428173065,0.13043478260869565,0.25495461873386216
Efficient iterative Hi-C scaffolder based on N-best neighbors,"Background:Efficient and effective genome scaffolding tools are still in high demand for generating reference-quality assemblies. While long read data itself is unlikely to create a chromosome-scale assembly for most eukaryotic species, the inexpensive Hi-C sequencing technology, capable of capturing the chromosomal profile of a genome, is now widely used to complete the task. However, the existing Hi-C based scaffolding tools either require a priori chromosome number as input, or lack the ability to build highly continuous scaffolds.Results:We design and develop a novel Hi-C based scaffolding tool, pin_hic, which takes advantage of contact information from Hi-C reads to construct a scaffolding graph iteratively based on N-best neighbors of contigs. Subsequent to scaffolding, it identifies potential misjoins and breaks them to keep the scaffolding accuracy. Through our tests on three long read based de novo assemblies from three different species, we demonstrate that pin_hic is more efficient than current standard state-of-art tools, and it can generate much more continuous scaffolds, while achieving a higher or comparable accuracy.Conclusions:Pin_hic is an efficient Hi-C based scaffolding tool, which can be useful for building chromosome-scale assemblies. As many sequencing projects have been launched in the recent years, we believe pin_hic has potential to be applied in these projects and makes a meaningful contribution.",34837944,PMC8627104,10.1186/s12859-021-04453-5,8,0.3377494215965271,0.42474916387959866,0.3725493185097557
VeChat: correcting errors in long reads using variation graphs,"Error correction is the canonical first step in long-read sequencing data analysis. Current self-correction methods, however, are affected by consensus sequence induced biases that mask true variants in haplotypes of lower frequency showing in mixed samples. Unlike consensus sequence templates, graph-based reference systems are not affected by such biases, so do not mistakenly mask true variants as errors. We present VeChat, as an approach to implement this idea: VeChat is based on variation graphs, as a popular type of data structure for pangenome reference systems. Extensive benchmarking experiments demonstrate that long reads corrected by VeChat contain 4 to 15 (Pacific Biosciences) and 1 to 10 times (Oxford Nanopore Technologies) less errors than when being corrected by state of the art approaches. Further, using VeChat prior to long-read assembly significantly improves the haplotype awareness of the assemblies. VeChat is an easy-to-use open-source tool and publicly available at https://github.com/HaploKit/vechat .",36333324,PMC9636371,10.1038/s41467-022-34381-8,6,0.3364400565624237,0.3712374581939799,0.3503590172150462
A Comparison between Hi-C and 10X Genomics Linked Read Sequencing for Whole Genome Phasing in Hanwoo Cattle,"Until recently, genome-scale phasing was limited due to the short read sizes of sequence data. Though the use of long-read sequencing can overcome this limitation, they require extensive error correction. The emergence of technologies such as 10X genomics linked read sequencing and Hi-C which uses short-read sequencers along with library preparation protocols that facilitates long-read assemblies have greatly reduced the complexities of genome scale phasing. Moreover, it is possible to accurately assemble phased genome of individual samples using these methods. Therefore, in this study, we compared three phasing strategies which included two sample preparation methods along with the Long Ranger pipeline of 10X genomics and HapCut2 software, namely 10X-LG, 10X-HapCut2, and HiC-HapCut2 and assessed their performance and accuracy. We found that the 10X-LG had the best phasing performance amongst the method analyzed. They had the highest phasing rate (89.6%), longest adjusted N50 (1.24 Mb), and lowest switch error rate (0.07%). Moreover, the phasing accuracy and yield of the 10X-LG stayed over 90% for distances up to 4 Mb and 550 Kb respectively, which were considerably higher than 10X-HapCut2 and Hi-C Hapcut2. The results of this study will serve as a good reference for future benchmarking studies and also for reference-based imputation in Hanwoo.",32245072,PMC7140831,10.3390/genes11030332,0,0.33524200320243835,0.056856187290969896,0.22388767683785096
Rapid Nanopore Sequencing of Plasmids and Resistance Gene Detection in Clinical Isolates,"Recent advances in nanopore sequencing technology have led to a substantial increase in throughput and sequence quality. Together, these improvements may permit real-time benchtop genomic sequencing and antimicrobial resistance gene detection in clinical isolates. In this study, we evaluated workflows and turnaround times for a benchtop long-read sequencing approach in the clinical microbiology laboratory using the Oxford Nanopore Technologies MinION sequencer. We performed genomic and plasmid sequencing of three clinical isolates with both MinION and Illumina MiSeq, using different library preparation methods (2D and rapid 1D) with the goal of antimicrobial resistance gene detection. We specifically evaluated the advantages of using plasmid DNA for sequencing and the value of supplementing MinION sequences with MiSeq reads for increasing assembly accuracy. Resequencing of three plasmids in a referenceKlebsiella pneumoniaeisolate demonstrated â¼99% accuracy of draft MinION-only assembly and >99.9% accuracy of assembly polished with MiSeq reads. Plasmid DNA sequencing of previously uncharacterized clinical extended-spectrum Î²-lactamase (ESBL)-producingEscherichia coliandK. pneumoniaeisolates using MinION allowed successful identification of antimicrobial resistance genes in the draft assembly corresponding to all classes of observed plasmid-based phenotypic resistance. Importantly, use of plasmid DNA enabled lower depth sequencing, and assemblies sufficient for full antimicrobial resistance gene annotation were obtained with as few as 2,000 to 5,000 reads, which could be acquired in 20 min of sequencing. With a MinION-only workflow that balances accuracy against turnaround time, full annotation of plasmid resistance gene content could be obtained in under 6 h from a subcultured isolate, less time than traditional phenotypic susceptibility testing.",29021151,PMC5703817,10.1128/JCM.01069-17,56,0.3346981406211853,0.8729096989966555,0.5499827639713735
Resolving repeat families with long reads,"Background:Draft quality genomes for a multitude of organisms have become common due to the advancement of genome assemblers using long-read technologies with high error rates. Although current assemblies are substantially more contiguous than assemblies based on short reads, complete chromosomal assemblies are still challenging. Interspersed repeat families with multiple copy versions dominate the contig and scaffold ends of current long-read assemblies for complex genomes. These repeat families generally remain unresolved, as existing algorithmic solutions either do not scale to large copy numbers or can not handle the current high read error rates.Results:We propose novel repeat resolution methods for large interspersed repeat families and assess their accuracy on simulated data sets with various distinct repeat structures and on drosophila melanogaster transposons. Additionally, we compare our methods to an existing long read repeat resolution tool and show the improved accuracy of our method.Conclusions:Our results demonstrate the applicability of our methods for the improvement of the contiguity of genome assemblies.",31072311,PMC6506941,10.1186/s12859-019-2807-4,5,0.3346981406211853,0.3311036789297659,0.33326035594461756
Identification and characterization of occult human-specific LINE-1 insertions using long-read sequencing technology,"Long Interspersed Element-1 (LINE-1) retrotransposition contributes to inter- and intra-individual genetic variation and occasionally can lead to human genetic disorders. Various strategies have been developed to identify human-specific LINE-1 (L1Hs) insertions from short-read whole genome sequencing (WGS) data; however, they have limitations in detecting insertions in complex repetitive genomic regions. Here, we developed a computational tool (PALMER) and used it to identify 203 non-reference L1Hs insertions in the NA12878 benchmark genome. Using PacBio long-read sequencing data, we identified L1Hs insertions that were absent in previous short-read studies (90/203). Approximately 81% (73/90) of the L1Hs insertions reside within endogenous LINE-1 sequences in the reference assembly and the analysis of unique breakpoint junction sequences revealed 63% (57/90) of these L1Hs insertions could be genotyped in 1000 Genomes Project sequences. Moreover, we observed that amplification biases encountered in single-cell WGS experiments led to a wide variation in L1Hs insertion detection rates between four individual NA12878 cells; under-amplification limited detection to 32% (65/203) of insertions, whereas over-amplification increased false positive calls. In sum, these data indicate that L1Hs insertions are often missed using standard short-read sequencing approaches and long-read sequencing approaches can significantly improve the detection of L1Hs insertions present in individual genomes.",31853540,PMC7026601,10.1093/nar/gkz1173,44,0.33437204360961914,0.8294314381270903,0.5323958014166076
A comparison of methods for detecting DNA methylation from long-read sequencing of human genomes,"Background:Long-read sequencing can enable the detection of base modifications, such as CpG methylation, in single molecules of DNA. The most commonly used methods for long-read sequencing are nanopore developed by Oxford Nanopore Technologies (ONT) and single molecule real-time (SMRT) sequencing developed by Pacific Bioscience (PacBio). In this study, we systematically compare the performance of CpG methylation detection from long-read sequencing.Results:We demonstrate that CpG methylation detection from 7179 nanopore-sequenced DNA samples is highly accurate and consistent with 132 oxidative bisulfite-sequenced (oxBS) samples, isolated from the same blood draws. We introduce quality filters for CpGs that further enhance the accuracy of CpG methylation detection from nanopore-sequenced DNA, while removing at most 30% of CpGs. We evaluate the per-site performance of CpG methylation detection across different genomic features and CpG methylation rates and demonstrate how the latest R10.4 flowcell chemistry and base-calling algorithms improve methylation detection from nanopore sequencing. Additionally, we show how the methylation detection of 50 SMRT-sequenced genomes compares to nanopore sequencing and oxBS.Conclusions:This study provides the first systematic comparison of CpG methylation detection tools for long-read sequencing methods. We compare two commonly used computational methods for the detection of CpG methylation in a large number of nanopore genomes, including samples sequenced using the latest R10.4 nanopore flowcell chemistry and 50 SMRT sequenced samples. We provide insights into the strengths and limitations of each sequencing method as well as recommendations for standardization and evaluation of tools designed for genome-scale modified base detection using long-read sequencing.",38468278,PMC10929077,10.1186/s13059-024-03207-9,1,0.333720326423645,0.13377926421404682,0.25374390153980575
Long Reads Are Revolutionizing 20 Years of Insect Genome Sequencing,"The first insect genome assembly (Drosophila melanogaster) was published two decades ago. Today, nuclear genome assemblies are available for a staggering 601 insect species representing 20 orders. In this study, we analyzed the most-contiguous assembly for each species and provide a ""state-of-the-field"" perspective, emphasizing taxonomic representation, assembly quality, gene completeness, and sequencing technologies. Relative to species richness, genomic efforts have been biased toward four orders (Diptera, Hymenoptera, Collembola, and Phasmatodea), Coleoptera are underrepresented, and 11 orders still lack a publicly available genome assembly. The average insect genome assembly is 439.2 Mb in length with 87.5% of single-copy benchmarking genes intact. Most notable has been the impact of long-read sequencing; assemblies that incorporate long reads are â¼48Ã more contiguous than those that do not. We offer four recommendations as we collectively continue building insect genome resources: 1) seek better integration between independent research groups and consortia, 2) balance future sampling between filling taxonomic gaps and generating data for targeted questions, 3) take advantage of long-read sequencing technologies, and 4) expand and improve gene annotations.",34152413,PMC8358217,10.1093/gbe/evab138,39,0.33296075463294983,0.802675585284281,0.5208466868934822
MinIONâ¢ nanopore sequencing of environmental metagenomes: a synthetic approach,"Environmental metagenomic analysis is typically accomplished by assigning taxonomy and/or function from whole genome sequencing or 16S amplicon sequences. Both of these approaches are limited, however, by read length, among other technical and biological factors. A nanopore-based sequencing platform, MinIONâ¢, produces reads that are â¥1 Ã 104 bp in length, potentially providing for more precise assignment, thereby alleviating some of the limitations inherent in determining metagenome composition from short reads. We tested the ability of sequence data produced by MinION (R7.3 flow cells) to correctly assign taxonomy in single bacterial species runs and in three types of low-complexity synthetic communities: a mixture of DNA using equal mass from four species, a community with one relatively rare (1%) and three abundant (33% each) components, and a mixture of genomic DNA from 20 bacterial strains of staggered representation. Taxonomic composition of the low-complexity communities was assessed by analyzing the MinION sequence data with three different bioinformatic approaches: Kraken, MG-RAST, and One Codex. Results: Long read sequences generated from libraries prepared from single strains using the version 5 kit and chemistry, run on the original MinION device, yielded as few as 224 to as many as 3497 bidirectional high-quality (2D) reads with an average overall study length of 6000 bp. For the single-strain analyses, assignment of reads to the correct genus by different methods ranged from 53.1% to 99.5%, assignment to the correct species ranged from 23.9% to 99.5%, and the majority of misassigned reads were to closely related organisms. A synthetic metagenome sequenced with the same setup yielded 714 high quality 2D reads of approximately 5500 bp that were up to 98% correctly assigned to the species level. Synthetic metagenome MinION libraries generated using version 6 kit and chemistry yielded from 899 to 3497 2D reads with lengths averaging 5700 bp with up to 98% assignment accuracy at the species level. The observed community proportions for âequalâ and ârareâ synthetic libraries were close to the known proportions, deviating from 0.1% to 10% across all tests. For a 20-species mock community with staggered contributions, a sequencing run detected all but 3 species (each included at <0.05% of DNA in the total mixture), 91% of reads were assigned to the correct species, 93% of reads were assigned to the correct genus, and >99% of reads were assigned to the correct family. Conclusions: At the current level of output and sequence quality (just under 4 Ã 103 2D reads for a synthetic metagenome), MinION sequencing followed by Kraken or One Codex analysis has the potential to provide rapid and accurate metagenomic analysis where the consortium is comprised of a limited number of taxa. Important considerations noted in this study included: high sensitivity of the MinION platform to the quality of input DNA, high variability of sequencing results across libraries and flow cells, and relatively small numbers of 2D reads per analysis limit. Together, these limited detection of very rare components of the microbial consortia, and would likely limit the utility of MinION for the sequencing of high-complexity metagenomic communities where thousands of taxa are expected. Furthermore, the limitations of the currently available data analysis tools suggest there is considerable room for improvement in the analytical approaches for the characterization of microbial communities using long reads. Nevertheless, the fact that the accurate taxonomic assignment of high-quality reads generated by MinION is approaching 99.5% and, in most cases, the inferred community structure mirrors the known proportions of a synthetic mixture warrants further exploration of practical application to environmental metagenomics as the platform continues to develop and improve. With further improvement in sequence throughput and error rate reduction, this platform shows great promise for precise real-time analysis of the composition and structure of more complex microbial communities.",28327976,PMC5467020,10.1093/gigascience/gix007,48,0.33274388313293457,0.8528428093645485,0.5407834536255802
Strand-seq enables reliable separation of long reads by chromosome via expectation maximization,"Motivation:Current sequencing technologies are able to produce reads orders of magnitude longer than ever possible before. Such long reads have sparked a new interest in de novo genome assembly, which removes reference biases inherent to re-sequencing approaches and allows for a direct characterization of complex genomic variants. However, even with latest algorithmic advances, assembling a mammalian genome from long error-prone reads incurs a significant computational burden and does not preclude occasional misassemblies. Both problems could potentially be mitigated if assembly could commence for each chromosome separately.Results:To address this, we show how single-cell template strand sequencing (Strand-seq) data can be leveraged for this purpose. We introduce a novel latent variable model and a corresponding Expectation Maximization algorithm, termed SaaRclust, and demonstrates its ability to reliably cluster long reads by chromosome. For each long read, this approach produces a posterior probability distribution over all chromosomes of origin and read directionalities. In this way, it allows to assess the amount of uncertainty inherent to sparse Strand-seq data on the level of individual reads. Among the reads that our algorithm confidently assigns to a chromosome, we observed more than 99% correct assignments on a subset of Pacific Bioscience reads with 30.1Ã coverage. To our knowledge, SaaRclust is the first approach for the in silico separation of long reads by chromosome prior to assembly.Availability and implementation:https://github.com/daewoooo/SaaRclust.",29949971,PMC6022540,10.1093/bioinformatics/bty290,11,0.3324187397956848,0.5317725752508361,0.4121602739777453
Improved transcriptome assembly using a hybrid of long and short reads with StringTie,"Short-read RNA sequencing and long-read RNA sequencing each have their strengths and weaknesses for transcriptome assembly. While short reads are highly accurate, they are rarely able to span multiple exons. Long-read technology can capture full-length transcripts, but its relatively high error rate often leads to mis-identified splice sites. Here we present a new release of StringTie that performs hybrid-read assembly. By taking advantage of the strengths of both long and short reads, hybrid-read assembly with StringTie is more accurate than long-read only or short-read only assembly, and on some datasets it can more than double the number of correctly assembled transcripts, while obtaining substantially higher precision than the long-read data assembly alone. Here we demonstrate the improved accuracy on simulated data and real data from Arabidopsis thaliana, Mus musculus, and human. We also show that hybrid-read assembly is more accurate than correcting long reads prior to assembly while also being substantially faster. StringTie is freely available as open source software at https://github.com/gpertea/stringtie.",35648784,PMC9191730,10.1371/journal.pcbi.1009730,62,0.33231040835380554,0.8896321070234113,0.5552390878216478
Long-read nanopore sequencing resolves a TMEM231 gene conversion event causing Meckel-Gruber syndrome,"The diagnostic deployment of massively parallel short-read next-generation sequencing (NGS) has greatly improved genetic test availability, speed, and diagnostic yield, particularly for rare inherited disorders. Nonetheless, diagnostic approaches based on short-read sequencing have a poor ability to accurately detect gene conversion events. We report on the genetic analysis of a family in which 3 fetuses had clinical features consistent with the autosomal recessive disorder Meckel-Gruber syndrome (MKS). Targeted NGS of 29 known MKS-associated genes revealed a heterozygous TMEM231 splice donor variant c.929+1A>G. Comparative read-depth analysis, performed to identify a second pathogenic allele, revealed an apparent heterozygous deletion of TMEM231 exon 4. To verify this result we performed single-molecule long-read sequencing of a long-range polymerase chain reaction product spanning this locus. We identified four missense variants that were absent from the short-read dataset due to the preferential mapping of variant-containing reads to a downstream TMEM231 pseudogene. Consistent with the parental segregation analysis, we demonstrate that the single-molecule long reads could be used to show that the variants are arranged in trans. Our experience shows that robust validation of apparent dosage variants remains essential to avoid the pitfalls of short-read sequencing and that new third-generation long-read sequencing technologies can already aid routine clinical care.",31663672,,10.1002/humu.23940,8,0.3319854736328125,0.4280936454849498,0.3704287423736674
"A graphical, interactive and GPU-enabled workflow to process long-read sequencing data","Background:Long-read sequencing has great promise in enabling portable, rapid molecular-assisted cancer diagnoses. A key challenge in democratizing long-read sequencing technology in the biomedical and clinical community is the lack of graphical bioinformatics software tools which can efficiently process the raw nanopore reads, support graphical output and interactive visualizations for interpretations of results. Another obstacle is that high performance software tools for long-read sequencing data analyses often leverage graphics processing units (GPU), which is challenging and time-consuming to configure, especially on the cloud.Results:We present a graphical cloud-enabled workflow for fast, interactive analysis of nanopore sequencing data using GPUs. Users customize parameters, monitor execution and visualize results through an accessible graphical interface. The workflow and its components are completely containerized to ensure reproducibility and facilitate installation of the GPU-enabled software. We also provide an Amazon Machine Image (AMI) with all software and drivers pre-installed for GPU computing on the cloud. Most importantly, we demonstrate the potential of applying our software tools to reduce the turnaround time of cancer diagnostics by generating blood cancer (NB4, K562, ME1, 238 MV4;11) cell line Nanopore data using the Flongle adapter. We observe a 29x speedup and a 93x reduction in costs for the rate-limiting basecalling step in the analysis of blood cancer cell line data.Conclusions:Our interactive and efficient software tools will make analyses of Nanopore data using GPU and cloud computing accessible to biomedical and clinical scientists, thus facilitating the adoption of cost effective, fast, portable and real-time long-read sequencing.",34425749,PMC8381503,10.1186/s12864-021-07927-1,5,0.3318771719932556,0.33444816053511706,0.3329055674100002
Direct ITR-to-ITR Nanopore Sequencing of AAV Vector Genomes,"Recombinant adeno-associated viruses (rAAVs) are currently the most prominently investigated vector platform for human gene therapy. The rAAV capsid serves as a potent and efficient vehicle for delivering genetic payloads into the host cell, while the vector genome determines the function and effectiveness of these biotherapies. However, current production schemes yield vectors that may consist of heterogeneous populations, compromising their potencies. The development of next-generation sequencing methods within the past few years have helped investigators profile the diversity and relative abundances of heterogenous species in vector preparations. Specifically, long-read sequencing methods, like single molecule real-time (SMRT) sequencing, have been used to uncover truncations, chimeric genomes, and inverted terminal repeat (ITR) mutations in vectors. Unfortunately, these sequencing platforms may be inaccessible to investigators with limited resources, require large amounts of input material, or may require long wait times for sequencing and analyses. Recent advances with nanopore sequencing have helped to bridge the gap for quick and relatively inexpensive long-read sequencing needs. However, their limitations and sample biases are not well-defined for sequencing rAAV. In this study, we explored the capacity for nanopore sequencing to directly interrogate rAAV content to obtain full-length resolution of encapsidated genomes. We found that the nanopore platform can cover the entirety of rAAV genomes from ITR to ITR without the need for pre-fragmentation. However, the accuracy for base calling was low, resulting in a high degree of miscalled bases and false indels. These false indels led to read-length compression; thus, assessing heterogeneity based on read length is not advisable with current nanopore technologies. Nonetheless, nanopore sequencing was able to correctly identify truncation hotspots in single-strand and self-complementary vectors similar to SMRT sequencing. In summary, nanopore sequencing can serve as a rapid and low-cost alternative for proofing AAV vectors.",36178359,PMC9700346,10.1089/hum.2022.143,6,0.33144426345825195,0.3745819397993311,0.3486993339946836
TALC: Transcript-level Aware Long-read Correction,Motivation:Long-read sequencing technologies are invaluable for determining complex RNA transcript architectures but are error-prone. Numerous 'hybrid correction' algorithms have been developed for genomic data that correct long reads by exploiting the accuracy and depth of short reads sequenced from the same sample. These algorithms are not suited for correcting more complex transcriptome sequencing data.Results:We have created a novel reference-free algorithm called Transcript-level Aware Long-Read Correction (TALC) which models changes in RNA expression and isoform representation in a weighted De Bruijn graph to correct long reads from transcriptome studies. We show that transcript-level aware correction by TALC improves the accuracy of the whole spectrum of downstream RNA-seq applications and is thus necessary for transcriptome analyses that use long read technology.Availability and implementation:TALC is implemented in C++ and available at https://github.com/lbroseus/TALC.Supplementary information:Supplementary data are available at Bioinformatics online.,32910174,,10.1093/bioinformatics/btaa634,9,0.33079540729522705,0.4782608695652174,0.38978159220322317
