DOI,Title,year,Abstract,semantic_scholar_id,url,PMID,PMCID,intent,isinfluential,journal_title,Journal_id
       neuropathological similarities with Alzheimer's disease (AD), including 
       intraneuronal neurofibrillary tangles as well as parenchymal and vascular amyloid 
       deposits. Multiple amyloid associated proteins with still controversial role in 
       amyloidogenesis colocalize with the structurally different amyloid peptides ABri 
       in FBD, ADan in FDD, and Aβ in AD. Genetic variants and plasma levels of one of 
       these associated proteins, clusterin, have been identified as risk factors for 
       AD. Clusterin is known to bind soluble Aβ in biological fluids, facilitate its 
       brain clearance, and prevent its aggregation. The current work identifies 
       clusterin as the major ABri- and ADan-binding protein and provides insight into 
       the biochemical mechanisms leading to the association of clusterin with ABri and 
       ADan deposits. Mirroring findings in AD, the studies corroborate clusterin 
       co-localization with cerebral parenchymal and vascular amyloid deposits in both 
       disorders. Ligand affinity chromatography with downstream Western blot and amino 
       acid sequence analyses unequivocally identified clusterin as the major ABri- and 
       ADan-binding plasma protein. ELISA highlighted a specific saturable binding of 
       clusterin to ABri and ADan with low nanomolar Kd values within the same range as 
       those previously demonstrated for the clusterin-Aβ interaction. Consistent with 
       its chaperone activity, thioflavin T binding assays clearly showed a modulatory 
       effect of clusterin on ABri and ADan aggregation/fibrillization properties. Our 
       findings, together with the known multifunctional activity of clusterin and its 
       modulatory activity on the complex cellular pathways leading to oxidative stress, 
       mitochondrial dysfunction, and the induction of cell death mechanisms - all known 
       pathogenic features of these protein folding disorders - suggests the likelihood 
       of a more complex role and a translational potential for the apolipoprotein in 
       the amelioration/prevention of these pathogenic mechanisms.",b4b3c1f9018816e23e721fe2ecfe9eaa4ccc5434,https://www.semanticscholar.org/paper/b4b3c1f9018816e23e721fe2ecfe9eaa4ccc5434,34298087,PMC8440498,background,False,Neurobiology of disease,9500169
10.1038/s41514-021-00069-4,"Hearing difficulty is linked to Alzheimer’s disease by common genetic vulnerability, not shared genetic architecture",2021.0,"Age-related hearing loss was recently established as the largest modifiable risk 
       factor for Alzheimer's disease (AD), however, the reasons for this link remain 
       unclear. We investigate shared underlying genetic associations using results from 
       recent large genome-wide association studies (GWAS) on adult hearing difficulty 
       and AD. Genetic correlation and Mendelian randomization (MR) analysis do not 
       support a genetic correlation between the disorders, but suggest a direct causal 
       link from AD genetic risk to hearing difficulty, driven by APOE. Systematic MR 
       analyses on the effect of other traits revealed shared effects of glutamine, 
       gamma-glutamylglutamine, and citrate levels on reduced risk of both hearing 
       difficulty and AD. In addition, pathway analysis on GWAS risk variants suggests 
       shared function in neuronal signalling pathways as well as etiology of diabetes 
       and cardiovascular disease. However, after multiple testing corrections, neither 
       analysis led to statistically significant associations. Altogether, our 
       genetic-driven analysis suggests hearing difficulty and AD are linked by a shared 
       vulnerability in molecular pathways rather than by a shared genetic architecture.",b05b9474bbbaa9c97fb96e5ae52f1b714a19f191,https://www.semanticscholar.org/paper/b05b9474bbbaa9c97fb96e5ae52f1b714a19f191,34294723,PMC8298411,,False,NPJ aging and mechanisms of disease,101678947
10.9758/cpn.2021.19.3.423,Novel Biomarkers of Alzheimer’s Disease: Based Upon N-methyl- D-aspartate Receptor Hypoactivation and Oxidative Stress,2021.0,"Early detection and prevention of Alzheimer's disease (AD) is important. The 
       current treatment for early AD is acetylcholine esterase inhibitors (AChEIs); 
       however, the efficacy is poor. Besides, AChEI did not show efficacy in mild 
       cognitive impairment (MCI). Beta-amyloid (A) deposits have been regarded to be 
       highly related to the pathogenesis of AD. However, many clinical trials aiming at 
       the clearance of A deposits failed to improve the cognitive decline of AD, even 
       at its early phase. There should be other important mechanisms unproven in the 
       course of AD and MCI. Feasible biomarkers for the diagnosis and treatment 
       response of AD are lacking to date. The N-methyl-D-aspartate receptor (NMDAR) 
       activation plays an important role in learning and memory. On the other hand, 
       oxidative stress has been regarded to contribute to aging with the assumption 
       that free radicals damage cell constituents and connective tissues. Our recent 
       study found that an NMDAR enhancer, sodium benzoate (the pivotal inhibitor of 
       D-amino acid oxidase [DAAO]), improved the cognitive and global function of 
       patients with early-phase AD. Further, we found that peripheral DAAO levels were 
       higher in patients with MCI and AD than healthy controls. We also found that 
       sodium benzoate was able to change the activity of antioxidant. These pieces of 
       evidence suggest that the NMDAR function is associated with anti-oxidation, and 
       have potential to be biomarkers for the diagnosis and treatment response of AD.",c91f2fae8b7c2fc116e1bf9b7ccf2f00495563bd,https://www.semanticscholar.org/paper/c91f2fae8b7c2fc116e1bf9b7ccf2f00495563bd,34294612,PMC8316669,,False,Clinical psychopharmacology and neuroscience : the official scientific journal of,101207332
10.3389/fgene.2021.658323,Discovery and Validation of Key Biomarkers Based on Immune Infiltrates in Alzheimer’s Disease,2021.0,"BACKGROUND: As the most common neurodegenerative disease, Alzheimer's disease 
       (AD) leads to progressive loss of cognition and memory. Presently, the underlying 
       pathogenic genes of AD patients remain elusive, and effective disease-modifying 
       therapy is not available. This study explored novel biomarkers that can affect 
       diagnosis and treatment in AD based on immune infiltration. METHODS: The gene 
       expression profiles of 139 AD cases and 134 normal controls were obtained from 
       the NCBI GEO public database. We applied the computational method CIBERSORT to 
       bulk gene expression profiles of AD to quantify 22 subsets of immune cells. 
       Besides, based on the use of the Least Absolute Shrinkage Selection Operator 
       (LASSO), this study also applied SVM-RFE analysis to screen key genes. GO-based 
       semantic similarity and logistic regression model analyses were applied to 
       explore hub genes further. RESULTS: There was a remarkable significance in the 
       infiltration of immune cells between the subgroups. The proportions for 
       monocytes, M0 macrophages, and dendritic cells in the AD group were significantly 
       higher than those in the normal group, while the proportion of some cells was 
       lower than that of the normal group, such as NK cell resting, T-cell CD4 naive, 
       T-cell CD4 memory activation, and eosinophils. Additionally, seven genes (ABCA2, 
       CREBRF, CD72, CETN2, KCNG1, NDUFA2, and RPL36AL) were identified as hub genes. 
       Then we performed the analysis of immune factor correlation, gene set enrichment 
       analysis (GSEA), and GO based on seven hub genes. The AUC of ROC prediction model 
       in test and validation sets were 0.845 and 0.839, respectively. Eventually, the 
       mRNA expression analysis of ABCA2, NDUFA2, CREBRF, and CD72 revealed significant 
       differences among the seven hub genes and then was confirmed by RT-PCR. 
       CONCLUSION: A model based on immune cell infiltration might be used to forecast 
       AD patients' diagnosis, and it provided a new perspective for AD treatment 
       targets.",d05a45fbd56608e93c1a4d73989aa69251ddb444,https://www.semanticscholar.org/paper/d05a45fbd56608e93c1a4d73989aa69251ddb444,34276768,PMC8281057,,False,Frontiers in genetics,101560621
10.3390/genes12071008,Analysis of Genetic Variants Associated with Levels of Immune Modulating Proteins for Impact on Alzheimer’s Disease Risk Reveal a Potential Role for SIGLEC14,2021.0,"Genome-wide association studies (GWAS) have identified immune-related genes as 
       risk factors for Alzheimer's disease (AD), including TREM2 and CD33, frequently 
       passing a stringent false-discovery rate. These genes either encode or signal 
       through immunomodulatory tyrosine-phosphorylated inhibitory motifs (ITIMs) or 
       activation motifs (ITAMs) and govern processes critical to AD pathology, such as 
       inflammation and amyloid phagocytosis. To investigate whether additional ITIM and 
       ITAM-containing family members may contribute to AD risk and be overlooked due to 
       the stringent multiple testing in GWAS, we combined protein quantitative trait 
       loci (pQTL) data from a recent plasma proteomics study with AD associations in a 
       recent GWAS. We found that pQTLs for genes encoding ITIM/ITAM family members were 
       more frequently associated with AD than those for non-ITIM/ITAM genes. Further 
       testing of one family member, SIGLEC14 which encodes an ITAM, uncovered 
       substantial copy number variations, identified an SNP as a proxy for gene 
       deletion, and found that gene expression correlates significantly with gene 
       deletion. We also found that SIGLEC14 deletion increases the expression of 
       SIGLEC5, an ITIM. We conclude that many genes in this ITIM/ITAM family likely 
       impact AD risk, and that complex genetics including copy number variation, 
       opposing function of encoded proteins, and coupled gene expression may mask these 
       AD risk associations at the genome-wide level.",051701534d44ae3e070f74cc8ec1c51533c0b961,https://www.semanticscholar.org/paper/051701534d44ae3e070f74cc8ec1c51533c0b961,34208838,PMC8303736,,False,Genes,101551097
10.1155/2021/9979157,Deletion of Clusterin Protects Cochlear Hair Cells against Hair Cell Aging and Ototoxicity,2021.0,"Hearing loss is a debilitating disease that affects 10% of adults worldwide. Most 
       sensorineural hearing loss is caused by the loss of mechanosensitive hair cells 
       in the cochlea, often due to aging, noise, and ototoxic drugs. The identification 
       of genes that can be targeted to slow aging and reduce the vulnerability of hair 
       cells to insults is critical for the prevention of sensorineural hearing loss. 
       Our previous cell-specific transcriptome analysis of adult cochlear hair cells 
       and supporting cells showed that Clu, encoding a secreted chaperone that is 
       involved in several basic biological events, such as cell death, tumor 
       progression, and neurodegenerative disorders, is expressed in hair cells and 
       supporting cells. We generated Clu-null mice (C57BL/6) to investigate its role in 
       the organ of Corti, the sensory epithelium responsible for hearing in the 
       mammalian cochlea. We showed that the deletion of Clu did not affect the 
       development of hair cells and supporting cells; hair cells and supporting cells 
       appeared normal at 1 month of age. Auditory function tests showed that Clu-null 
       mice had hearing thresholds comparable to those of wild-type littermates before 3 
       months of age. Interestingly, Clu-null mice displayed less hair cell and hearing 
       loss compared to their wildtype littermates after 3 months. Furthermore, the 
       deletion of Clu is protected against aminoglycoside-induced hair cell loss in 
       both in vivo and in vitro models. Our findings suggested that the inhibition of 
       Clu expression could represent a potential therapeutic strategy for the 
       alleviation of age-related and ototoxic drug-induced hearing loss.",553491c78e51d01c3b1d13092b69691a7c13d2f8,https://www.semanticscholar.org/paper/553491c78e51d01c3b1d13092b69691a7c13d2f8,34194490,PMC8181089,background,False,Neural plasticity,100883417
10.3389/fgene.2021.647436,A Machine Learning Method to Identify Genetic Variants Potentially Associated With Alzheimer’s Disease,2021.0,"There is hope that genomic information will assist prediction, treatment, and 
       understanding of Alzheimer's disease (AD). Here, using exome data from ∼10,000 
       individuals, we explore machine learning neural network (NN) methods to estimate 
       the impact of SNPs (i.e., genetic variants) on AD risk. We develop an NN-based 
       method (netSNP) that identifies hundreds of novel potentially protective or 
       at-risk AD-associated SNPs (along with an effect measure); the majority with 
       frequency under 0.01. For case individuals, the number of ""protective"" (or 
       ""at-risk"") netSNP-identified SNPs in their genome correlates positively (or 
       inversely) with their age of AD diagnosis and inversely (or positively) with 
       autopsy neuropathology. The effect measure increases correlations. Simulations 
       suggest our results are not due to genetic linkage, overfitting, or bias 
       introduced by netSNP. These findings suggest that netSNP can identify SNPs 
       associated with AD pathophysiology that may assist with the diagnosis and 
       mechanistic understanding of the disease.",7ea7ea8f46029e044a30dc6ce897ee7b1a0ef077,https://www.semanticscholar.org/paper/7ea7ea8f46029e044a30dc6ce897ee7b1a0ef077,34194466,PMC8238203,background,False,Frontiers in genetics,101560621
10.1084/jem.20202446,GSAP regulates lipid homeostasis and mitochondrial function associated with Alzheimer’s disease,2021.0,"Biochemical, pathogenic, and human genetic data confirm that GSAP (γ-secretase 
       activating protein), a selective γ-secretase modulatory protein, plays important 
       roles in Alzheimer's disease (AD) and Down's syndrome. However, the molecular 
       mechanism(s) underlying GSAP-dependent pathogenesis remains largely elusive. 
       Here, through unbiased proteomics and single-nuclei RNAseq, we identified that 
       GSAP regulates multiple biological pathways, including protein phosphorylation, 
       trafficking, lipid metabolism, and mitochondrial function. We demonstrated that 
       GSAP physically interacts with the Fe65-APP complex to regulate APP 
       trafficking/partitioning. GSAP is enriched in the mitochondria-associated 
       membrane (MAM) and regulates lipid homeostasis through the amyloidogenic 
       processing of APP. GSAP deletion generates a lipid environment unfavorable for AD 
       pathogenesis, leading to improved mitochondrial function and the rescue of 
       cognitive deficits in an AD mouse model. Finally, we identified a novel GSAP 
       single-nucleotide polymorphism that regulates its brain transcript level and is 
       associated with an increased AD risk. Together, our findings indicate that GSAP 
       impairs mitochondrial function through its MAM localization and that lowering 
       GSAP expression reduces pathological effects associated with AD.",d653fb5d6187c410afff894b993c4b9b425f6ffb,https://www.semanticscholar.org/paper/d653fb5d6187c410afff894b993c4b9b425f6ffb,34156424,PMC8222926,methodology,False,The Journal of experimental medicine,2985109R
10.1016/j.celrep.2021.109259,SORL1 deficiency in human excitatory neurons causes APP-dependent defects in the endolysosome-autophagy network,2021.0,"Dysfunction of the endolysosomal-autophagy network is emerging as an important 
       pathogenic process in Alzheimer's disease. Mutations in the sorting 
       receptor-encoding gene SORL1 cause autosomal-dominant Alzheimer's disease, and 
       SORL1 variants increase risk for late-onset AD. To understand the contribution of 
       SORL1 mutations to AD pathogenesis, we analyze the effects of a SORL1 truncating 
       mutation on SORL1 protein levels and endolysosome function in human neurons. We 
       find that truncating mutation results in SORL1 haploinsufficiency and enlarged 
       endosomes in human neurons. Analysis of isogenic SORL1 wild-type, heterozygous, 
       and homozygous null neurons demonstrates that, whereas SORL1 haploinsufficiency 
       results in endosome dysfunction, complete loss of SORL1 leads to additional 
       defects in lysosome function and autophagy. Neuronal endolysosomal dysfunction 
       caused by loss of SORL1 is relieved by extracellular antisense 
       oligonucleotide-mediated reduction of APP protein, demonstrating that PSEN1, APP, 
       and SORL1 act in a common pathway regulating the endolysosome system, which 
       becomes dysfunctional in AD.",5d753131a1d567a3f64835d95e8d71b3c448bae4,https://www.semanticscholar.org/paper/5d753131a1d567a3f64835d95e8d71b3c448bae4,34133918,PMC8220253,background,False,Cell reports,101573691
10.3390/ijms22115911,"When Good Kinases Go Rogue: GSK3, p38 MAPK and CDKs as Therapeutic Targets for Alzheimer’s and Huntington’s Disease",2021.0,"Alzheimer's disease (AD) is a mostly sporadic brain disorder characterized by 
       cognitive decline resulting from selective neurodegeneration in the hippocampus 
       and cerebral cortex whereas Huntington's disease (HD) is a monogenic inherited 
       disorder characterized by motor abnormalities and psychiatric disturbances 
       resulting from selective neurodegeneration in the striatum. Although there have 
       been numerous clinical trials for these diseases, they have been unsuccessful. 
       Research conducted over the past three decades by a large number of laboratories 
       has demonstrated that abnormal actions of common kinases play a key role in the 
       pathogenesis of both AD and HD as well as several other neurodegenerative 
       diseases. Prominent among these kinases are glycogen synthase kinase (GSK3), p38 
       mitogen-activated protein kinase (MAPK) and some of the cyclin-dependent kinases 
       (CDKs). After a brief summary of the molecular and cell biology of AD and HD this 
       review covers what is known about the role of these three groups of kinases in 
       the brain and in the pathogenesis of the two neurodegenerative disorders. The 
       potential of targeting GSK3, p38 MAPK and CDKS as effective therapeutics is also 
       discussed as is a brief discussion on the utilization of recently developed drugs 
       that simultaneously target two or all three of these groups of kinases. 
       Multi-kinase inhibitors either by themselves or in combination with strategies 
       currently being used such as immunotherapy or secretase inhibitors for AD and 
       knockdown for HD could represent a more effective therapeutic approach for these 
       fatal neurodegenerative diseases.",c9efe395e7962da76b46b798f9e3af315988e103,https://www.semanticscholar.org/paper/c9efe395e7962da76b46b798f9e3af315988e103,34072862,PMC8199025,,False,International journal of molecular sciences,101092791
10.3390/ph14060525,Human Pluripotent Stem-Cell-Derived Models as a Missing Link in Drug Discovery and Development,2021.0,"Human pluripotent stem cells (hPSCs), including human embryonic stem cells 
       (hESCs) and human-induced pluripotent stem cells (hiPSCs), have the potential to 
       accelerate the drug discovery and development process. In this review, by 
       analyzing each stage of the drug discovery and development process, we identified 
       the active role of hPSC-derived in vitro models in phenotypic screening, 
       target-based screening, target validation, toxicology evaluation, precision 
       medicine, clinical trial in a dish, and post-clinical studies. Patient-derived or 
       genome-edited PSCs can generate valid in vitro models for dissecting disease 
       mechanisms, discovering novel drug targets, screening drug candidates, and 
       preclinically and post-clinically evaluating drug safety and efficacy. With the 
       advances in modern biotechnologies and developmental biology, hPSC-derived in 
       vitro models will hopefully improve the cost-effectiveness and the success rate 
       of drug discovery and development.",4c01bd0e2f460cbb1429b91fde62b95e67c7069e,https://www.semanticscholar.org/paper/4c01bd0e2f460cbb1429b91fde62b95e67c7069e,34070895,PMC8230131,background,False,"Pharmaceuticals (Basel, Switzerland)",101238453
10.3390/biomedicines9050524,Neuroinflammation in Alzheimer’s Disease,2021.0,"Alzheimer's disease (AD) is a neurodegenerative disease associated with human 
       aging. Ten percent of individuals over 65 years have AD and its prevalence 
       continues to rise with increasing age. There are currently no effective disease 
       modifying treatments for AD, resulting in increasingly large socioeconomic and 
       personal costs. Increasing age is associated with an increase in low-grade 
       chronic inflammation (inflammaging) that may contribute to the neurodegenerative 
       process in AD. Although the exact mechanisms remain unclear, aberrant elevation 
       of reactive oxygen and nitrogen species (RONS) levels from several endogenous and 
       exogenous processes in the brain may not only affect cell signaling, but also 
       trigger cellular senescence, inflammation, and pyroptosis. Moreover, a 
       compromised immune privilege of the brain that allows the infiltration of 
       peripheral immune cells and infectious agents may play a role. Additionally, 
       meta-inflammation as well as gut microbiota dysbiosis may drive the 
       neuroinflammatory process. Considering that inflammatory/immune pathways are 
       dysregulated in parallel with cognitive dysfunction in AD, elucidating the 
       relationship between the central nervous system and the immune system may 
       facilitate the development of a safe and effective therapy for AD. We discuss 
       some current ideas on processes in inflammaging that appear to drive the 
       neurodegenerative process in AD and summarize details on a few immunomodulatory 
       strategies being developed to selectively target the detrimental aspects of 
       neuroinflammation without affecting defense mechanisms against pathogens and 
       tissue damage.",ec1964c7f178295bd9a6264537a2067d46eaf19c,https://www.semanticscholar.org/paper/ec1964c7f178295bd9a6264537a2067d46eaf19c,34067173,PMC8150909,background,False,Biomedicines,101691304
10.3389/fneur.2021.654850,Glial Purinergic Signaling in Neurodegeneration,2021.0,"Purinergic signaling regulates neuronal and glial cell functions in the healthy 
       CNS. In neurodegenerative diseases, purinergic signaling becomes dysregulated and 
       can affect disease-associated phenotypes of glial cells. In this review, we 
       discuss how cell-specific expression patterns of purinergic signaling components 
       change in neurodegeneration and how dysregulated glial purinergic signaling and 
       crosstalk may contribute to disease pathophysiology, thus bearing promising 
       potential for the development of new therapeutical options for neurodegenerative 
       diseases.",714c81061c24c65c4e21d5fdc412294ab0e445e9,https://www.semanticscholar.org/paper/714c81061c24c65c4e21d5fdc412294ab0e445e9,34054698,PMC8160300,background,False,Frontiers in neurology,101546899
10.1007/s11011-021-00754-z,Alzheimer’s disease: a step closer to understanding type 3 diabetes in African Americans,2021.0,"Alzheimer's disease (AD) is the fourth leading cause of death in the United 
       States and the most common cause of adult-onset dementia. Recent results suggest 
       an increased prevalence and severity in African Americans compared to Caucasians. 
       Our understanding of the potential mechanism(s) underlying this ethnicity 
       difference is limited. We previously described ethnicity-related differences in 
       levels of neurodegenerative proteins and cytokines/chemokines in the BA21 region 
       of African Americans and Caucasians with AD. Here, similar multiplex assays were 
       used to examine those endpoints in patient postmortem cerebrospinal fluid (CSF). 
       Additionally, we measured levels of C-peptide, ghrelin, gastric inhibitory 
       polypeptide (GIP), glucagon-like peptide-1 (GLP-1), glucagon, insulin, leptin, 
       PAI-1, resistin, and visfatin using a human diabetes 10-plex assay. The cytokine 
       and chemokine assays revealed that levels of 26 chemokines or cytokines differed 
       significantly with ethnicity, and three of those were significantly associated 
       with gender. The neurodegenerative disease panel indicated that levels of soluble 
       RAGE were significantly elevated in African Americans compared to Caucasians. All 
       measures in the diabetes disease panel assay were significantly elevated in 
       African Americans: ghrelin, GIP, GLP-1, glucagon, insulin, and visfatin. Through 
       peripheral sample analysis, these results provide further evidence that ethnicity 
       is critically involved in the manifestation of AD.",1bd8ecf320899ce1e7524188fe080243a5c03135,https://www.semanticscholar.org/paper/1bd8ecf320899ce1e7524188fe080243a5c03135,34021875,,,False,Metabolic brain disease,8610370
10.7554/eLife.65301,Amphiphysin I cleavage by asparagine endopeptidase leads to tau hyperphosphorylation and synaptic dysfunction,2021.0,"Neurofibrillary tangles composed of hyperphosphorylated tau and synaptic 
       dysfunction are characteristics of Alzheimer's disease (AD). However, the 
       underlying molecular mechanisms remain poorly understood. Here, we identified 
       Amphiphysin I mediates both tau phosphorylation and synaptic dysfunction in AD. 
       Amphiphysin I is cleaved by a cysteine proteinase asparagine endopeptidase (AEP) 
       at N278 in the brains of AD patients. The amount of AEP-generated N-terminal 
       fragment of Amphiphysin I (1-278) is increased with aging. Amphiphysin I (1-278) 
       inhibits clathrin-mediated endocytosis and induces synaptic dysfunction. 
       Furthermore, Amphiphysin I (1-278) binds p35 and promotes its transition to p25, 
       thus activates CDK5 and enhances tau hyperphosphorylation. Overexpression of 
       Amphiphysin I (1-278) in the hippocampus of Tau P301S mice induces synaptic 
       dysfunction, tau hyperphosphorylation, and cognitive deficits. However, 
       overexpression of the N278A mutant Amphiphysin I, which resists the AEP-mediated 
       cleavage, alleviates the pathological and behavioral defects. These findings 
       suggest a mechanism of tau hyperphosphorylation and synaptic dysfunction in AD.",ae383b68d110708f6cd4e80f4c55aeb6e07d2967,https://www.semanticscholar.org/paper/ae383b68d110708f6cd4e80f4c55aeb6e07d2967,34018922,PMC8139826,background,False,eLife,101579614
10.1002/alz.12342,Knowledge gaps in Alzheimer's disease immune biomarker research,2021.0,"Considerable evidence has accumulated implicating a role for immune mechanisms in 
       moderating the pathology in Alzheimer's disease dementia. However, the 
       appropriate therapeutic target, the appropriate direction of manipulation, and 
       the stage of disease at which to begin treatment remain unanswered questions. 
       Part of the challenge derives from the absence of any selective pressure to 
       develop a coordinated beneficial immune response to severe neural injury in 
       adults. Thus, immune responses to the prevailing stimuli are likely to contain 
       both beneficial and detrimental components. Knowledge gaps include: (1) how a 
       biomarker change relates to the underlying biology, (2) the degree to which 
       pathological stage group differences reflect a response to pathology versus trait 
       differences among individuals regulating risk of developing pathology, (3) the 
       degree to which biomarker levels are predictive of subsequent changes in 
       pathology and/or cognition, and (4) experimental manipulations in model systems 
       to determine whether differences in immune biomarkers are causally related to 
       pathology.",7af75e36999defddf479d3dbe3a8dd0a26cf8b2e,https://www.semanticscholar.org/paper/7af75e36999defddf479d3dbe3a8dd0a26cf8b2e,33984178,PMC8884450,,False,Alzheimer's & dementia : the journal of the Alzheimer's Association,101231978
10.1146/annurev-genom-121520-081242,Brain Somatic Mutation in Aging and Alzheimer’s Disease,2021.0,"Somatic mutations arise postzygotically, producing genetic differences between 
       cells in an organism. Well established as a driver of cancer, somatic mutations 
       also exist in nonneoplastic cells, including in the brain. Technological advances 
       in nucleic acid sequencing have enabled recent breakthroughs that illuminate the 
       roles of somatic mutations in aging and degenerative diseases of the brain. 
       Somatic mutations accumulate during aging in human neurons, a process termed 
       genosenium. A number of recent studies have examined somatic mutations in 
       Alzheimer's disease (AD), primarily from the perspective of genes causing 
       familial AD. We have also gained new information on genome-wide mutations, 
       providing insights into the cellular events driving somatic mutation and cellular 
       dysfunction. This review highlights recent concepts, methods, and findings in the 
       progress to understand the role of brain somatic mutation in aging and AD.",254c32bd8031abe643849407cc30be9f82d2c9ac,https://www.semanticscholar.org/paper/254c32bd8031abe643849407cc30be9f82d2c9ac,33979534,PMC8612367,background,False,Annual review of genomics and human genetics,100911346
10.1111/acel.13374,Rhesus monkeys as a translational model for late‐onset Alzheimer's disease,2021.0,"Age is a major risk factor for late-onset Alzheimer's disease (AD) but seldom 
       features in laboratory models of the disease. Furthermore, heterogeneity in size 
       and density of AD plaques observed in individuals are not recapitulated in 
       transgenic mouse models, presenting an incomplete picture. We show that the 
       amyloid plaque microenvironment is not equivalent between rodent and primate 
       species, and that differences in the impact of AD pathology on local metabolism 
       and inflammation might explain established differences in neurodegeneration and 
       functional decline. Using brain tissue from transgenic APP/PSEN1 mice, rhesus 
       monkeys with age-related amyloid plaques, and human subjects with confirmed AD, 
       we report altered energetics in the plaque microenvironment. Metabolic features 
       included changes in mitochondrial distribution and enzymatic activity, and 
       changes in redox cofactors NAD(P)H that were shared among species. A greater 
       burden of lipofuscin was detected in the brains from monkeys and humans of 
       advanced age compared to transgenic mice. Local inflammatory signatures indexed 
       by astrogliosis and microglial activation were detected in each species; however, 
       the inflamed zone was considerably larger for monkeys and humans. These data 
       demonstrate the advantage of nonhuman primates in modeling the plaque 
       microenvironment, and provide a new framework to investigate how AD pathology 
       might contribute to functional loss.",1cc4544709b4148de7be6c66de0cef8b86e7f6f9,https://www.semanticscholar.org/paper/1cc4544709b4148de7be6c66de0cef8b86e7f6f9,33951283,PMC8208787,background,False,Aging cell,101130839
10.1186/s13195-021-00828-1,Evaluation of cerebrospinal fluid glycoprotein NMB (GPNMB) as a potential biomarker for Alzheimer’s disease,2021.0,"BACKGROUND: Alzheimer's disease (AD) is a neurodegenerative disorder associated 
       with extracellular amyloid-β peptide deposition and progressive neuron loss. 
       Strong evidence supports that neuroinflammatory changes such as the activation of 
       astrocytes and microglia cells are important in the disease process. Glycoprotein 
       nonmetastatic melanoma protein B (GPNMB) is a transmembrane glycoprotein that has 
       recently been associated with an emerging role in neuroinflammation, which has 
       been reported to be increased in post-mortem brain samples from AD and 
       Parkinson's disease patients. METHODS: The present study describes the partial 
       ""fit for purpose"" validation of a commercially available immunoassay for the 
       determination of GPNMB levels in the cerebrospinal fluid (CSF). We further 
       assessed the applicability of GPNMB as a potential biomarker for AD in two 
       different cohorts that were defined by biomarker-supported clinical diagnosis or 
       by neuroimaging with amyloid positron emission tomography, respectively. RESULTS: 
       The results indicated that CSF GPNMB levels could not distinguish between AD or 
       controls with other neurological diseases but correlated with other parameters 
       such as aging and CSF pTau levels. CONCLUSIONS: The findings of this study do not 
       support GPNMB in CSF as a valuable neurochemical diagnostic biomarker of AD but 
       warrant further studies employing healthy control individuals.",77ec3bf22a3ec6ab867b351f03d51fa4055ebd21,https://www.semanticscholar.org/paper/77ec3bf22a3ec6ab867b351f03d51fa4055ebd21,33947460,PMC8097817,,False,Alzheimer's research & therapy,101511643
10.1186/s40035-021-00237-2,COVID-19 and Alzheimer’s disease: how one crisis worsens the other,2021.0,"Alzheimer's disease (AD) has emerged as a key comorbidity of coronavirus disease 
       2019 (COVID-19) caused by severe acute respiratory syndrome coronavirus-2 
       (SARS-CoV-2). The morbidity and mortality of COVID-19 are elevated in AD due to 
       multiple pathological changes in AD patients such as the excessive expression of 
       viral receptor angiotensin converting enzyme 2 and pro-inflammatory molecules, 
       various AD complications including diabetes, lifestyle alterations in AD, and 
       drug-drug interactions. Meanwhile, COVID-19 has also been reported to cause 
       various neurologic symptoms including cognitive impairment that may ultimately 
       result in AD, probably through the invasion of SARS-CoV-2 into the central 
       nervous system, COVID-19-induced inflammation, long-term hospitalization and 
       delirium, and post-COVID-19 syndrome. In addition, the COVID-19 crisis also 
       worsens behavioral symptoms in uninfected AD patients and poses new challenges 
       for AD prevention. In this review, we first introduce the symptoms and 
       pathogenesis of COVID-19 and AD. Next, we provide a comprehensive discussion on 
       the aggravating effects of AD on COVID-19 and the underlying mechanisms from 
       molecular to social levels. We also highlight the influence of COVID-19 on 
       cognitive function, and propose possible routes of viral invasion into the brain 
       and potential mechanisms underlying the COVID-19-induced cognitive impairment. 
       Last, we summarize the negative impacts of COVID-19 pandemic on uninfected AD 
       patients and dementia prevention.",595999cb11e47b543c994bd1442536ac6580e374,https://www.semanticscholar.org/paper/595999cb11e47b543c994bd1442536ac6580e374,33941272,PMC8090526,background,False,Translational neurodegeneration,101591861
10.1007/s00702-021-02337-9,Network-based analysis on genetic variants reveals the immunological mechanism underlying Alzheimer’s disease,2021.0,"Alzheimer's Disease (AD) is a neurodegenerative disorder characterized by the 
       impairment of cognitive function and loss of memory. Previous studies indicate an 
       essential role of immune response in AD, but the detailed mechanisms remain 
       unclear. In this study, we obtained 1664 credible risk variants (CRVs) based on 
       the most significant SNP detected by International Genomics of Alzheimer's 
       Project, from which 99 genes (CRVs-related genes) were identified. Function 
       analysis revealed that these genes were mainly involved in immune response and 
       amyloid-β and its precursor metabolisms, indicating a potential role of immune 
       response in regulating neurobiological processes in the etiology of 
       neurodegenerative disease. Pathway crosstalk analysis revealed the complicated 
       connections between immune-related pathways. Further, we found that the 
       CRVs-related genes showed temporal-specific expression in the thalamus in 
       adolescence developmental period. Cell type-specific expression analysis found 
       that CRVs-related genes might be specifically expressed in brain cells such as 
       astrocytes and oligodendrocytes. Protein-protein interaction network analysis 
       identified the highly interconnected 'hub' genes, all of which were susceptible 
