Title,Abstract,PMID,PMCID,DOI,Cited Number
Single-cell sequencing analysis within biologically relevant dimensions,"The currently predominant approach to transcriptomic and epigenomic single-cell analysis depends on a rigid perspective constrained by reduced dimensions and algorithmically derived and annotated clusters. Here, we developed Seqtometry (sequencing-to-measurement), a single-cell analytical strategy based on biologically relevant dimensions enabled by advanced scoring with multiple gene sets (signatures) for examination of gene expression and accessibility across various organ systems. By utilizing information only in the form of specific signatures, Seqtometry bypasses unsupervised clustering and individual annotations of clusters. Instead, Seqtometry combines qualitative and quantitative cell-type identification with specific characterization of diverse biological processes under experimental or disease conditions. Comprehensive analysis by Seqtometry of various immune cells as well as other cells from different organs and disease-induced states, including multiple myeloma and Alzheimer's disease, surpasses corresponding cluster-based analytical output. We propose Seqtometry as a single-cell sequencing analysis approach applicable for both basic and clinical research.",38198894,,10.1016/j.cels.2023.12.005,1
Neural cell diversity in the light of single-cell transcriptomics,"The development of highly parallel and affordable high-throughput single-cell transcriptomics technologies has revolutionized our understanding of brain complexity. These methods have been used to build cellular maps of the brain, its different regions, and catalog the diversity of cells in each of them during development, aging and even in disease. Now we know that cellular diversity is way beyond what was previously thought. Single-cell transcriptomics analyses have revealed that cell types previously considered homogeneous based on imaging techniques differ depending on several factors including sex, age and location within the brain. The expression profiles of these cells have also been exploited to understand which are the regulatory programs behind cellular diversity and decipher the transcriptional pathways driving them. In this review, we summarize how single-cell transcriptomics have changed our view on the cellular diversity in the human brain, and how it could impact the way we study neurodegenerative diseases. Moreover, we describe the new computational approaches that can be used to study cellular differentiation and gain insight into the functions of individual cell populations under different conditions and their alterations in disease.",38229529,PMC10807474,10.1080/21541264.2023.2295044,1
Unraveling Psychiatric Disorders through Neural Single-Cell Transcriptomics Approaches,"The development of single-cell and single-nucleus transcriptome technologies is enabling the unraveling of the molecular and cellular heterogeneity of psychiatric disorders. The complexity of the brain and the relationships between different brain regions can be better understood through the classification of individual cell populations based on their molecular markers and transcriptomic features. Analysis of these unique cell types can explain their involvement in the pathology of psychiatric disorders. Recent studies in both human and animal models have emphasized the importance of transcriptome analysis of neuronal cells in psychiatric disorders but also revealed critical roles for non-neuronal cells, such as oligodendrocytes and microglia. In this review, we update current findings on the brain transcriptome and explore molecular studies addressing transcriptomic alterations identified in human and animal models in depression and stress, neurodegenerative disorders (Parkinson's and Alzheimer's disease), schizophrenia, opioid use disorder, and alcohol and psychostimulant abuse. We also comment on potential future directions in single-cell and single-nucleus studies.",36981041,PMC10047992,10.3390/genes14030771,1
Isoform-resolved transcriptome of the human preimplantation embryo,"Human preimplantation development involves extensive remodeling of RNA expression and splicing. However, its transcriptome has been compiled using short-read sequencing data, which fails to capture most full-length mRNAs. Here, we generate an isoform-resolved transcriptome of early human development by performing long- and short-read RNA sequencing on 73 embryos spanning the zygote to blastocyst stages. We identify 110,212 unannotated isoforms transcribed from known genes, including highly conserved protein-coding loci and key developmental regulators. We further identify 17,964 isoforms from 5,239 unannotated genes, which are largely non-coding, primate-specific, and highly associated with transposable elements. These isoforms are widely supported by the integration of published multi-omics datasets, including single-cell 8CLC and blastoid studies. Alternative splicing and gene co-expression network analyses further reveal that embryonic genome activation is associated with splicing disruption and transient upregulation of gene modules. Together, these findings show that the human embryo transcriptome is far more complex than currently known, and will act as a valuable resource to empower future studies exploring development.",37903791,PMC10616205,10.1038/s41467-023-42558-y,4
Single-cell transcriptome profiling reveals molecular heterogeneity in human umbilical cord tissue and culture-expanded mesenchymal stem cells,"Human umbilical cord-derived mesenchymal stem/stromal cells (UMSCs) demonstrate great therapeutic potential in regenerative medicine. The use of UMSCs for clinical applications requires high quantity and good quality of cells usually by in vitro expansion. However, the heterogeneity and the characteristics of cultured UMSCs and the cognate human umbilical cord tissue at single-cell resolution remain poorly defined. In this study, we created a single-cell transcriptome profile of human umbilical cord tissue and the cognate culture-expanded UMSCs. Based on the inferred characteristics of cell clusters and trajectory analysis, we identified three subgroups in culture-expanded UMSCs and putative novel transcription factors (TFs) in regulating UMSC state transition. Further, putative ligand-receptor interaction analysis demonstrated that cellular interactions most frequently occurred in epithelial-like cells with other cell groups in umbilical cord tissue. Moreover, we dissected the transcriptomic differences of in vitro and in vivo subgroups and inferred the telomere-related molecules and pathways that might be activated in UMSCs for cell expansion in vitro. Our study provides a comprehensive and integrative study of the transcriptomics of human umbilical cord tissue and their cognate-cultured counterparts, which paves the way for a deeper understanding of cellular heterogeneity and offers fundamental biological insight of UMSCs-based cell therapy.",33763993,,10.1111/febs.15834,8
Understanding development and stem cells using single cell-based analyses of gene expression,"In recent years, genome-wide profiling approaches have begun to uncover the molecular programs that drive developmental processes. In particular, technical advances that enable genome-wide profiling of thousands of individual cells have provided the tantalizing prospect of cataloging cell type diversity and developmental dynamics in a quantitative and comprehensive manner. Here, we review how single-cell RNA sequencing has provided key insights into mammalian developmental and stem cell biology, emphasizing the analytical approaches that are specific to studying gene expression in single cells.",28049689,PMC5278625,10.1242/dev.133058,48
Pathway trajectory analysis with tensor imputation reveals drug-induced single-cell transcriptomic landscape,"Genome-wide identification of single-cell transcriptomic responses of drugs in various human cells is a challenging issue in medical and pharmaceutical research. Here we present a computational method, tensor-based imputation of gene-expression data at the single-cell level (TIGERS), which reveals the drug-induced single-cell transcriptomic landscape. With this algorithm, we predict missing drug-induced single-cell gene-expression data with tensor imputation, and identify trajectories of regulated pathways considering intercellular heterogeneity. Tensor imputation outperformed existing imputation methods for data completion, and provided cell-type-specific transcriptomic responses for unobserved drugs. For example, TIGERS correctly predicted the cell-type-specific expression of maker genes for pancreatic islets. Pathway trajectory analysis of the imputed gene-expression profiles of all combinations of drugs and human cells identified single-cell-specific drug activities and pathway trajectories that reflect drug-induced changes in pathway regulation. The proposed method is expected to expand our understanding of the single-cell mechanisms of drugs at the pathway level.",38177364,PMC10768635,10.1038/s43588-022-00352-8,0
"Identifying a Lung Stem Cell Subpopulation by Combining Single-Cell Morphometrics, Organoid Culture, and Transcriptomics","Single-cell RNA sequencing is a valuable tool for dissecting cellular heterogeneity in complex systems. However, it is still challenging to estimate the proliferation and differentiation potentials of subpopulations within dormant tissue stem cells. Here, we established a new single-cell analysis method for profiling the organoid-forming capacity and differentiation potential of tissue stem cells to disclose stem cell subpopulations by integrating single-cell morphometrics, organoid-forming assay, and RNA sequencing, a method named scMORN. To explore lung epithelial stem cells, we initially developed feeder-free culture system, which could expand all major lung stem cells, including basal, club, and alveolar type 2 (AT2) cells, and found that club cells contained a subpopulation, which showed better survival rate and high proliferation capacity and could differentiate into alveolar cells. Using the scMORN method, we discovered a club cell subpopulation named Muc5b+ and large club (ML-club) cells that efficiently formed organoids than other club or AT2 cells in our feeder-free organoid culture and differentiated into alveolar cells in vitro. Single-cell transcriptome profiling and immunohistochemical analysis revealed that ML-club cells localized at the intrapulmonary proximal airway and distinct from known subpopulations of club cells such as BASCs. Furthermore, we identified CD14 as a cell surface antigen of ML-club cells and showed that purified CD14+ club cells engrafted into injured mouse lungs had better engraftment rate and expansion than other major lung stem cells, reflecting the observations in organoid culture systems. The scMORN method could be adapted to different stem cell tissues to discover useful stem-cell subpopulations.",37468433,PMC10427966,10.1093/stmcls/sxad044,1
Rare Cell Type Detection,"High-throughput single-cell technologies have great potential to discover new cell types. Here, we present a novel computational method, called GiniClust (Jiang et al., Genome Biol 17(1):144, 2016), to overcome the challenge of detecting rare cell types that are distinct from a large population.",30758820,,10.1007/978-1-4939-9057-3_5,0
[Applications of single-cell analysis in blood research],"Single-cell analysis encompasses analyses at the single-cell level. Specifically, DNA sequences, RNA and protein expression levels, and epigenome modifications are currently analyzed at the single-cell level. In recent years, single-cell sequencing technologies have been incorporated into numerous blood studies. This paper introduces an overview of single-cell technologies and further explains achievements in blood research using single-cell analysis.",37899182,,10.11406/rinketsu.64.1047,0
Differential gene regulatory networks in development and disease,"Gene regulatory networks, in which differential expression of regulator genes induce differential expression of their target genes, underlie diverse biological processes such as embryonic development, organ formation and disease pathogenesis. An archetypical systems biology approach to mapping these networks involves the combined application of (1) high-throughput sequencing-based transcriptome profiling (RNA-seq) of biopsies under diverse network perturbations and (2) network inference based on gene-gene expression correlation analysis. The comparative analysis of such correlation networks across cell types or states, differential correlation network analysis, can identify specific molecular signatures and functional modules that underlie the state transition or have context-specific function. Here, we review the basic concepts of network biology and correlation network inference, and the prevailing methods for differential analysis of correlation networks. We discuss applications of gene expression network analysis in the context of embryonic development, cancer, and congenital diseases.",29018868,PMC11105524,10.1007/s00018-017-2679-6,37
High-plex protein and whole transcriptome co-mapping at cellular resolution with spatial CITE-seq,"In this study, we extended co-indexing of transcriptomes and epitopes (CITE) to the spatial dimension and demonstrated high-plex protein and whole transcriptome co-mapping. We profiled 189 proteins and whole transcriptome in multiple mouse tissue types with spatial CITE sequencing and then further applied the method to measure 273 proteins and transcriptome in human tissues, revealing spatially distinct germinal center reactions in tonsil and early immune activation in skin at the Coronavirus Disease 2019 mRNA vaccine injection site.",36823353,PMC10567548,10.1038/s41587-023-01676-0,35
Single neuron transcriptome analysis can reveal more than cell type classification: Does it matter if every neuron is unique?,"A recent single cell mRNA sequencing study by Dueck et al. compares neuronal transcriptomes to the transcriptomes of adipocytes and cardiomyocytes. Single cell omic approaches such as those used by the authors are at the leading edge of molecular and biophysical measurement. Many groups are currently employing single cell sequencing approaches to understand cellular heterogeneity in cancer and during normal development. These single cell approaches also are beginning to address long-standing questions regarding nervous system diversity. Beyond an innate interest in cataloging cell type diversity in the brain, single cell neuronal diversity has important implications for neurotypic neural circuit function and for neurological disease. Herein, we review the authors' methods and findings, which most notably include evidence of unique expression profiles in some single neurons.",26749010,PMC4852373,10.1002/bies.201500097,5
"Interactive, integrated analysis of single-cell transcriptomic and phylogenetic data with PhyloVision","Recent advances in CRISPR-Cas9 engineering and single-cell assays have enabled the simultaneous measurement of single-cell transcriptomic and phylogenetic profiles. However, there are few computational tools enabling users to integrate and derive insight from a joint analysis of these two modalities. Here, we describe ""PhyloVision"": an open-source software for interactively exploring data from both modalities and for identifying and interpreting heritable gene modules whose concerted expression are associated with phylogenetic relationships. PhyloVision provides a feature-rich, interactive, and shareable web-based report for investigating these modules while also supporting several other data and meta-data exploration capabilities. We demonstrate the utility of PhyloVision using a published dataset of metastatic lung adenocarcinoma cells, whose phylogeny was resolved using a CRISPR-Cas9-based lineage-tracing system. Together, we anticipate that PhyloVision and the methods it implements will be a useful resource for scalable and intuitive data exploration for any assay that simultaneously measures cell state and lineage.",35497495,PMC9046453,10.1016/j.crmeth.2022.100200,3
SC2sepsis: sepsis single-cell whole gene expression database,"Sepsis, one of the major challenges in the intensive care unit, is characterized by complex host immune status. Improved understandings of the phenotypic changes of immune cells during sepsis and the driving molecular mechanisms are critical to the elucidation of sepsis pathogenesis. Single-cell RNA sequencing (scRNA-seq), which interprets transcriptome at a single-cell resolution, serves as a useful tool to uncover disease-related gene expression signatures of different cell populations in various diseases. It has also been applied to studies on sepsis immunopathological mechanisms. Due to the fact that most sepsis-related studies utilizing scRNA-seq have very small sample sizes and there is a lack of an scRNA-seq database for sepsis, we developed Sepsis Single-cell Whole Gene Expression Database Website (SC2sepsis) (http://www.rjh-sc2sepsis.com/), integrating scRNA-seq datasets of human peripheral blood mononuclear cells from 45 septic patients and 26 healthy controls, with a total amount of 232 226 cells. SC2sepsis is a comprehensive resource database with two major features: (i) retrieval of 1988 differentially expressed genes between pathological and healthy conditions and (ii) automatic cell-type annotation, which is expected to facilitate researchers to gain more insights into the immune dysregulation of sepsis.Database url:http://www.rjh-sc2sepsis.com/.",35980286,PMC9387141,10.1093/database/baac061,2
High-quality single-cell transcriptomics from ovarian histological sections during folliculogenesis,"High-quality, straightforward single-cell RNA sequencing (RNA-seq) with spatial resolution remains challenging. Here, we developed DRaqL (direct RNA recovery and quenching for laser capture microdissection), an experimental approach for efficient cell lysis of tissue sections, directly applicable to cDNA amplification. Single-cell RNA-seq combined with DRaqL allowed transcriptomic profiling from alcohol-fixed sections with efficiency comparable with that of profiling from freshly dissociated cells, together with effective exon-exon junction profiling. The combination of DRaqL with protease treatment enabled robust and efficient single-cell transcriptome analysis from formalin-fixed tissue sections. Applying this method to mouse ovarian sections, we were able to predict the transcriptome of oocytes by their size and identified an anomaly in the size-transcriptome relationship relevant to growth retardation of oocytes, in addition to detecting oocyte-specific splice isoforms. Furthermore, we identified differentially expressed genes in granulosa cells in association with their proximity to the oocytes, suggesting distinct epigenetic regulations and cell-cycle activities governing the germ-soma relationship. Thus, DRaqL is a versatile, efficient approach for high-quality single-cell RNA-seq from tissue sections, thereby revealing histological heterogeneity in folliculogenic transcriptome.",37722727,PMC10507249,10.26508/lsa.202301929,2
Integration of Computational Analysis and Spatial Transcriptomics in Single-cell Studies,"Recent advances of single-cell transcriptomics technologies and allied computational methodologies have revolutionized molecular cell biology. Meanwhile, pioneering explorations in spatial transcriptomics have opened up avenues to address fundamental biological questions in health and diseases. Here, we review the technical attributes of single-cell RNA sequencing and spatial transcriptomics, and the core concepts of computational data analysis. We further highlight the challenges in the application of data integration methodologies and the interpretation of the biological context of the findings.",35901961,PMC10372908,10.1016/j.gpb.2022.06.006,3
Comprehensive visualization of cell-cell interactions in single-cell and spatial transcriptomics with NICHES,"Motivation:Recent years have seen the release of several toolsets that reveal cell-cell interactions from single-cell data. However, all existing approaches leverage mean celltype gene expression values, and do not preserve the single-cell fidelity of the original data. Here, we present NICHES (Niche Interactions and Communication Heterogeneity in Extracellular Signaling), a tool to explore extracellular signaling at the truly single-cell level.Results:NICHES allows embedding of ligand-receptor signal proxies to visualize heterogeneous signaling archetypes within cell clusters, between cell clusters and across experimental conditions. When applied to spatial transcriptomic data, NICHES can be used to reflect local cellular microenvironment. NICHES can operate with any list of ligand-receptor signaling mechanisms, is compatible with existing single-cell packages, and allows rapid, flexible analysis of cell-cell signaling at single-cell resolution.Availability and implementation:NICHES is an open-source software implemented in R under academic free license v3.0 and it is available at http://github.com/msraredon/NICHES. Use-case vignettes are available at https://msraredon.github.io/NICHES/.Supplementary information:Supplementary data are available at Bioinformatics online.",36458905,PMC9825783,10.1093/bioinformatics/btac775,15
Novel insights from spatial transcriptome analysis in solid tumors,"Since its first application in 2016, spatial transcriptomics has become a rapidly evolving technology in recent years. Spatial transcriptomics enables transcriptomic data to be acquired from intact tissue sections and provides spatial distribution information and remedies the disadvantage of single-cell RNA sequencing (scRNA-seq), whose data lack spatially resolved information. Presently, spatial transcriptomics has been widely applied to various tissue types, especially for the study of tumor heterogeneity. In this review, we provide a summary of the research progress in utilizing spatial transcriptomics to investigate tumor heterogeneity and the microenvironment with a focus on solid tumors. We summarize the research breakthroughs in various fields and perspectives due to the application of spatial transcriptomics, including cell clustering and interaction, cellular metabolism, gene expression, immune cell programs and combination with other techniques. As a combination of multiple transcriptomics, single-cell multiomics shows its superiority and validity in single-cell analysis. We also discuss the application prospect of single-cell multiomics, and we believe that with the progress of data integration from various transcriptomics, a multilayered subcellular landscape will be revealed.",37781515,PMC10539699,10.7150/ijbs.83098,0
Assessing single-cell transcriptomic variability through density-preserving data visualization,"Nonlinear data visualization methods, such as t-distributed stochastic neighbor embedding (t-SNE) and uniform manifold approximation and projection (UMAP), summarize the complex transcriptomic landscape of single cells in two dimensions or three dimensions, but they neglect the local density of data points in the original space, often resulting in misleading visualizations where densely populated subsets of cells are given more visual space than warranted by their transcriptional diversity in the dataset. Here we present den-SNE and densMAP, which are density-preserving visualization tools based on t-SNE and UMAP, respectively, and demonstrate their ability to accurately incorporate information about transcriptomic variability into the visual interpretation of single-cell RNA sequencing data. Applied to recently published datasets, our methods reveal significant changes in transcriptomic variability in a range of biological processes, including heterogeneity in transcriptomic variability of immune cells in blood and tumor, human immune cell specialization and the developmental trajectory of Caenorhabditis elegans. Our methods are readily applicable to visualizing high-dimensional data in other scientific domains.",33462509,PMC8195812,10.1038/s41587-020-00801-7,34
Longitudinal profiling of human androgenotes through single-cell analysis unveils paternal gene expression dynamics in early embryo development,"Study question:How do transcriptomics vary in haploid human androgenote embryos at single cell level in the first four cell cycles of embryo development?Summary answer:Gene expression peaks at the fourth cell cycle, however some androcytes exhibit unique transcriptional behaviors.What is known already:The developmental potential of an embryo is determined by the competence of the oocyte and the sperm. However, studies of the contribution of the paternal genome using pure haploid androgenotes are very scarce.Study design, size, duration:This study was performed analyzing the single-cell transcriptomic sequencing of 38 androcytes obtained from 10 androgenote bioconstructs previously produced in vitro (de Castro et al., 2023). These results were analyzed through different bioinformatics software such as g: Profiler, GSEA, Cytoscape, and Reactome.Participants/materials, setting, methods:Single cell sequencing was used to obtain the transcriptomic profiles of the different androcytes. The results obtained were compared between the different cycles studied using the DESeq2 program and functional enrichment pathways using g: Profiler, Cytoscape, and Reactome.Main results and the role of chance:A wave of paternally driven transcriptomic activation was found during the third-cell cycle, with 1128 upregulated and 225 downregulated genes and the fourth-cell cycle, with 1373 upregulated and 286 downregulated genes, compared to first-cell cycle androcytes. Differentially expressed routes related to cell differentiation, DNA-binding transcription, RNA biosynthesis and RNA polymerase II transcription regulatory complex, and cell death were found in the third and fourth with respect to the first-cell cycle. Conversely, in the fourth cell cycle, 153 downregulated and 332 upregulated genes were found compared with third cell cycle, associated with differentially expressed processes related to E-box binding and zinc finger protein 652 (ZNF652) transcription factor. Further, significant overexpression of LEUTX, PRAMEF1, DUXA, RFPL4A, TRIM43, and ZNF675 found in androgenotes, compared to biparental embryos, highlights the paternal contributions to zygote genome activation.Large scale data:All raw sequencing data are available through the Gene Expression Omnibus (GEO) under accessions number: GSE216501.Limitations, reasons for caution:Extrapolation of biological events from uniparental constructs to biparental embryos should be done with caution. Maternal and paternal genomes do not act independently of each other in a natural condition. The absence of one genome may affect gene transcription of the other. In this sense, the haploid condition of the bioconstructs could mask the transcriptomic patterns of the single cells.Wider implications of the findings:The results obtained demonstrated the level of involvement of the human paternal haploid genome in the early stages of embryo development as well as its evolution at the transcriptomic level, laying the groundwork for the use of these bioconstructs as reliable models to dispel doubts about the genetic role played by the paternal genome in the early cycles of embryo development.Study funding/competing interest(s):This study was funded by Instituto de Salud Carlos III (ISCIII) through the project 'PI22/00924', co-funded by European Regional Development Fund (ERDF); 'A way to make Europe'. F.D. was supported by the Spanish Ministry of Economy and Competitiveness through the Miguel Servet program (CPII018/00002). M.J.E. was supported by Instituto de Salud Carlos III (PI19/00577 [M.J.E.]) and FI20/00086. P.dC. was supported by a predoctoral grant for training in research into health (PFIS PI19/00577) from the Instituto de Salud Carlos III. All authors declare having no conflict of interest with regard to this trial.",38622061,,10.1093/humrep/deae072,0
Single-cell RNA sequencing to study vascular diversity and function,"Purpose of review:Single-cell RNA sequencing (scRNA-seq) can capture the transcriptional profile of thousands of individual cells concurrently from complex tissues and with remarkable resolution. Either with the goal of seeking information about distinct cell subtypes or responses to a stimulus, the approach has provided robust information and promoted impressive advances in cardiovascular research. The goal of this review is to highlight strategies and approaches to leverage this technology and bypass potential caveats related to evaluation of the vascular cells.Recent findings:As the most recent technological development, details associated with experimental strategies, analysis, and interpretation of scRNA-seq data are still being discussed and scrutinized by investigators across the vascular field. Compilation of this information is valuable for those using the technology but particularly important to those about to start utilizing scRNA-seq to seek transcriptome information of vascular cells.Summary:As our field progresses to catalog transcriptomes from distinct vascular beds, it is undeniable that scRNA-seq technology is here to stay. Sharing approaches to improve the quality of cell dissociation procedures, analysis, and a consensus of best practices is critical as information from this powerful experimental platform continues to emerge.",33714967,PMC8262106,10.1097/MOH.0000000000000651,2
A Bioinformatic Toolkit for Single-Cell mRNA Analysis,"The recent technological developments in the field of single-cell RNA-Seq enable us to assay the transcriptome of up to a million single cells in parallel. However, the analyses of such big datasets present a major challenge. During the last decade, a wide variety of strategies have been proposed covering different steps of the analysis. Here, we introduce a selection of computational tools to provide an overview of a generic analysis pipeline.The first step of every scRNA-Seq experiment is proper study design, which does not require sophisticated experimental or informatics skills but is nonetheless presumably the most important step. The quality of the resulting data strictly depends on the proper planning of the experiment, including the selection of the most suitable technology for the biological question of interest as well as an elaborated study design to minimize the influence of confounding factors. Once the experiment has been conducted, the raw sequencing data needs to be processed to extract the gene expression information for each cell. This task comprises quality assessment of the sequenced reads, alignment against a reference genome, demultiplexing of the cell barcodes, and quantification of the reads/transcripts per gene. As any other transcriptomics technology, single-cell mRNA-Seq requires data normalization to assure sample-to-sample, here cell-to-cell, comparability and the consideration of confounding factors.Once gene expression values have been extracted from the reads and normalized, the researcher has the agony of choosing between a plethora of analysis approaches to investigate diverse aspects of the single-cell transcriptomes, such as dimensionality reduction and clustering to explore cellular heterogeneity or trajectory analysis to model differentiation processes.In this chapter, we present a wrap-up of the abovementioned steps to conduct single-cell RNA-Seq analyses and present a selection of existing tools.",31028653,,10.1007/978-1-4939-9240-9_26,2
Predicting drug response from single-cell expression profiles of tumours,"Background:Intra-tumour heterogeneity (ITH) presents a significant obstacle in formulating effective treatment strategies in clinical practice. Single-cell RNA sequencing (scRNA-seq) has evolved as a powerful instrument for probing ITH at the transcriptional level, offering an unparalleled opportunity for therapeutic intervention.Results:Drug response prediction at the single-cell level is an emerging field of research that aims to improve the efficacy and precision of cancer treatments. Here, we introduce DREEP (Drug Response Estimation from single-cell Expression Profiles), a computational method that leverages publicly available pharmacogenomic screens from GDSC2, CTRP2, and PRISM and functional enrichment analysis to predict single-cell drug sensitivity from transcriptomic data. We validated DREEP extensively in vitro using several independent single-cell datasets with over 200 cancer cell lines and showed its accuracy and robustness. Additionally, we also applied DREEP to molecularly barcoded breast cancer cells and identified drugs that can selectively target specific cell populations.Conclusions:DREEP provides an in silico framework to prioritize drugs from single-cell transcriptional profiles of tumours and thus helps in designing personalized treatment strategies and accelerating drug repurposing studies. DREEP is available at https://github.com/gambalab/DREEP .",38041118,PMC10693176,10.1186/s12916-023-03182-1,3
Single-Cell RNAseq Data QC and Preprocessing,"The first step in single-cell RNAseq data analysis is the evaluation of the overall quality of the cell transcriptome and the preparation of the single-cell transcription data for clustering. In this chapter, we describe one of the possible approaches to perform single-cell data preprocessing for 3' end single-cell RNAseq transcriptomics data.",36495451,,10.1007/978-1-0716-2756-3_9,0
Immune cell identifier and classifier (ImmunIC) for single cell transcriptomic readouts,"Single cell RNA sequencing has a central role in immune profiling, identifying specific immune cells as disease markers and suggesting therapeutic target genes of immune cells. Immune cell-type annotation from single cell transcriptomics is in high demand for dissecting complex immune signatures from multicellular blood and organ samples. However, accurate cell type assignment from single-cell RNA sequencing data alone is complicated by a high level of gene expression heterogeneity. Many computational methods have been developed to respond to this challenge, but immune cell annotation accuracy is not highly desirable. We present ImmunIC, a simple and robust tool for immune cell identification and classification by combining marker genes with a machine learning method. With over two million immune cells and half-million non-immune cells from 66 single cell RNA sequencing studies, ImmunIC shows 98% accuracy in the identification of immune cells. ImmunIC outperforms existing immune cell classifiers, categorizing into ten immune cell types with 92% accuracy. We determine peripheral blood mononuclear cell compositions of severe COVID-19 cases and healthy controls using previously published single cell transcriptomic data, permitting the identification of immune cell-type specific differential pathways. Our publicly available tool can maximize the utility of single cell RNA profiling by functioning as a stand-alone bioinformatic cell sorter, advancing cell-type specific immune profiling for the discovery of disease-specific immune signatures and therapeutic targets.",37495649,PMC10372073,10.1038/s41598-023-39282-4,0
Mouse organogenesis atlas at single-cell resolution,"The generation of spatial transcriptomes of whole embryo has been limited in scale and resolution due to various technological restrictions. In this issue of Cell, Chen et al. introduce a DNA nanoball-based sample-capture technology for spatial transcriptome analysis to generate a molecular atlas of mouse organogenesis at single-cell resolution.",35561663,,10.1016/j.cell.2022.04.026,0
The rise of single-cell transcriptomics in yeast,"The field of single-cell omics has transformed our understanding of biological processes and is constantly advancing both experimentally and computationally. One of the most significant developments is the ability to measure the transcriptome of individual cells by single-cell RNA-seq (scRNA-seq), which was pioneered in higher eukaryotes. While yeast has served as a powerful model organism in which to test and develop transcriptomic technologies, the implementation of scRNA-seq has been significantly delayed in this organism, mainly because of technical constraints associated with its intrinsic characteristics, namely the presence of a cell wall, a small cell size and little amounts of RNA. In this review, we examine the current technologies for scRNA-seq in yeast and highlight their strengths and weaknesses. Additionally, we explore opportunities for developing novel technologies and the potential outcomes of implementing single-cell transcriptomics and extension to other modalities. Undoubtedly, scRNA-seq will be invaluable for both basic and applied yeast research, providing unique insights into fundamental biological processes.",38403881,,10.1002/yea.3934,0
Recent Advances in Developmental Hematopoiesis: Diving Deeper With New Technologies,"The journey of a hematopoietic stem cell (HSC) involves the passage through successive anatomical sites where HSCs are in direct contact with their surrounding microenvironment, also known as niche. These spatial and temporal cellular interactions throughout development are required for the acquisition of stem cell properties, and for maintaining the HSC pool through balancing self-renewal, quiescence and lineage commitment. Understanding the context and consequences of these interactions will be imperative for our understanding of HSC biology and will lead to the improvement ofin vitroproduction of HSCs for clinical purposes. The aorta-gonad-mesonephros (AGM) region is in this light of particular interest since this is the cradle of HSC emergence during the embryonic development of all vertebrate species. In this review, we will focus on the developmental origin of HSCs and will discuss the novel technological approaches and recent progress made to identify the cellular composition of the HSC supportive niche and the underlying molecular events occurring in the AGM region.",34899758,PMC8652083,10.3389/fimmu.2021.790379,11
Spatial Transcriptomics: Emerging Technologies in Tissue Gene Expression Profiling,"In this Perspective, we discuss the current status and advances in spatial transcriptomics technologies, which allow high-resolution mapping of gene expression in intact cell and tissue samples. Spatial transcriptomics enables the creation of high-resolution maps of gene expression patterns within their native spatial context, adding an extra layer of information to the bulk sequencing data. Spatial transcriptomics has expanded significantly in recent years and is making a notable impact on a range of fields, including tissue architecture, developmental biology, cancer, and neurodegenerative and infectious diseases. The latest advancements in spatial transcriptomics have resulted in the development of highly multiplexed methods, transcriptomic-wide analysis, and single-cell resolution utilizing diverse technological approaches. In this Perspective, we provide a detailed analysis of the molecular foundations behind the main spatial transcriptomics technologies, including methods based on microdissection,in situsequencing, single-molecule FISH, spatial capturing, selection of regions of interest, and single-cell or nuclei dissociation. We contextualize the detection and capturing efficiency, strengths, limitations, tissue compatibility, and applications of these techniques as well as provide information on data analysis. In addition, this Perspective discusses future directions and potential applications of spatial transcriptomics, highlighting the importance of the continued development to promote widespread adoption of these techniques within the research community.",37814884,PMC10603609,10.1021/acs.analchem.3c02029,0
scTPA: a web tool for single-cell transcriptome analysis of pathway activation signatures,"Motivation:At present, a fundamental challenge in single-cell RNA-sequencing data analysis is functional interpretation and annotation of cell clusters. Biological pathways in distinct cell types have different activation patterns, which facilitates the understanding of cell functions using single-cell transcriptomics. However, no effective web tool has been implemented for single-cell transcriptome data analysis based on prior biological pathway knowledge.Results:Here, we present scTPA, a web-based platform for pathway-based analysis of single-cell RNA-seq data in human and mouse. scTPA incorporates four widely-used gene set enrichment methods to estimate the pathway activation scores of single cells based on a collection of available biological pathways with different functional and taxonomic classifications. The clustering analysis and cell-type-specific activation pathway identification were provided for the functional interpretation of cell types from a pathway-oriented perspective. An intuitive interface allows users to conveniently visualize and download single-cell pathway signatures. Overall, scTPA is a comprehensive tool for the identification of pathway activation signatures for the analysis of single cell heterogeneity.Availability and implementation:http://sctpa.bio-data.cn/sctpa.Contact:sujz@wmu.edu.cn or yufulong421@gmail.com or zgj@zjut.edu.cn.Supplementary information:Supplementary data are available at Bioinformatics online.",32437538,,10.1093/bioinformatics/btaa532,19
