DOI,Title,year,Abstract,Semantic Scholar ID,url,PMID,PMCID,intent,isinfluential,journal_title,Journal_id
10.1016/j.xpro.2021.100556,A protocol for transdifferentiation of human cardiac fibroblasts into endothelial        cells via activation of innate immunity.,2021.0,"Endothelial cells (ECs) have emerged as key pathogenic players in cardiac disease        due to their proximity with cardiomyocytes. Induced pluripotent stem cells        (iPSCs) have been employed to generate ECs. However, it may be more clinically        relevant to transdifferentiate fibroblasts into ECs directly without introducing        pluripotent or virally driven transcription factors. Here, we present a protocol        that describes the direct conversion of human cardiac fibroblasts into ECs by        leveraging the innate immune system. Our protocol produces bona fide human ECs        with 95%-98% purity by first passage. For complete details on the use and        execution of this protocol, please refer to Liu et al. (2020) and Sayed et al.        (2015).",7d2877219b647e8f79fa429f613e089287c58ff9,https://www.semanticscholar.org/paper/7d2877219b647e8f79fa429f613e089287c58ff9,34151292,PMC8190482,,False,STAR protocols,101769501
10.1016/j.scr.2021.102365,Inhibition of EZH2 primes the cardiac gene activation via removal of epigenetic        repression during human direct cardiac reprogramming.,2021.0,"Cardiovascular disease, until now, is still the leading cause of death in the        United States. Due to the limited regenerative capacity of adult hearts, the        damage caused by heart injury cannot be reversed and eventually progress into        heart failure. In need of cardiovascular disease treatment, many therapies aimed        at either cell transplantation or cell regeneration have been proposed. Direct        reprogramming of somatic cells into induced cardiomyocytes (iCMs) is considered        to be a promising strategy for regenerative medicine. The induction of        cardiomyocytes from non-myocytes can be achieved efficiently via ectopic        expression of reprogramming factors both in vitro and in vivo in the mouse model,        however, the generation of human induced cardiomyocyte-like cells (hiCMs) remains        challenging. The inefficiency of hiCMs production called for the identification        of the additional epigenetic memories in non-myocytes which might be damping the        hiCM reprogramming. Here, we conducted an unbiased loss-of-function screening        focusing on epigenetic regulators and identified enhancer of zeste homolog 2        (EZH2) as an important epigenetic barrier during hiCM reprogramming. We found        that the removal of EZH2 via genetic knockdown or treatment of EZH2 selective        degrader significantly increased the hiCM reprogramming efficiency and led to        profound activation of cardiac genes and repression of collagen and extracellular        matrix genes. Furthermore, EZH2 inhibitors targeting its catalytic activity also        promotes hiCM reprogramming, suggesting that EZH2 may restrain cardiac conversion        through H3K27me3-mediated gene repression. Indeed, genomic profiling of H3K27me3        revealed a subset of cardiac genes that remain repressed with high levels of        H3K27me3 despite of the delivery of the reprogramming factors. Inhibition of        EZH2, however, leads to reduced H3K27me3 occupancy and robust activation of these        cardiac genes. Taken together, our data suggested that EZH2 inhibition        facilitates the activation of cardiac genes in fibroblasts and eases the        production of hiCMs.",9d9673fcf2a3279c4b0c6d97b0c93ddff8c7c5eb,https://www.semanticscholar.org/paper/9d9673fcf2a3279c4b0c6d97b0c93ddff8c7c5eb,34087994,PMC8238038,"methodology,background",True,Stem cell research,101316957
10.1016/j.semcdb.2021.05.018,The role of metabolism in directed differentiation versus trans-differentiation        of cardiomyocytes.,2021.0,"The advent of induced pluripotent stem cells (iPSCs) and identification of        transcription factors for cardiac reprogramming have raised hope to cure heart        disease, the leading cause of death in the world. Our knowledge in heart        development and molecular barriers of cardiac reprogramming is advancing, but        many hurdles are yet to be overcome for clinical translation. Importantly, we        lack a full understanding of molecular mechanisms governing cell fate conversion        toward cardiomyocytes. In this review, we will discuss the role of metabolism in        directed differentiation versus trans-differentiation of cardiomyocytes.        Cardiomyocytes exhibit a unique metabolic feature distinct from PSCs and cardiac        fibroblasts, and there are multiple overlapping molecular mechanisms underlying        metabolic reprogramming during cardiomyogenesis. We will discuss key metabolic        changes occurring during cardiomyocytes differentiation from PSCs and cardiac        fibroblasts, and the potential role of metabolic reprogramming in the enhancement        strategies for cardiomyogenesis. Only when such details are discovered will more        effective strategies to enhance the de novo production of cardiomyocytes be        possible.",aa6aed99bbefda3acc534abd26b8e5ae2dbc9641,https://www.semanticscholar.org/paper/aa6aed99bbefda3acc534abd26b8e5ae2dbc9641,34074592,PMC8725317,,False,Seminars in cell & developmental biology,9607332
10.3389/fbioe.2021.599928,Cardiac Fibroblasts and Myocardial Regeneration.,2021.0,"The billions of cardiomyocytes lost to acute myocardial infarction (MI) cannot be        replaced by the limited regenerative capacity of adult mammalian hearts, and        despite decades of research, there are still no clinically effective therapies        for remuscularizing and restoring damaged myocardial tissue. Although the        majority of the cardiac mass is composed of cardiomyocytes, cardiac fibroblasts        (CFs) are one type of most numerous cells in the heart and the primary drivers of        fibrosis, which prevents ventricular rupture immediately after MI but the        fibrotic scar expansion and LV dilatation can eventually lead to heart failure.        However, embryonic CFs produce cytokines that can activate proliferation in        cultured cardiomyocytes, and the structural proteins produced by CFs may regulate        cardiomyocyte cell-cycle activity by modulating the stiffness of the        extracellular matrix (ECM). CFs can also be used to generate induced-pluripotent        stem cells and induced cardiac progenitor cells, both of which can differentiate        into cardiomyocytes and vascular cells, but cardiomyocytes appear to be more        readily differentiated from iPSCs that have been reprogrammed from CFs than from        other cell types. Furthermore, the results from recent studies suggest that        cultured CFs, as well as the CFs present in infarcted hearts, can be reprogrammed        directly into cardiomyocytes. This finding is very exciting as should we be able        to successfully increase the efficiency of this reprogramming, we could        remuscularize the injured ventricle and restore the LV function without need the        transplantation of cells or cell products. This review summarizes the role of CFs        in the innate response to MI and how their phenotypic plasticity and involvement        in ECM production might be manipulated to improve cardiac performance in injured        hearts.",1572aaa7f8c4c682378e0458a39224caead6dbc5,https://www.semanticscholar.org/paper/1572aaa7f8c4c682378e0458a39224caead6dbc5,33842440,PMC8026894,background,False,Frontiers in bioengineering and biotechnology,101632513
10.1253/circrep.CR-19-0104,Direct Cardiac Reprogramming　- Converting Cardiac Fibroblasts to Cardiomyocytes.,2019.0,"Cardiovascular disease is the leading cause of death and disability worldwide.        Despite advances in cardiovascular therapy, mortality in heart disease still        remains high. Direct cardiac reprogramming is a promising approach for cardiac        tissue repair involving in situ generation of new cardiomyocytes from endogenous        cardiac fibroblasts. Although, initially, the reprogramming efficiency was low,        several developments in reprogramming methods have improved the in vitro cardiac        reprogramming efficiency. Subsequently, in vivo cardiac reprogramming has        demonstrated improvement in cardiac function and fibrosis after myocardial        infarction. Here, we review recent progress in cardiac reprogramming as a new        technology for cardiac regeneration.",f2bf49def725a5cf7c84e601cf12eb2ca56b4554,https://www.semanticscholar.org/paper/f2bf49def725a5cf7c84e601cf12eb2ca56b4554,33693102,PMC7897695,,False,Circulation reports,101746642
10.3390/ijms22042071,"Ex uno, plures-From One Tissue to Many Cells: A Review of Single-Cell        Transcriptomics in Cardiovascular Biology.",2021.0,"Recent technological advances have revolutionized the study of tissue biology and        garnered a greater appreciation for tissue complexity. In order to understand        cardiac development, heart tissue homeostasis, and the effects of stress and        injury on the cardiovascular system, it is essential to characterize the heart at        high cellular resolution. Single-cell profiling provides a more precise        definition of tissue composition, cell differentiation trajectories, and        intercellular communication, compared to classical bulk approaches. Here, we aim        to review how recent single-cell multi-omic studies have changed our        understanding of cell dynamics during cardiac development, and in the healthy and        diseased adult myocardium.",0ca4900494659398bbdc04aa73a8207efd60432e,https://www.semanticscholar.org/paper/0ca4900494659398bbdc04aa73a8207efd60432e,33669808,PMC7922347,,False,International journal of molecular sciences,101092791
10.1038/s41580-021-00335-z,"Direct cell reprogramming: approaches, mechanisms and progress.",2021.0,"The reprogramming of somatic cells with defined factors, which converts cells        from one lineage into cells of another, has greatly reshaped our traditional        views on cell identity and cell fate determination. Direct reprogramming (also        known as transdifferentiation) refers to cell fate conversion without        transitioning through an intermediary pluripotent state. Given that the number of        cell types that can be generated by direct reprogramming is rapidly increasing,        it has become a promising strategy to produce functional cells for therapeutic        purposes. This Review discusses the evolution of direct reprogramming from a        transcription factor-based method to a small-molecule-driven approach, the recent        progress in enhancing reprogrammed cell maturation, and the challenges associated        with in vivo direct reprogramming for translational applications. It also        describes our current understanding of the molecular mechanisms underlying direct        reprogramming, including the role of transcription factors, epigenetic        modifications, non-coding RNAs, and the function of metabolic reprogramming, and        highlights novel insights gained from single-cell omics studies.",1beb9b262f93a621226fe5a6afd570c39122476f,https://www.semanticscholar.org/paper/1beb9b262f93a621226fe5a6afd570c39122476f,33619373,PMC8161510,,False,Nature reviews. Molecular cell biology,100962782
10.3389/fbioe.2020.637538,Cardiac Regeneration: New Insights Into the Frontier of Ischemic Heart Failure        Therapy.,2021.0,"Ischemic heart disease is the leading cause of morbidity and mortality in the        world. While pharmacological and surgical interventions developed in the late        twentieth century drastically improved patient outcomes, mortality rates over the        last two decades have begun to plateau. Following ischemic injury, pathological        remodeling leads to cardiomyocyte loss and fibrosis leading to impaired heart        function. Cardiomyocyte turnover rate in the adult heart is limited, and no        clinical therapies currently exist to regenerate cardiomyocytes lost following        ischemic injury. In this review, we summarize the progress of therapeutic        strategies including revascularization and cell-based interventions to regenerate        the heart: transiently inducing cardiomyocyte proliferation and direct        reprogramming of fibroblasts into cardiomyocytes. Moreover, we highlight recent        mechanistic insights governing these strategies to promote heart regeneration and        identify current challenges in translating these approaches to human patients.",211f62800496c85c9e380802dd2f7d1096a7cce0,https://www.semanticscholar.org/paper/211f62800496c85c9e380802dd2f7d1096a7cce0,33585427,PMC7873479,background,False,Frontiers in bioengineering and biotechnology,101632513
10.1016/j.ebiom.2020.103193,BMI1 in the heart: Novel functions beyond tumorigenesis.,2021.0,"The BMI1 protein, a member of the PRC1 family, is a well recognised        transcriptional suppressor and has the capability of maintaining the self-renewal        and proliferation of tissue-specific stem cells. Numerous studies have        established that BMI1 is highly expressed in a variety of malignant cancers and        serves as a key regulator in the tumorigenesis process. However, our        understanding of BMI1 in terminally differentiated organs, such as the heart, is        relatively nascent. Importantly, emerging data support that, beyond the tumor,        BMI1 is also expressed in the heart tissue and indeed exerts profound effects in        various cardiac pathological conditions. This review gives a summary of the novel        functions of BMI1 in the heart, including BMI1-positive cardiac stem cells and        BMI1-mediated signaling pathways, which are involved in the response to various        cardiac pathological stimuli. Besides, we summarize the recent progress of BMI1        in some novel and rapidly developing cardiovascular therapies. Furtherly, we        highlight the properties of BMI1, a therapeutic target proved effective in cancer        treatment, as a promising target to alleviate cardiovascular diseases.",739911c04cff4c5b59425554d6da28a733593c39,https://www.semanticscholar.org/paper/739911c04cff4c5b59425554d6da28a733593c39,33421944,PMC7804972,background,False,EBioMedicine,101647039
10.1016/j.cellsig.2020.109888,Controlling cardiac fibrosis through fibroblast state space modulation.,2020.0,"The transdifferentiation of cardiac fibroblasts into myofibroblasts after cardiac        injury has traditionally been defined by a unidirectional continuum from        quiescent fibroblasts, through activated fibroblasts, and finally to        fibrotic-matrix producing myofibroblasts. However, recent lineage tracing and        single cell RNA sequencing experiments have demonstrated that fibroblast        transdifferentiation is much more complex. Growing evidence suggests that        fibroblasts are more heterogenous than previously thought, and many new cell        states have recently been identified. This review reexamines conventional        fibroblast transdifferentiation paradigms with a dynamic state space lens, which        could enable a more complex understanding of how fibroblast state dynamics alters        fibrotic remodeling of the heart. This review will define cellular state space,        how it relates to fibroblast state transitions, and how the canonical and        non-canonical fibrotic signaling pathways modulate fibroblast cell state and        cardiac fibrosis. Finally, this review explores the therapeutic potential of        fibroblast state space modulation by p38 inhibition, yes-associated protein (YAP)        inhibition, and fibroblast reprogramming.",ec217dab531c81d36493cccc99da3f797aa10a2f,https://www.semanticscholar.org/paper/ec217dab531c81d36493cccc99da3f797aa10a2f,33340659,PMC7856220,"result,background",False,Cellular signalling,8904683
10.1016/j.omtn.2020.10.034,Enhancing cardiac reprogramming via synthetic RNA oligonucleotides.,2020.0,"Reprogramming scar fibroblasts into new heart muscle cells has the potential to        restore function to the injured heart. However, the effectiveness of        reprogramming is notably low. We have recently demonstrated that the        effectiveness of reprogramming fibroblasts into heart muscle cells        (cardiomyocytes) is increased by the addition of RNA-sensing receptor ligands.        Clinical use of these ligands is problematic due to their ability to induce        adverse inflammatory events. To overcome this issue, we sought to determine        whether synthetic analogs of natural RNA-sensing receptor ligands, which avoid        generating inflammatory insults and are nuclease resistant, would similarly        enhance fibroblast reprogramming into cardiomyocytes. Indeed, one such stabilized        RNA, ICR2, increased the expression of cardiomyocyte-specific mRNAs in        reprogrammed fibroblasts. Moreover, ICR2 enhanced the ability of reprogramming        factors to produce cardiomyocytes with mature sarcomeres. Knockdown assays        indicated that the effects of ICR2 were mediated by the RNA-sensing receptors        Rig-I and TLR3. In addition, ICR2 reduced the effective dose and number of        reprogramming factors needed for efficient reprogramming. In summary, the        synthetic RNA oligonucleotide ICR2 is a potential therapeutic agent to enhance        cardiac reprogramming efficiency.",be390c50a4175b39d2f17a13dc27c4dfbe717861,https://www.semanticscholar.org/paper/be390c50a4175b39d2f17a13dc27c4dfbe717861,33335792,PMC7723775,background,False,Molecular therapy. Nucleic acids,101581621
10.3390/ijms21218345,Review of Single-Cell RNA Sequencing in the Heart.,2020.0,"Single-cell RNA sequencing (scRNA-seq) technology is a powerful, rapidly        developing tool for characterizing individual cells and elucidating biological        mechanisms at the cellular level. Cardiovascular disease is one of the major        causes of death worldwide and its precise pathology remains unclear. scRNA-seq        has provided many novel insights into both healthy and pathological hearts. In        this review, we summarize the various scRNA-seq platforms and describe the        molecular mechanisms of cardiovascular development and disease revealed by        scRNA-seq analysis. We then describe the latest technological advances in        scRNA-seq. Finally, we discuss how to translate basic research into clinical        medicine using scRNA-seq technology.",52d8fa6a5f4d108d1da86447df9176554690e576,https://www.semanticscholar.org/paper/52d8fa6a5f4d108d1da86447df9176554690e576,33172208,PMC7664385,"methodology,background",False,International journal of molecular sciences,101092791
10.1126/scitranslmed.aay7856,Down-regulation of Beclin1 promotes direct cardiac reprogramming.,2020.0,"Direct reprogramming of fibroblasts to alternative cell fates by forced        expression of transcription factors offers a platform to explore fundamental        molecular events governing cell fate identity. The discovery and study of induced        cardiomyocytes (iCMs) not only provides alternative therapeutic strategies for        heart disease but also sheds lights on basic biology underlying CM fate        determination. The iCM field has primarily focused on early transcriptome and        epigenome repatterning, whereas little is known about how reprogramming iCMs        remodel, erase, and exit the initial fibroblast lineage to acquire final cell        identity. Here, we show that autophagy-related 5 (Atg5)-dependent autophagy, an        evolutionarily conserved self-digestion process, was induced and required for iCM        reprogramming. Unexpectedly, the autophagic factor Beclin1 (Becn1) was found to        suppress iCM induction in an autophagy-independent manner. Depletion of Becn1        resulted in improved iCM induction from both murine and human fibroblasts. In a        mouse genetic model, Becn1 haploinsufficiency further enhanced reprogramming        factor-mediated heart function recovery and scar size reduction after myocardial        infarction. Mechanistically, loss of Becn1 up-regulated Lef1 and down-regulated        Wnt inhibitors, leading to activation of the canonical Wnt/β-catenin signaling        pathway. In addition, Becn1 physically interacts with other classical class III        phosphatidylinositol 3-kinase (PI3K III) complex components, the knockdown of        which phenocopied Becn1 depletion in cardiac reprogramming. Collectively, our        study revealed an inductive role of Atg5-dependent autophagy as well as a        previously unrecognized autophagy-independent inhibitory function of Becn1 in iCM        reprogramming.",950bff92190ae78ef47b36abe20ba4add7cb544d,https://www.semanticscholar.org/paper/950bff92190ae78ef47b36abe20ba4add7cb544d,33087505,PMC8188650,,False,Science translational medicine,101505086
10.1242/dev.194233,The developing heart: from The Wizard of Oz to congenital heart disease.,2020.0,"The heart is an essential organ with a fascinating developmental biology. It is        also one of the organs that is most often affected in human disease, either        during development or in postnatal life. Over the last few decades, insights into        the development of the heart have led to fundamental new concepts in gene        regulation, but also to genetic and mechanistic insights into congenital heart        defects. In more recent years, the lessons learned from studying heart        development have been applied to interrogating regeneration of the diseased        heart, exemplifying the importance of understanding the mechanistic underpinnings        that lead to the development of an organ.",89d2b220d512de0446c4ca3a1a30038266c16e6a,https://www.semanticscholar.org/paper/89d2b220d512de0446c4ca3a1a30038266c16e6a,33087326,PMC7595695,background,False,"Development (Cambridge, England)",8701744
10.3390/ijms21207662,Strategies and Challenges to Improve Cellular Programming-Based Approaches for        Heart Regeneration Therapy.,2020.0,"Limited adult cardiac cell proliferation after cardiovascular disease, such as        heart failure, hampers regeneration, resulting in a major loss of cardiomyocytes        (CMs) at the site of injury. Recent studies in cellular reprogramming approaches        have provided the opportunity to improve upon previous techniques used to        regenerate damaged heart. Using these approaches, new CMs can be regenerated from        differentiation of iPSCs (similar to embryonic stem cells), the direct        reprogramming of fibroblasts [induced cardiomyocytes (iCMs)], or induced cardiac        progenitors. Although these CMs have been shown to functionally repair infarcted        heart, advancements in technology are still in the early stages of development in        research laboratories. In this review, reprogramming-based approaches for        generating CMs are briefly introduced and reviewed, and the challenges (including        low efficiency, functional maturity, and safety issues) that hinder further        translation of these approaches into a clinical setting are discussed. The        creative and combined optimal methods to address these challenges are also        summarized, with optimism that further investigation into tissue engineering,        cardiac development signaling, and epigenetic mechanisms will help to establish        methods that improve cell-reprogramming approaches for heart regeneration.",0fbe0e822c5e0dbef1f1c81967811d5cf5da80bd,https://www.semanticscholar.org/paper/0fbe0e822c5e0dbef1f1c81967811d5cf5da80bd,33081233,PMC7589611,"methodology,background",False,International journal of molecular sciences,101092791
10.1038/s12276-020-0409-x,An era of single-cell genomics consortia.,2020.0,"The human body consists of 37 trillion single cells represented by over 50 organs        that are stitched together to make us who we are, yet we still have very little        understanding about the basic units of our body: what cell types and states make        up our organs both compositionally and spatially. Previous efforts to profile a        wide range of human cell types have been attempted by the FANTOM and GTEx        consortia. Now, with the advancement in genomic technologies, profiling the human        body at single-cell resolution is possible and will generate an unprecedented        wealth of data that will accelerate basic and clinical research with tangible        applications to future medicine. To date, several major organs have been        profiled, but the challenges lie in ways to integrate single-cell genomics data        in a meaningful way. In recent years, several consortia have begun to introduce        harmonization and equity in data collection and analysis. Herein, we introduce        existing and nascent single-cell genomics consortia, and present benefits to        necessitate single-cell genomic consortia in a regional environment to achieve        the universal human cell reference dataset.",fc6c2296466d979680f59251edaac83afed0f3ef,https://www.semanticscholar.org/paper/fc6c2296466d979680f59251edaac83afed0f3ef,32929222,PMC8080593,,False,Experimental & molecular medicine,9607880
10.1155/2020/2102841,"Roles of Reactive Oxygen Species in Cardiac Differentiation, Reprogramming, and        Regenerative Therapies.",2020.0,"Reactive oxygen species (ROS) have been implicated in mechanisms of heart        development and regenerative therapies such as the use of pluripotent stem cells.        The roles of ROS mediating cell fate are dependent on the intensity of stimuli,        cellular context, and metabolic status. ROS mainly act through several targets        (such as kinases and transcription factors) and have diverse roles in different        stages of cardiac differentiation, proliferation, and maturation. Therefore,        further detailed investigation and characterization of redox signaling will help        the understanding of the molecular mechanisms of ROS during different cellular        processes and enable the design of targeted strategies to foster cardiac        regeneration and functional recovery. In this review, we focus on the roles of        ROS in cardiac differentiation as well as transdifferentiation (direct        reprogramming). The potential mechanisms are discussed in regard to ROS        generation pathways and regulation of downstream targets. Further methodological        optimization is required for translational research in order to robustly enhance        the generation efficiency of cardiac myocytes through metabolic modulations.        Additionally, we highlight the deleterious effect of the host's ROS on graft        (donor) cells in a paracrine manner during stem cell-based implantation. This        knowledge is important for the development of antioxidant strategies to enhance        cell survival and engraftment of tissue engineering-based technologies. Thus,        proper timing and level of ROS generation after a myocardial injury need to be        tailored to ensure the maximal efficacy of regenerative therapies and avoid        undesired damage.",14554ae465b54ded0a48d04cd052b9ca3c974f50,https://www.semanticscholar.org/paper/14554ae465b54ded0a48d04cd052b9ca3c974f50,32908625,PMC7475763,background,False,Oxidative medicine and cellular longevity,101479826
10.1016/j.xpro.2019.100010,An Optimized Protocol for Human Direct Cardiac Reprogramming.,2020.0,"Direct cardiac reprogramming, the conversion of fibroblasts into        cardiomyocyte-like cells (iCMs), is an attractive approach to heal the injured        heart. Here we present a new approach to human cardiac reprogramming that        utilizes a polycistronic three-factor reprogramming cocktail and one microRNA.        Our protocol produces cardiac Troponin T positive human iCMs (hiCMs) at an        efficiency of 40%-60%, approximately double that of previous protocols, within        just 2 weeks. The resulting hiCMs display cardiomyocyte-like sarcomere structure,        gene expression, and calcium oscillation. For complete details on the use and        execution of this protocol, please refer to Zhou et al. (2019).",af7100a3d3232e04885ba24743182d72ab3f78a4,https://www.semanticscholar.org/paper/af7100a3d3232e04885ba24743182d72ab3f78a4,32728671,PMC7390466,,False,STAR protocols,101769501
10.1161/JAHA.119.015686,Enhanced Generation of Induced Cardiomyocytes Using a Small-Molecule Cocktail to        Overcome Barriers to Cardiac Cellular Reprogramming.,2020.0,"Background Given known inefficiencies in reprogramming of fibroblasts into mature        induced cardiomyocytes (iCMs), we sought to identify small molecules that would        overcome these barriers to cardiac cell transdifferentiation. Methods and Results        We screened alternative combinations of compounds known to impact cell        reprogramming using morphologic and functional cell differentiation assays in        vitro. After screening 6 putative reprogramming factors, we found that a        combination of the histone deacetylase inhibitor sodium butyrate, the WNT        inhibitor ICG-001, and the cardiac growth regulator retinoic acid (RA) maximally        enhanced iCM generation from primary rat cardiac fibroblasts when combined with        administration of the cardiodifferentiating transcription factors Gata4, Mef2C,        and Tbx5 (GMT) compared with GMT administration alone (23±1.5% versus 3.3±0.2%;        P<0.0001). Expression of the cardiac markers cardiac troponin T, Myh6, and Nkx2.5        was upregulated as early as 10 days after GMT-sodium butyrate, ICG-001, and RA        treatment. Human iCM generation was likewise enhanced when administration of the        human cardiac reprogramming factors GMT, Hand2, and Myocardin plus miR-590 was        combined with sodium butyrate, ICG-001, and RA compared with GMT, Hand2, and        Myocardin plus miR-590 treatment alone (25±1.3% versus 5.7±0.4%; P<0.0001). Rat        and human iCMs also more frequently demonstrated spontaneous beating in coculture        with neonatal cardiomyocytes with the addition of sodium butyrate, ICG-001, and        RA to transcription factor cocktails compared with transcription factor treatment        alone. Conclusions The combined administration of histone deacetylase and WNT        inhibitors with RA enhances rat and human iCM generation induced by transcription        factor administration alone. These findings suggest opportunities for improved        translational approaches for cardiac regeneration.",405c020c53f97f7d9aadbbb6f4e201b5973cee9a,https://www.semanticscholar.org/paper/405c020c53f97f7d9aadbbb6f4e201b5973cee9a,32500803,PMC7429035,,False,Journal of the American Heart Association,101580524
10.3389/fmicb.2020.00361,Single-Cell Analysis of Foot-and-Mouth Disease Virus.,2020.0,"With the rapid development of single-cell technologies, the mechanisms underlying        viral infections and the interactions between hosts and viruses are starting to        be explored at the single-cell level. The foot-and-mouth-disease (FMD) virus        (FMDV) causes an acute and persistent infection that can result in the break-out        of FMD, which can have serious effects on animal husbandry. Single-cell        techniques have emerged as powerful approaches to analyze virus infection at the        resolution of individual cells. In this review, the existing single-cell studies        examining FMDV will be systematically summarized, and the central themes of these        studies will be presented.",d827cd67a6d6f44171d1b1903414d8a8f867e0a8,https://www.semanticscholar.org/paper/d827cd67a6d6f44171d1b1903414d8a8f867e0a8,32194538,PMC7066083,,False,Frontiers in microbiology,101548977
10.3390/cells8070679,Ameliorating the Fibrotic Remodeling of the Heart through Direct Cardiac        Reprogramming.,2019.0,"Coronary artery disease is the most common form of cardiovascular diseases,        resulting in the loss of cardiomyocytes (CM) at the site of ischemic injury. To        compensate for the loss of CMs, cardiac fibroblasts quickly respond to injury and        initiate cardiac remodeling in an injured heart. In the remodeling process,        cardiac fibroblasts proliferate and differentiate into myofibroblasts, which        secrete extracellular matrix to support the intact structure of the heart, and        eventually differentiate into matrifibrocytes to form chronic scar tissue.        Discovery of direct cardiac reprogramming offers a promising therapeutic strategy        to prevent/attenuate this pathologic remodeling and replace the cardiac fibrotic        scar with myocardium in situ. Since the first discovery in 2010, many progresses        have been made to improve the efficiency and efficacy of reprogramming by        understanding the mechanisms and signaling pathways that are activated during        direct cardiac reprogramming. Here, we overview the development and recent        progresses of direct cardiac reprogramming and discuss future directions in order        to translate this promising technology into an effective therapeutic paradigm to        reverse cardiac pathological remodeling in an injured heart.",0c559cd1b8c5beaeb27abe9ab3edffdc9e1e705a,https://www.semanticscholar.org/paper/0c559cd1b8c5beaeb27abe9ab3edffdc9e1e705a,31277520,PMC6679082,,False,Cells,101600052
